pathid;source;target;label;st_asgeojson;num_ships;num_journeys
1499;60104;60060;Venice > Modon;{"type":"MultiLineString","coordinates":[[[12.2636653980525,45.2907510437441],[12.3319,45.4398]],[[21.6636653980525,36.7907510437442],[21.5636653980525,36.7907510437442],[21.4636653980526,36.8907510437442],[21.3636653980525,36.9907510437441],[21.2636653980525,37.0907510437442],[21.1636653980525,37.1907510437442],[21.0636653980525,37.2907510437441],[20.9636653980526,37.3907510437442],[20.8636653980525,37.4907510437441],[20.7636653980525,37.5907510437441],[20.6636653980526,37.6907510437442],[20.5636653980525,37.7907510437441],[20.4636653980525,37.8907510437442],[20.3636653980525,37.9907510437441],[20.2636653980525,38.0907510437441],[20.1636653980526,38.1907510437442],[20.0636653980525,38.2907510437441],[19.9636653980525,38.3907510437441],[19.8636653980526,38.4907510437442],[19.7636653980525,38.5907510437441],[19.6636653980525,38.6907510437442],[19.5636653980525,38.7907510437442],[19.4636653980525,38.8907510437441],[19.3636653980526,38.9907510437442],[19.2636653980525,39.0907510437441],[19.1636653980525,39.1907510437442],[19.0636653980526,39.2907510437442],[18.9636653980525,39.3907510437441],[18.8636653980525,39.4907510437442],[18.7636653980525,39.5907510437441],[18.6636653980525,39.6907510437441],[18.5636653980526,39.7907510437442],[18.5636653980526,39.8907510437441],[18.5636653980526,39.9907510437442],[18.5636653980526,40.0907510437442],[18.5636653980526,40.1907510437441],[18.4636653980525,40.2907510437442],[18.3636653980525,40.3907510437441],[18.2636653980525,40.4907510437441],[18.1636653980525,40.5907510437442],[18.0636653980525,40.6907510437441],[17.9636653980525,40.7907510437442],[17.8636653980525,40.8907510437442],[17.7636653980526,40.9907510437441],[17.6636653980525,41.0907510437442],[17.5636653980525,41.1907510437441],[17.4636653980526,41.2907510437441],[17.3636653980525,41.3907510437442],[17.2636653980526,41.4907510437441],[17.1636653980525,41.5907510437441],[17.0636653980525,41.6907510437442],[16.9636653980526,41.7907510437441],[16.8636653980525,41.8907510437442],[16.7636653980525,41.9907510437441],[16.6636653980525,42.0907510437441],[16.5636653980525,42.1907510437442],[16.4636653980525,42.2907510437441],[16.3636653980525,42.3907510437442],[16.2636653980525,42.4907510437442],[16.1636653980526,42.5907510437441],[16.0636653980525,42.6907510437442],[15.9636653980525,42.7907510437442],[15.8636653980526,42.8907510437441],[15.7636653980525,42.9907510437442],[15.6636653980525,43.0907510437441],[15.5636653980525,43.1907510437442],[15.4636653980525,43.2907510437442],[15.3636653980526,43.3907510437441],[15.2636653980525,43.4907510437442],[15.1636653980525,43.5907510437441],[15.0636653980525,43.6907510437441],[14.9636653980525,43.7907510437442],[14.8636653980525,43.8907510437441],[14.7636653980525,43.9907510437442],[14.6636653980525,44.0907510437442],[14.5636653980526,44.1907510437441],[14.4636653980525,44.2907510437442],[14.3636653980525,44.3907510437441],[14.2636653980525,44.4907510437441],[14.1636653980525,44.5907510437442],[14.0636653980526,44.6907510437441],[13.9636653980525,44.7907510437442],[13.8636653980525,44.6907510437441],[13.7636653980526,44.7907510437442],[13.6636653980525,44.8907510437442],[13.5636653980525,44.9907510437441],[13.4636653980525,45.0907510437442],[13.3636653980525,45.1907510437441],[13.2636653980526,45.2907510437441],[13.1636653980525,45.3907510437442],[13.0636653980525,45.4907510437441],[12.9636653980526,45.5907510437442],[12.8636653980525,45.4907510437441],[12.7636653980525,45.3907510437442],[12.6636653980525,45.4907510437441],[12.5636653980525,45.3907510437442],[12.4636653980526,45.4907510437441],[12.3636653980525,45.3907510437442],[12.2636653980525,45.2907510437441]],[[21.6636653980525,36.7907510437441],[21.709883,36.813244]]]};190;88
1125;60029;60095;Constantinople > Tana;{"type":"MultiLineString","coordinates":[[[28.9636653980525,40.9907510437441],[28.9792587407234,41.0100014306498]],[[28.9636653980525,40.9907510437441],[29.0636653980525,41.0907510437442],[29.079709430656,41.1811272162288],[29.1636653980525,41.2907510437441],[29.2636653980525,41.3907510437442],[29.3636653980525,41.4907510437441],[29.4636653980526,41.5907510437441],[29.5636653980525,41.6907510437442],[29.6636653980525,41.7907510437441],[29.7636653980526,41.8907510437442],[29.8636653980525,41.9907510437441],[29.9636653980526,42.0907510437441],[30.0636653980525,42.1907510437442],[30.1636653980525,42.2907510437441],[30.2636653980526,42.3907510437442],[30.3636653980525,42.4907510437442],[30.4636653980525,42.5907510437441],[30.5636653980526,42.6907510437442],[30.6636653980525,42.7907510437442],[30.7636653980525,42.8907510437441],[30.8636653980525,42.9907510437442],[30.9636653980525,43.0907510437441],[31.0636653980526,43.1907510437442],[31.1636653980525,43.2907510437442],[31.2636653980525,43.3907510437441],[31.3636653980525,43.4907510437442],[31.4636653980525,43.5907510437441],[31.5636653980526,43.6907510437441],[31.6636653980525,43.7907510437442],[31.7636653980525,43.8907510437441],[31.8636653980526,43.9907510437442],[31.9636653980525,44.0907510437442],[32.0636653980525,44.1907510437441],[32.1636653980526,44.2907510437442],[32.2636653980525,44.3907510437441],[32.3636653980525,44.4907510437441],[32.4636653980525,44.5907510437442],[32.5636653980525,44.6907510437441],[32.6636653980526,44.5907510437442],[32.7636653980525,44.4907510437441],[32.8636653980525,44.3907510437441],[32.9636653980526,44.2907510437442],[33.0636653980525,44.1907510437441],[33.1636653980526,44.0907510437442],[33.2636653980525,43.9907510437442],[33.3636653980525,43.8907510437441],[33.4636653980526,43.7907510437442],[33.5636653980525,43.6907510437441],[33.6636653980525,43.7907510437442],[33.7636653980526,43.8907510437441],[33.8636653980525,43.9907510437442],[33.9636653980526,44.0907510437442],[34.0636653980525,44.1907510437441],[34.1636653980525,44.2907510437442],[34.2636653980526,44.3907510437441],[34.3636653980525,44.4907510437441],[34.4636653980525,44.5907510437442],[34.5636653980525,44.6907510437441],[34.6636653980525,44.6907510437441],[34.7636653980526,44.6907510437441],[34.8636653980525,44.6907510437441],[34.9636653980525,44.6907510437441],[35.0636653980526,44.6907510437441],[35.1636653980525,44.7907510437442],[35.2636653980525,44.8907510437442],[35.3636653980525,44.7907510437442],[35.4636653980525,44.8907510437442],[35.5636653980525,44.9907510437441],[35.6636653980525,45.0907510437442],[35.7636653980525,44.9907510437441],[35.8636653980526,44.8907510437442],[35.9636653980525,44.9907510437441],[36.0636653980525,44.8907510437442],[36.1636653980526,44.9907510437441],[36.2636653980525,44.8907510437442],[36.3636653980526,44.9907510437441],[36.4636653980525,45.0907510437442],[36.5636653980525,45.1907510437441],[36.6636653980526,45.2907510437441],[36.6636653980526,45.3907510437442],[36.7636653980525,45.4907510437441],[36.8636653980525,45.5907510437442],[36.9636653980526,45.6907510437442],[37.0636653980525,45.7907510437441],[37.1636653980526,45.8907510437442],[37.2636653980525,45.9907510437441],[37.3636653980525,46.0907510437441],[37.4636653980526,46.1907510437442],[37.5636653980525,46.2907510437441],[37.6636653980525,46.3907510437442],[37.7636653980525,46.4907510437442],[37.7636653980525,46.5907510437441],[37.8636653980525,46.6907510437442],[37.9636653980526,46.7907510437441],[38.0636653980525,46.8907510437441],[38.1636653980525,46.9907510437442],[38.2636653980526,47.0907510437441],[38.3636653980525,46.9907510437442],[38.4636653980525,47.0907510437441],[38.5636653980525,47.0907510437441],[38.6636653980525,47.0907510437441],[38.7636653980526,47.0907510437441],[38.8636653980525,47.0907510437441],[38.9636653980525,47.1907510437442],[39.0636653980526,47.1907510437442],[39.1636653980525,47.1907510437442]],[[39.1636653980525,47.1907510437442],[39.335434,47.268109]]]};209;83
1293;60064;60029;Negrepont > Constantinople;{"type":"MultiLineString","coordinates":[[[23.8636653980526,38.6907510437441],[23.769356,38.572494]],[[23.8636653980526,38.6907510437442],[23.9636653980525,38.7907510437442],[24.0636653980525,38.8907510437441],[24.1636653980526,38.9907510437442],[24.2636653980525,39.0907510437441],[24.3636653980525,39.1907510437442],[24.4636653980525,39.2907510437442],[24.5636653980525,39.3907510437441],[24.6636653980526,39.4907510437442],[24.7636653980525,39.5907510437441],[24.8636653980525,39.6907510437441],[24.9636653980526,39.7907510437442],[25.0636653980525,39.6907510437441],[25.1636653980525,39.7907510437442],[25.2636653980525,39.6907510437441],[25.3636653980525,39.7907510437442],[25.4636653980526,39.8907510437441],[25.5636653980525,39.9907510437442],[25.6636653980525,40.0907510437442],[25.7636653980525,39.9907510437442],[25.8636653980525,40.0907510437442],[25.9636653980525,39.9907510437442],[26.0636653980525,40.0907510437442],[26.1636653980525,39.9907510437442],[26.3636653980525,40.0907510437442],[26.5636653980526,40.2907510437442],[26.6636653980525,40.3907510437441],[26.7636653980525,40.4907510437441],[26.8636653980525,40.4907510437441],[26.9636653980525,40.3907510437441],[27.0636653980526,40.4907510437441],[27.1636653980525,40.5907510437442],[27.2636653980525,40.4907510437441],[27.3636653980525,40.5907510437442],[27.4636653980525,40.6907510437441],[27.5636653980525,40.7907510437442],[27.6636653980525,40.8907510437442],[27.7636653980525,40.9907510437441],[27.8636653980526,40.8907510437442],[27.9636653980525,40.9907510437441],[28.0636653980525,40.8907510437442],[28.1636653980526,40.9907510437441],[28.2636653980525,40.8907510437442],[28.3636653980526,40.9907510437441],[28.4636653980525,40.8907510437442],[28.5636653980525,40.9907510437441],[28.6636653980526,40.8907510437442],[28.7636653980525,40.7907510437442],[28.8636653980525,40.8907510437442],[28.9636653980525,40.9907510437441]],[[28.9636653980525,40.9907510437441],[28.9792587407234,41.0100014306498]]]};158;78
1309;60068;60054;Palermo > Mallorca;{"type":"MultiLineString","coordinates":[[[3.16366539805249,39.7907510437442],[2.998611,39.58539]],[[13.4636653980525,38.1907510437442],[13.368583,38.120398]],[[17.7636653980526,39.6907510437441],[17.7636653980526,39.5907510437441],[17.7636653980526,39.4907510437442],[17.6636653980525,39.3907510437441],[17.5636653980525,39.2907510437442],[17.4636653980526,39.1907510437442],[17.3636653980525,39.0907510437441],[17.2636653980526,38.9907510437442],[17.1636653980525,38.8907510437441],[17.0636653980525,38.7907510437442],[16.9636653980526,38.6907510437442],[16.8636653980525,38.5907510437441],[16.7636653980525,38.4907510437442],[16.6636653980525,38.3907510437441],[16.5636653980525,38.2907510437441],[16.4636653980525,38.1907510437442],[16.3636653980525,38.0907510437441],[16.2636653980525,37.9907510437441],[16.1636653980526,37.8907510437442],[16.0636653980525,37.8907510437442],[15.9636653980525,37.8907510437442],[15.8636653980526,37.8907510437442],[15.7636653980525,37.8907510437442],[15.6636653980525,37.8907510437442],[15.5636653980525,37.9907510437441],[15.5636653980525,38.0907510437441],[15.5636653980525,38.3907510437441],[15.4636653980525,38.2907510437441],[15.3636653980526,38.2907510437441],[15.2636653980525,38.2907510437441],[15.1636653980525,38.1907510437442],[15.0636653980525,38.1907510437442],[14.9636653980525,38.1907510437442],[14.8636653980525,38.1907510437442],[14.7636653980525,38.1907510437442],[14.6636653980525,38.1907510437442],[14.5636653980526,38.1907510437442],[14.4636653980525,38.1907510437442],[14.3636653980525,38.1907510437442],[14.2636653980525,38.1907510437442],[14.1636653980525,38.1907510437442],[14.0636653980526,38.1907510437442],[13.9636653980525,38.1907510437442],[13.8636653980525,38.1907510437442],[13.7636653980526,38.1907510437442],[13.6636653980525,38.1907510437442],[13.5636653980525,38.1907510437442],[13.4636653980525,38.1907510437442]]]};60;28
1487;60104;60033;Venice > Crete;{"type":"MultiLineString","coordinates":[[[12.2636653980525,45.2907510437441],[12.3319,45.4398]],[[25.0636653980525,35.3907510437441],[24.9636653980526,35.4907510437442],[24.8636653980525,35.4907510437442],[24.7636653980525,35.4907510437442],[24.6636653980526,35.4907510437442],[24.5636653980525,35.4907510437442],[24.4636653980525,35.4907510437442],[24.3636653980525,35.4907510437442],[24.2636653980525,35.4907510437442],[24.1636653980526,35.4907510437442],[24.0636653980525,35.5907510437442],[23.9636653980525,35.5907510437442],[23.8636653980526,35.5907510437442],[23.7636653980525,35.6907510437441],[23.6636653980525,35.6907510437441],[23.5636653980525,35.6907510437441],[23.4636653980525,35.6907510437441],[23.3636653980526,35.6907510437441],[23.2636653980525,35.6907510437441],[23.1636653980525,35.6907510437441],[23.0636653980526,35.6907510437441],[22.9636653980525,35.6907510437441],[22.8636653980525,35.6907510437441],[22.7636653980525,35.7907510437442],[22.6636653980525,35.8907510437441],[22.5636653980526,35.9907510437441],[22.4636653980525,36.0907510437442],[22.3636653980525,36.1907510437441],[22.2636653980526,36.2907510437442],[22.1636653980525,36.3907510437441],[22.0636653980525,36.4907510437441],[21.9636653980525,36.5907510437442],[21.8636653980525,36.6907510437441],[21.7636653980526,36.7907510437442],[21.6636653980525,36.8907510437442],[21.5636653980525,36.9907510437441],[21.4636653980526,37.0907510437442],[21.3636653980525,37.1907510437442],[21.2636653980525,37.2907510437441],[21.1636653980525,37.3907510437442],[21.0636653980525,37.4907510437441],[20.9636653980526,37.5907510437441],[20.9636653980526,37.6907510437442],[20.9636653980526,37.7907510437441],[20.8636653980525,37.8907510437442],[20.7636653980525,37.8907510437442],[20.6636653980526,37.9907510437441],[20.5636653980525,38.0907510437441],[20.4636653980525,38.1907510437442],[20.3636653980525,38.2907510437441],[20.2636653980525,38.3907510437441],[20.1636653980526,38.4907510437442],[20.0636653980525,38.5907510437441],[19.9636653980525,38.6907510437442],[19.8636653980526,38.7907510437442],[19.7636653980525,38.8907510437441],[19.6636653980525,38.9907510437442],[19.5636653980525,39.0907510437441],[19.4636653980525,39.1907510437442],[19.3636653980526,39.2907510437442],[19.2636653980525,39.3907510437441],[19.1636653980525,39.4907510437442],[19.0636653980526,39.5907510437441],[18.9636653980525,39.6907510437441],[18.8636653980525,39.7907510437442],[18.7636653980525,39.8907510437441],[18.6636653980525,39.9907510437442],[18.5636653980526,40.0907510437442],[18.5636653980526,40.1907510437441],[18.4636653980525,40.2907510437442],[18.3636653980525,40.3907510437441],[18.2636653980525,40.4907510437441],[18.1636653980525,40.5907510437442],[18.0636653980525,40.6907510437441],[17.9636653980525,40.7907510437442],[17.8636653980525,40.8907510437442],[17.7636653980526,40.9907510437441],[17.6636653980525,41.0907510437442],[17.5636653980525,41.1907510437441],[17.4636653980526,41.2907510437441],[17.3636653980525,41.3907510437442],[17.2636653980526,41.4907510437441],[17.1636653980525,41.5907510437441],[17.0636653980525,41.6907510437442],[16.9636653980526,41.7907510437441],[16.8636653980525,41.8907510437442],[16.7636653980525,41.9907510437441],[16.6636653980525,42.0907510437441],[16.5636653980525,42.1907510437442],[16.4636653980525,42.2907510437441],[16.3636653980525,42.3907510437442],[16.2636653980525,42.4907510437442],[16.1636653980526,42.5907510437441],[16.0636653980525,42.6907510437442],[15.9636653980525,42.7907510437442],[15.8636653980526,42.8907510437441],[15.7636653980525,42.9907510437442],[15.6636653980525,43.0907510437441],[15.5636653980525,43.1907510437442],[15.4636653980525,43.2907510437442],[15.3636653980526,43.3907510437441],[15.2636653980525,43.4907510437442],[15.1636653980525,43.5907510437441],[15.0636653980525,43.6907510437441],[14.9636653980525,43.7907510437442],[14.8636653980525,43.8907510437441],[14.7636653980525,43.9907510437442],[14.6636653980525,44.0907510437442],[14.5636653980526,44.1907510437441],[14.4636653980525,44.2907510437442],[14.3636653980525,44.3907510437441],[14.2636653980525,44.4907510437441],[14.1636653980525,44.5907510437442],[14.0636653980526,44.6907510437441],[13.9636653980525,44.7907510437442],[13.8636653980525,44.6907510437441],[13.7636653980526,44.7907510437442],[13.6636653980525,44.8907510437442],[13.5636653980525,44.9907510437441],[13.4636653980525,45.0907510437442],[13.3636653980525,45.1907510437441],[13.2636653980526,45.2907510437441],[13.1636653980525,45.3907510437442],[13.0636653980525,45.4907510437441],[12.9636653980526,45.5907510437442],[12.8636653980525,45.4907510437441],[12.7636653980525,45.3907510437442],[12.6636653980525,45.4907510437441],[12.5636653980525,45.3907510437442],[12.4636653980526,45.4907510437441],[12.3636653980525,45.3907510437442],[12.2636653980525,45.2907510437441]],[[25.0636653980525,35.3907510437441],[25,35.2]]]};206;75
1146;60031;60064;Coron > Negrepont;{"type":"MultiLineString","coordinates":[[[21.9636653980525,36.9907510437441],[21.940778,36.964036]],[[21.9636653980525,36.9907510437441],[21.9636653980525,36.9907510437441]],[[21.9636653980525,36.9907510437441],[21.9636653980525,36.9907510437441]],[[23.8636653980526,38.6907510437442],[23.9636653980525,38.7907510437442],[24.0636653980525,38.6907510437442],[24.1636653980526,38.5907510437441],[24.2636653980525,38.4907510437442],[24.3636653980525,38.3907510437441],[24.4636653980525,38.2907510437441],[24.5636653980525,38.1907510437442],[24.6636653980526,38.0907510437441],[24.6636653980526,37.9907510437441],[24.5636653980525,37.8907510437442],[24.4636653980525,37.7907510437441],[24.3636653980525,37.6907510437442],[24.2636653980525,37.5907510437441],[24.1636653980526,37.4907510437441],[24.0636653980525,37.3907510437442],[23.9636653980525,37.2907510437441],[23.8636653980526,37.1907510437442],[23.7636653980525,37.0907510437442],[23.6636653980525,36.9907510437441],[23.5636653980525,36.8907510437442],[23.4636653980525,36.7907510437442],[23.3636653980526,36.6907510437441],[23.2636653980525,36.5907510437442],[23.1636653980525,36.4907510437441],[23.0636653980526,36.3907510437441],[22.9636653980525,36.3907510437441],[22.8636653980525,36.3907510437441],[22.7636653980525,36.3907510437441],[22.6636653980525,36.3907510437441],[22.5636653980526,36.3907510437441],[22.4636653980525,36.3907510437441],[22.3636653980525,36.4907510437441],[22.2636653980526,36.5907510437442],[22.1636653980525,36.6907510437441],[22.0636653980525,36.7907510437442],[21.9636653980525,36.8907510437442],[21.9636653980525,36.9907510437441]],[[23.8636653980526,38.6907510437441],[23.769356,38.572494]]]};131;74
1475;60104;60011;Venice > Beirut;{"type":"MultiLineString","coordinates":[[[12.2636653980525,45.2907510437441],[12.3319,45.4398]],[[35.4636653980525,33.8907510437441],[35.3636653980525,33.7907510437441],[35.2636653980525,33.6907510437442],[35.1636653980525,33.5907510437441],[35.0636653980526,33.4907510437441],[34.9636653980525,33.3907510437442],[34.8636653980525,33.2907510437441],[34.7636653980526,33.1907510437442],[34.6636653980525,33.0907510437442],[34.5636653980525,32.9907510437441],[34.4636653980525,32.8907510437442],[34.3636653980525,32.7907510437441],[34.2636653980526,32.6907510437441],[34.1636653980525,32.5907510437442],[34.0636653980525,32.4907510437441],[33.9636653980526,32.3907510437442],[33.8636653980525,32.2907510437442],[33.7636653980526,32.1907510437441],[33.6636653980525,32.0907510437442],[33.5636653980525,31.9907510437441],[33.4636653980526,31.8907510437441],[33.3636653980525,31.7907510437442],[33.2636653980525,31.6907510437441],[33.1636653980526,31.6907510437441],[33.0636653980525,31.6907510437441],[32.9636653980526,31.6907510437441],[32.8636653980525,31.6907510437441],[32.7636653980525,31.6907510437441],[32.6636653980526,31.6907510437441],[32.5636653980525,31.6907510437441],[32.4636653980525,31.6907510437441],[32.3636653980525,31.6907510437441],[32.2636653980525,31.6907510437441],[32.1636653980526,31.6907510437441],[32.0636653980525,31.6907510437441],[31.9636653980525,31.6907510437441],[31.8636653980526,31.6907510437441],[31.7636653980525,31.6907510437441],[31.6636653980525,31.6907510437441],[31.5636653980526,31.6907510437441],[31.4636653980525,31.6907510437441],[31.3636653980525,31.6907510437441],[31.2636653980525,31.6907510437441],[31.1636653980525,31.6907510437441],[31.0636653980526,31.6907510437441],[30.9636653980525,31.6907510437441],[30.8636653980525,31.6907510437441],[30.7636653980525,31.6907510437441],[30.6636653980525,31.6907510437441],[30.5636653980526,31.6907510437441],[30.4636653980525,31.6907510437441],[30.3636653980525,31.6907510437441],[30.2636653980526,31.6907510437441],[30.1636653980525,31.6907510437441],[30.0636653980525,31.6907510437441],[29.9636653980526,31.6907510437441],[29.8636653980525,31.6907510437441],[29.7636653980526,31.6907510437441],[29.6636653980525,31.6907510437441],[29.5636653980525,31.6907510437441],[29.4636653980526,31.6907510437441],[29.3636653980525,31.6907510437441],[29.2636653980525,31.6907510437441],[29.1636653980525,31.6907510437441],[29.0636653980525,31.6907510437441],[28.9636653980525,31.6907510437441],[28.8636653980525,31.6907510437441],[28.7636653980525,31.6907510437441],[28.6636653980526,31.6907510437441],[28.5636653980525,31.6907510437441],[28.4636653980525,31.6907510437441],[28.3636653980526,31.6907510437441],[28.2636653980525,31.6907510437441],[28.1636653980526,31.6907510437441],[28.0636653980525,31.6907510437441],[27.9636653980525,31.6907510437441],[27.8636653980526,31.6907510437441],[27.7636653980525,31.6907510437441],[27.6636653980525,31.6907510437441],[27.5636653980525,31.6907510437441],[27.4636653980525,31.6907510437441],[27.3636653980525,31.6907510437441],[27.2636653980525,31.6907510437441],[27.1636653980525,31.6907510437441],[27.0636653980526,31.6907510437441],[26.9636653980525,31.6907510437441],[26.8636653980525,31.6907510437441],[26.7636653980525,31.7907510437442],[26.6636653980525,31.8907510437441],[26.5636653980526,31.9907510437441],[26.4636653980525,32.0907510437442],[26.3636653980525,32.1907510437441],[26.2636653980526,32.2907510437442],[26.1636653980525,32.3907510437442],[26.0636653980525,32.4907510437441],[25.9636653980525,32.5907510437442],[25.8636653980525,32.6907510437441],[25.7636653980525,32.7907510437441],[25.6636653980525,32.8907510437442],[25.5636653980525,32.9907510437441],[25.4636653980526,33.0907510437442],[25.3636653980525,33.1907510437442],[25.2636653980525,33.2907510437441],[25.1636653980525,33.3907510437442],[25.0636653980525,33.4907510437441],[24.9636653980526,33.5907510437441],[24.8636653980525,33.6907510437442],[24.7636653980525,33.7907510437441],[24.6636653980526,33.8907510437442],[24.5636653980525,33.9907510437442],[24.4636653980525,34.0907510437441],[24.3636653980525,34.1907510437442],[24.2636653980525,34.2907510437441],[24.1636653980526,34.3907510437441],[24.0636653980525,34.4907510437442],[23.9636653980525,34.5907510437441],[23.8636653980526,34.6907510437442],[23.7636653980525,34.7907510437442],[23.6636653980525,34.8907510437441],[23.5636653980525,34.9907510437442],[23.4636653980525,35.0907510437441],[23.3636653980526,35.1907510437441],[23.2636653980525,35.2907510437442],[23.1636653980525,35.3907510437441],[23.0636653980526,35.4907510437442],[22.9636653980525,35.5907510437442],[22.8636653980525,35.6907510437441],[22.7636653980525,35.7907510437442],[22.6636653980525,35.8907510437441],[22.5636653980526,35.9907510437441],[22.4636653980525,36.0907510437442],[22.3636653980525,36.1907510437441],[22.2636653980526,36.2907510437442],[22.1636653980525,36.3907510437441],[22.0636653980525,36.4907510437441],[21.9636653980525,36.5907510437442],[21.8636653980525,36.6907510437441],[21.7636653980526,36.7907510437442],[21.6636653980525,36.8907510437442],[21.5636653980525,36.9907510437441],[21.4636653980526,37.0907510437442],[21.3636653980525,37.1907510437442],[21.2636653980525,37.2907510437441],[21.1636653980525,37.3907510437442],[21.0636653980525,37.4907510437441],[20.9636653980526,37.5907510437441],[20.9636653980526,37.6907510437442],[20.9636653980526,37.7907510437441],[20.8636653980525,37.8907510437442],[20.7636653980525,37.8907510437442],[20.6636653980526,37.9907510437441],[20.5636653980525,38.0907510437441],[20.4636653980525,38.1907510437442],[20.3636653980525,38.2907510437441],[20.2636653980525,38.3907510437441],[20.1636653980526,38.4907510437442],[20.0636653980525,38.5907510437441],[19.9636653980525,38.6907510437442],[19.8636653980526,38.7907510437442],[19.7636653980525,38.8907510437441],[19.6636653980525,38.9907510437442],[19.5636653980525,39.0907510437441],[19.4636653980525,39.1907510437442],[19.3636653980526,39.2907510437442],[19.2636653980525,39.3907510437441],[19.1636653980525,39.4907510437442],[19.0636653980526,39.5907510437441],[18.9636653980525,39.6907510437441],[18.8636653980525,39.7907510437442],[18.7636653980525,39.8907510437441],[18.6636653980525,39.9907510437442],[18.5636653980526,40.0907510437442],[18.5636653980526,40.1907510437441],[18.4636653980525,40.2907510437442],[18.3636653980525,40.3907510437441],[18.2636653980525,40.4907510437441],[18.1636653980525,40.5907510437442],[18.0636653980525,40.6907510437441],[17.9636653980525,40.7907510437442],[17.8636653980525,40.8907510437442],[17.7636653980526,40.9907510437441],[17.6636653980525,41.0907510437442],[17.5636653980525,41.1907510437441],[17.4636653980526,41.2907510437441],[17.3636653980525,41.3907510437442],[17.2636653980526,41.4907510437441],[17.1636653980525,41.5907510437441],[17.0636653980525,41.6907510437442],[16.9636653980526,41.7907510437441],[16.8636653980525,41.8907510437442],[16.7636653980525,41.9907510437441],[16.6636653980525,42.0907510437441],[16.5636653980525,42.1907510437442],[16.4636653980525,42.2907510437441],[16.3636653980525,42.3907510437442],[16.2636653980525,42.4907510437442],[16.1636653980526,42.5907510437441],[16.0636653980525,42.6907510437442],[15.9636653980525,42.7907510437442],[15.8636653980526,42.8907510437441],[15.7636653980525,42.9907510437442],[15.6636653980525,43.0907510437441],[15.5636653980525,43.1907510437442],[15.4636653980525,43.2907510437442],[15.3636653980526,43.3907510437441],[15.2636653980525,43.4907510437442],[15.1636653980525,43.5907510437441],[15.0636653980525,43.6907510437441],[14.9636653980525,43.7907510437442],[14.8636653980525,43.8907510437441],[14.7636653980525,43.9907510437442],[14.6636653980525,44.0907510437442],[14.5636653980526,44.1907510437441],[14.4636653980525,44.2907510437442],[14.3636653980525,44.3907510437441],[14.2636653980525,44.4907510437441],[14.1636653980525,44.5907510437442],[14.0636653980526,44.6907510437441],[13.9636653980525,44.7907510437442],[13.8636653980525,44.6907510437441],[13.7636653980526,44.7907510437442],[13.6636653980525,44.8907510437442],[13.5636653980525,44.9907510437441],[13.4636653980525,45.0907510437442],[13.3636653980525,45.1907510437441],[13.2636653980526,45.2907510437441],[13.1636653980525,45.3907510437442],[13.0636653980525,45.4907510437441],[12.9636653980526,45.5907510437442],[12.8636653980525,45.4907510437441],[12.7636653980525,45.3907510437442],[12.6636653980525,45.4907510437441],[12.5636653980525,45.3907510437442],[12.4636653980526,45.4907510437441],[12.3636653980525,45.3907510437442],[12.2636653980525,45.2907510437441]],[[35.4636653980525,33.8907510437441],[35.505065,33.899231]],[[35.4636653980525,33.8907510437442],[35.4636653980525,33.8907510437441]]]};107;67
