# title: Vicarello Beakers
# author: Anonymous
# language: la
# date (numeric): 300
# date: around 200 - 400 CE
# description: Dated to between 15 BCE and 15 CE, the Vicarello Beakers are four cylindrical vessels made of silver with heights varying between 95-153 mm. They were discovered in the Roman baths at Vicarello, Italy, apparently deposited as a votive offering. Although differing in the details, on the surface of each beaker is engraved the land route between Gades and Rome. They have traditionally been identified as miniature replicas of a milestone probably erected in Gades, perhaps similar in design to the Miliarium Aureum (the Golden Milestone) in Rome.
# collections: Latin Tradition
toponym;gazetteer_uri;gazetteer_label;lat;lng;place_category;document_part;status;tags;source;comment;img_x;img_y;img_all;
VCIESE;http://pleiades.stoa.org/places/266051;(S)Ucia;38.0613;-4.148;SETTLEMENT;Vicarello Beaker 3;VERIFIED;"item,route3";;XVIII;;;;
AD LVCOS;http://pleiades.stoa.org/places/265773;Ad Lucos;38.0205;-4.4036;SETTLEMENT;Vicarello Beaker 3;VERIFIED;"item";;XVIII;;;;
AD X;http://pleiades.stoa.org/places/255952;Ad Decumum;37.9417;-4.6545;SETTLEMENT;Vicarello Beaker 3;VERIFIED;"item,route3";;X;;;;
CORDVBA;http://pleiades.stoa.org/places/256128;Corduba/Col. Patricia;37.8847;-4.7792;SETTLEMENT;Vicarello Beaker 3;VERIFIED;"item,route 2";;XXIII;;;;
AD ARAS;http://pleiades.stoa.org/places/257485;Untitled;37.6786;-4.9246;MAN_MADE_STRUCTURE;Vicarello Beaker 3;VERIFIED;"item";;XII;;;;
ASTIGI;http://pleiades.stoa.org/places/255996;Astigi/Col. Augusta Firma;37.5409;-5.08;SETTLEMENT;Vicarello Beaker 3;VERIFIED;"item,route 2";;XV;;;;
OBVCLA;http://pleiades.stoa.org/places/256332;Obulcula;37.5158;-5.3163;SETTLEMENT;Vicarello Beaker 3;VERIFIED;"item,route 2";;XX;;;;
CARMONE;http://pleiades.stoa.org/places/256058;Carmo;37.4696;-5.6507;SETTLEMENT;Vicarello Beaker 3;VERIFIED;"item,route 2";;XXII;;;;
HISPALIM;http://pleiades.stoa.org/places/256210;Hispalis/Col. Romula;37.3826;-5.9963;SETTLEMENT;Vicarello Beaker 3;VERIFIED;"item,route1";;IX;;;;
ORIPPO;http://pleiades.stoa.org/places/256343;Orippo;37.2738;-6.0045;SETTLEMENT;Vicarello Beaker 3;VERIFIED;"item,route1";;XXIIII;;;;
VGIA;http://pleiades.stoa.org/places/256501;U(r)gia;36.9901;-5.8293;SETTLEMENT;Vicarello Beaker 3;VERIFIED;"item,route1";;XXVII;;;;
HASTA;http://pleiades.stoa.org/places/256193;(H)Asta/Col. Hasta Regia/Ligystine?;36.7865;-6.1815;SETTLEMENT;Vicarello Beaker 3;VERIFIED;"item,route1";;XVI;;;;
AD PORTVM;http://pleiades.stoa.org/places/255955;Ad Portum/Gaditanus Portus;36.6271;-6.1613;;Vicarello Beaker 3;VERIFIED;"item,route1";;XXIIII;;;;
ROMA;http://pleiades.stoa.org/places/423025;Roma;41.8926;12.4843;SETTLEMENT;Vicarello Beaker 3;VERIFIED;"summary";;;;;;
GADES;http://pleiades.stoa.org/places/256177;Gadeira/Gades/Col. Augusta Gaditana;36.5284;-6.2944;SETTLEMENT;Vicarello Beaker 3;VERIFIED;"summary,route1";;;;;;
ROMAM;http://pleiades.stoa.org/places/423025;Roma;41.8926;12.4843;SETTLEMENT;Vicarello Beaker 3;VERIFIED;"item,[route6]";;XX;;;;
AD XX;http://pleiades.stoa.org/places/412998;Ad Vicesimum;42.1484;12.4768;SETTLEMENT;Vicarello Beaker 3;VERIFIED;"item,[route6]";;XXIIII;;;;
OCRICLO;http://pleiades.stoa.org/places/413231;Ocriculum;42.4136;12.4663;SETTLEMENT;Vicarello Beaker 3;VERIFIED;"item,[route6]";;XII;;;;
NARNIA;http://pleiades.stoa.org/places/413225;Nequinum/Narnia;42.5176;12.5156;SETTLEMENT;Vicarello Beaker 3;VERIFIED;"item,[route6]";;XVIII;;;;
AD MARTIS;http://pleiades.stoa.org/places/413380;Vicus Martis;42.7509;12.5318;SETTLEMENT;Vicarello Beaker 3;VERIFIED;"item,[route6]";;XVI;;;;
MAEVANIA;http://pleiades.stoa.org/places/413200;Mevania;42.9349;12.6094;SETTLEMENT;Vicarello Beaker 3;VERIFIED;"item,[route6]";;XIX;;;;
ROMAE;http://pleiades.stoa.org/places/423025;Roma;41.8926;12.4843;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,[route6]";;XX;;;;
AD XX;http://pleiades.stoa.org/places/412998;Ad Vicesimum;42.1484;12.4768;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,[route6]";;XXIIII;;;;
OCRICLO;http://pleiades.stoa.org/places/413231;Ocriculum;42.4136;12.4663;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,[route6]";;XII;;;;
NARNIA;http://pleiades.stoa.org/places/413225;Nequinum/Narnia;42.5176;12.5156;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,[route6]";;XVIIII;;;;
MARTIS;http://pleiades.stoa.org/places/413380;Vicus Martis;42.7509;12.5318;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,[route6]";;XVI;;;;
MAEVANIA;http://pleiades.stoa.org/places/413200;Mevania;42.9349;12.6094;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,[route6]";;XVIIII;;;;
NVCERIA;http://pleiades.stoa.org/places/456102;Nuceria;;;;Vicarello Beaker 4;VERIFIED;"item,[route6]";;XV;;;;
HELVILLO;http://pleiades.stoa.org/places/413167;Helvillum;43.2957;12.7621;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,[route6]";;X;;;;
HAESIM;http://pleiades.stoa.org/places/412989;Ad Aesim;43.4035;12.6693;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,[route6]";;XIIII;;;;
AT CALE;http://pleiades.stoa.org/places/413058;Cales;43.5468;12.6485;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,[route6]";;XVIII;;;;
FORO SEMPRONI;http://pleiades.stoa.org/places/413149;Forum Sempronii;43.6974;12.8291;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,[route6]";;XVI;;;;
FANO FORTVNAE;http://pleiades.stoa.org/places/413129;Fanum Fortunae;43.8443;13.0181;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,[route6]";;VIII;;;;
PISAVRO;http://pleiades.stoa.org/places/413256;Pisaurum;43.911;12.9146;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,[route6]";;XXIIII;;;;
ARIMINI;http://pleiades.stoa.org/places/393379;Ariminum;44.0596;12.5703;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,[route6]";;XX;;;;
CVRVA CAESANA;http://pleiades.stoa.org/places/393397;Caesena;44.1391;12.2429;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,[route6]";;XIII;;;;
FORO IVLI;http://pleiades.stoa.org/places/393426;Forum Livii;44.2212;12.0427;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,[route6]";;X;;;;
FAVENTIA;http://pleiades.stoa.org/places/393420;Faventia;44.2859;11.8845;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,[route6]";;X;;;;
FORO CORNELI;http://pleiades.stoa.org/places/393424;Forum Cornelii;44.3535;11.7111;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,[route6]";;XIII;;;;
CLATERNAS;http://pleiades.stoa.org/places/393405;Claterna;44.4421;11.4747;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,[route6]";;XI;;;;
BONONIA;http://pleiades.stoa.org/places/393421;Felsina/Bononia;44.4946;11.3418;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,[route6]";;XXV;;;;
MVTINA;http://pleiades.stoa.org/places/383715;Mutina;44.6471;10.9252;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,[route6]";;XVII;;;;
REGIO;http://pleiades.stoa.org/places/383755;Regium Lepidum;44.6977;10.6308;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,[route6]";;XVIII;;;;
PARMA;http://pleiades.stoa.org/places/383737;Parma;44.8015;10.328;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,[route6]";;XV;;;;
FLORENTIA;http://pleiades.stoa.org/places/383649;Florenti(ol)a;44.9281;9.911;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,[route6]";;XV;;;;
PLACENTIA;http://pleiades.stoa.org/places/383741;Placentia;45.0528;9.6966;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,[route6]";;XVII;;;;
LAMBRO FLVMEN;http://pleiades.stoa.org/places/383685;Lambrum;45.1574;9.5266;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,[route6]";;XX;;;;
TICINVM;http://pleiades.stoa.org/places/383798;Ticinum;45.1859;9.1566;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,[route6]";;XXI;;;;
LAVMELLVM;http://pleiades.stoa.org/places/383690;Laumellum;45.1227;8.7938;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,[route6]";;XII;;;;
CVTTIAS;http://pleiades.stoa.org/places/383630;Cuttiae;45.1921;8.6111;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,[route6]";;XXIIII;;;;
RIGOMAGO;http://pleiades.stoa.org/places/383759;Rigomagus;45.1931;8.2974;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,[route6]";;XIII;;;;
QVADRATA;http://pleiades.stoa.org/places/383753;Quadrata;45.1911;7.9694;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,[route6]";;XXIII;;;;
AVGVSTA TAVRIN;http://pleiades.stoa.org/places/383580;Augusta Taurinorum;45.0734;7.6854;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route5";;XXIII;;;;
AD FINES XXXX;http://pleiades.stoa.org/places/383545;Ad Fines;45.0982;7.4195;;Vicarello Beaker 4;VERIFIED;"item,route5";;XVII;;;;
AD MARTIS;http://pleiades.stoa.org/places/167617;Ad Martis;45.0333;6.8336;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route5";;XXIII;;;;
OCELO;http://pleiades.stoa.org/places/383720;Ocelum;45.1188;7.3319;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route5";;XX;;;;
IN ALPE COTTIA;http://pleiades.stoa.org/places/167636;Alpes Cottiae;44.75;6.75;;Vicarello Beaker 4;VERIFIED;"item,route5";;XXIIII;;;;
TYRIO;http://pleiades.stoa.org/places/167778;Gaesao/Tyrium;44.9546;6.7946;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route5";;V;;;;
DRVANTIO;http://pleiades.stoa.org/places/167743;Druantium/*Alpis Cottia/Summae Alpes;44.931;6.7234;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route5";;VI;;;;
BRIGANTIONE;http://pleiades.stoa.org/places/167691;Brigantio;44.8969;6.6342;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route5";;XVIII;;;;
RAMA;http://pleiades.stoa.org/places/167881;Rama;44.7505;6.5799;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route5";;XVII;;;;
EBORODVNO;http://pleiades.stoa.org/places/167750;Eburodunum;44.5623;6.4951;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route5";;XVII;;;;
CATVRIGOMAGO;http://pleiades.stoa.org/places/167701;Caturigomagus;44.5444;6.276;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route5";;XII;;;;
VAPPINQVO;http://pleiades.stoa.org/places/167954;Vappincum;44.5596;6.0798;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route5";;XVIII;;;;
ALABONTE;http://pleiades.stoa.org/places/167628;Alabonte;44.386;5.944;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route5";;XVI;;;;
SEGVSTERONE;http://pleiades.stoa.org/places/157925;Segustero;44.1947;5.9432;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route5";;XXIIII;;;;
ALAVNIVM;http://pleiades.stoa.org/places/157800;Alaunium;43.9462;5.8672;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route5";;XVI;;;;
CATVIACIA;http://pleiades.stoa.org/places/148041;Catuiacia;43.8576;5.5962;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route5";;XII;;;;
APTA IVLIA;http://pleiades.stoa.org/places/147993;Apta Iulia;43.8761;5.3972;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route5";;XXII;;;;
CABELLIONE;http://pleiades.stoa.org/places/148027;Cabellio;43.8363;5.0364;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route5";;XII;;;;
GLANO;http://pleiades.stoa.org/places/148093;Glanum;43.7735;4.8329;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route5";;XI;;;;
TRAIECTVM RHODANI;http://pleiades.stoa.org/places/148074;Ernaginum;43.7667;4.6981;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route5";;S;;;;
VGERNO;http://pleiades.stoa.org/places/148223;Ugernum;43.8099;4.6446;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route5";;XVI;;;;
NEMAVSO;http://pleiades.stoa.org/places/148142;Nemausus;43.8349;4.3596;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route5";;XV;;;;
AMBRVSIO;http://pleiades.stoa.org/places/147990;Ambrussum;43.7154;4.1495;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route5";;XV;;;;
SEXTANTIONE;http://pleiades.stoa.org/places/148202;Sextantio;43.6408;3.8967;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route5";;XV;;;;
FORO DOMITI;http://pleiades.stoa.org/places/148081;Forum Domitii;43.5115;3.7024;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route5";;VIII;;;;
FRONTIANA;http://pleiades.stoa.org/places/148086;Frontiana;43.463;3.5924;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route5";;X;;;;
CESSIRONE;http://pleiades.stoa.org/places/147997;Araura/Cessero;43.3951;3.4206;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route5";;XII;;;;
BAETERRAS;http://pleiades.stoa.org/places/148056;Col. Baeterrae;43.3416;3.2178;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route5";;XVI;;;;
NARBONE;http://pleiades.stoa.org/places/246347;Col. Narbo Martius;43.1847;3.0036;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"summary,route5";;;;;;
NARBONE;http://pleiades.stoa.org/places/246347;Col. Narbo Martius;43.1847;3.0036;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route4";;XXXIIII;;;;
AD COMMVSTA;http://pleiades.stoa.org/places/246351;Combusta;42.7687;2.8718;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route4";;VI;;;;
RVSCINONE;http://pleiades.stoa.org/places/246348;Col. Ruscino;42.7087;2.9452;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route4";;XXV;;;;
SVMMO PYRENAE;http://pleiades.stoa.org/places/246139;Ad Pyrenaeum/Summus Pyrenaeus;42.4723;2.869;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route4";;XVI;;;;
IVNCARIA;http://pleiades.stoa.org/places/246449;Iuncaria;42.2754;2.9667;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route4";;XII;;;;
CINNIANA;http://pleiades.stoa.org/places/246335;Cinniana;42.0947;2.9048;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route4";;X;;;;
GERVNDA;http://pleiades.stoa.org/places/246406;Gerunda;41.9873;2.8256;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route4";;XII;;;;
AQVAS VOCONIAS;http://pleiades.stoa.org/places/246174;Aquae Voconiae;41.8382;2.8083;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route4";;XV;;;;
BAETERRAS;http://pleiades.stoa.org/places/246652;Seterrae;41.7465;2.6355;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route4";;XVI;;;;
AD PRAETORIVM;http://pleiades.stoa.org/places/246576;Praetorium?;41.5827;2.3309;;Vicarello Beaker 4;VERIFIED;"item,route4";;XVII;;;;
ABRAGONE;http://pleiades.stoa.org/places/246192;Arrago(na);41.5631;2.1229;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route4";;XX;;;;
AD FINES;http://pleiades.stoa.org/places/246135;(Ad) Fines;41.4736;1.9277;;Vicarello Beaker 4;VERIFIED;"item,route4";;XVII;;;;
ANTESTIANA;http://pleiades.stoa.org/places/246166;Antistiana;41.3106;1.6479;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route4";;XIII;;;;
PALFVRIANA;http://pleiades.stoa.org/places/246551;Palfuriana;41.204;1.5149;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route4";;XVI;;;;
NARBONE;http://pleiades.stoa.org/places/246347;Col. Narbo Martius;43.1847;3.0036;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"summary";;;;;;
TARRACONE;http://pleiades.stoa.org/places/246349;Col. Tarraco;41.1192;1.2581;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"summary,route4";;;;;;
TARRACONE;http://pleiades.stoa.org/places/246349;Col. Tarraco;41.1192;1.2581;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route3";;XXV;;;;
SVB SALTV;http://pleiades.stoa.org/places/246665;Sub Saltu;40.9661;0.8689;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route3";;XXXVII;;;;
DERTOSA;http://pleiades.stoa.org/places/246369;Dertosa/Hibera Iulia Ilercavonia;40.8151;0.5238;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route3";;XXVII;;;;
INTIBILI;http://pleiades.stoa.org/places/246439;Indibilis;40.4187;0.4231;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route3";;XXIIII;;;;
ILDV;http://pleiades.stoa.org/places/265920;Ildum;40.2629;0.0903;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route3";;XXII;;;;
AD NOVA;http://pleiades.stoa.org/places/265778;Ad Novlas;39.9675;-0.1201;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route3";;XXIIII;;;;
SAGVNTO;http://pleiades.stoa.org/places/266021;Saguntum/Arse;39.6762;-0.2759;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route3";;XVI;;;;
VALENTIA;http://pleiades.stoa.org/places/266090;Valentia;39.4702;-0.3768;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route3";;XX;;;;
SVCRONE;http://pleiades.stoa.org/places/266052;Sucro;39.1894;-0.4356;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route3";;XVI;;;;
SAETABI;http://pleiades.stoa.org/places/266018;Saetabis;38.9888;-0.5156;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route3";;XXV;;;;
TVRRE SAETAB;http://pleiades.stoa.org/places/265783;Ad Turres?/Turres Saetab(...)?;38.7735;-0.9305;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route3";;XXV;;;;
AD PALAE;http://pleiades.stoa.org/places/265779;Ad Palem?;38.746;-1.2307;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route3";;XXXII;;;;
SALTIGI;http://pleiades.stoa.org/places/266025;Saltigi;38.9189;-1.729;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route3";;XVI;;;;
PARIETINIS;http://pleiades.stoa.org/places/265999;Parietinae;38.9249;-2.0343;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route3";;XXII;;;;
LIBISOSA;http://pleiades.stoa.org/places/265949;Libisosa;38.9416;-2.3551;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route3";;XXVIIII;;;;
MENTESA;http://pleiades.stoa.org/places/265969;Mentesa;38.6922;-2.6948;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route3";;XX;;;;
MARIANA;http://pleiades.stoa.org/places/265965;Mariana;38.5474;-2.9275;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route3";;XX;;;;
AD DVO SOLARIA;http://pleiades.stoa.org/places/265769;Ad Duo Solaria;38.3422;-3.1035;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route3";;XVIIII;;;;
AD MORVM;http://pleiades.stoa.org/places/265774;Ad Morum;38.1847;-3.3154;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route3";;XVIIII;;;;
AD ARAS;http://pleiades.stoa.org/places/265767;Ad Aras;38.0936;-3.5766;;Vicarello Beaker 4;VERIFIED;"item,route3";;XXIIII;;;;
AD NOVLAS;http://pleiades.stoa.org/places/265777;Ad Novlas;38.005;-3.9195;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route3";;XIII;;;;
VCIENSE;http://pleiades.stoa.org/places/266051;(S)Ucia;38.0613;-4.148;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route3";;XVIII;;;;
EPORA;http://pleiades.stoa.org/places/265893;Epora;38.026;-4.3819;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route3";;XVIII;;;;
AD DECVMVM;http://pleiades.stoa.org/places/255952;Ad Decumum;37.9417;-4.6545;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route3";;X;;;;
TARRACONE;http://pleiades.stoa.org/places/246349;Col. Tarraco;41.1192;1.2581;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"summary,route3";;;;;;
CORDVBA;http://pleiades.stoa.org/places/256128;Corduba/Col. Patricia;37.8847;-4.7792;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"summary";;;;;;
CORDVBA;http://pleiades.stoa.org/places/256128;Corduba/Col. Patricia;37.8847;-4.7792;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route 2";;XXXV;;;;
ASTIGI;http://pleiades.stoa.org/places/255996;Astigi/Col. Augusta Firma;37.5409;-5.08;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route 2";;XV;;;;
OBVCLAE;http://pleiades.stoa.org/places/256332;Obulcula;37.5158;-5.3163;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route 2";;XX;;;;
CARMONE;http://pleiades.stoa.org/places/256058;Carmo;37.4696;-5.6507;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route 2";;XXII;;;;
CORDYBAE;http://pleiades.stoa.org/places/256128;Corduba/Col. Patricia;37.8847;-4.7792;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"summary";;;;;;
HISPALI;http://pleiades.stoa.org/places/256210;Hispalis/Col. Romula;37.3826;-5.9963;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"summary,route 2";;;;;;
HISPALI;http://pleiades.stoa.org/places/256210;Hispalis/Col. Romula;37.3826;-5.9963;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route1";;VIIII;;;;
ORIPPO;http://pleiades.stoa.org/places/256343;Orippo;37.2738;-6.0045;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route1";;XXIIII;;;;
VGIAE;http://pleiades.stoa.org/places/256501;U(r)gia;36.9901;-5.8293;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route1";;XXVII;;;;
HASTA;http://pleiades.stoa.org/places/256193;(H)Asta/Col. Hasta Regia/Ligystine?;36.7865;-6.1815;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"item,route1";;XVI;;;;
AD PORTV;http://pleiades.stoa.org/places/255955;Ad Portum/Gaditanus Portus;36.6271;-6.1613;;Vicarello Beaker 4;VERIFIED;"item,route1";;XXIIII;;;;
ROMA;http://pleiades.stoa.org/places/423025;Roma;41.8926;12.4843;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"summary";;;;;;
GADIBVS;http://pleiades.stoa.org/places/256177;Gadeira/Gades/Col. Augusta Gaditana;36.5284;-6.2944;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"summary,route1";;;;;;
TAVRINOS;http://pleiades.stoa.org/places/383580;Augusta Taurinorum;45.0734;7.6854;SETTLEMENT;Vicarello Beaker 4;VERIFIED;"summary,route5";;;;;;
