FID,the_geom,SRC,STATUS,SYS_ID,YZ_LABEL,YZNM_PY,YZNM_CH,YZNM_FT,AT_TWN_PY,GB10_CNTY,10CNTY_CH,10CNTY_EN,10DIST_CH,10DIST_EN,10PROV_CH,10PROV_EN,CHGIS_ID,long,lat
ming_courier_stations_2014_p8k.41,POINT (108.07798767089844 35.03965759277344),MDYZK,Y,43,XINPING Shaanxi (???),XINPING,???,???,,610427,??,Bin,???,Xianyang,???,Shaanxi,,108.07799,35.03966
ming_courier_stations_2014_p8k.42,POINT (108.1051025390625 34.332054138183594),MDYZK,N,44,TAICHENGYI Shaanxi (???),TAICHENGYI,???,???,,610431,???,Wugong,???,Xianyang,???,Shaanxi,866,108.1051,34.33205
ming_courier_stations_2014_p8k.43,POINT (108.11892700195312 27.037273406982422),MDYZK,Y,45,PIANQIAO Guizhou (???),PIANQIAO,???,???,,522623,???,Shibing,??????????,Qiandongnanmiaozudongzu,???,Guizhou,411,108.11893,27.03727
ming_courier_stations_2014_p8k.44,POINT (108.23560333251953 34.53030014038086),MDYZK,Y,46,WEISHENG Shaanxi (???),WEISHENG,???,???,,610424,??,Qian,???,Xianyang,???,Shaanxi,20145,108.2356,34.5303
ming_courier_stations_2014_p8k.45,POINT (108.41844940185547 27.054264068603516),MDYZK,Y,47,ZHENYUAN Guizhou (???),ZHENYUAN,???,???,,522625,???,Zhenyuan,??????????,Qiandongnanmiaozudongzu,???,Guizhou,413,108.41845,27.05426
ming_courier_stations_2014_p8k.46,POINT (108.48260498046875 34.29872131347656),MDYZK,Y,48,BAIQU Shaanxi (???),BAIQU,???,???,,610481,???,Xingping,???,Xianyang,???,Shaanxi,861,108.4826,34.29872
ming_courier_stations_2014_p8k.47,POINT (108.527099609375 34.42853927612305),PA_1903,L,49,DIANZHANG Shaanxi (??),DIANZHANG,??,??,,610481,???,Xingping,???,Xianyang,???,Shaanxi,,108.5271,34.42854
ming_courier_stations_2014_p8k.48,POINT (108.73037719726562 27.126684188842773),MDYZK,Y,50,QINGLANG Guizhou (???),QINGLANG,???,???,,522625,???,Zhenyuan,??????????,Qiandongnanmiaozudongzu,???,Guizhou,,108.73038,27.12668
ming_courier_stations_2014_p8k.49,POINT (108.91154479980469 27.235931396484375),MDYZK,Y,51,PINGXI Guizhou (???),PINGXI,???,???,,522223,???????,Yupingdongzuzizhi,????,Tongren,???,Guizhou,,108.91154,27.23593
ming_courier_stations_2014_p8k.50,POINT (108.94420623779297 34.266605377197266),MDYZK,Y,52,JINGZHAO Shaanxi (???),JINGZHAO,???,???,Xi'an fu,610103,???,Beilin,???,Xian,???,Shaanxi,1667,108.94421,34.26661
ming_courier_stations_2014_p8k.51,POINT (109.1985092163086 27.381704330444336),MDYZK,Y,53,HUANGZHOU Hunan (???),HUANGZHOU,???,???,,431227,???????,Xinhuangdongzuzizhixian,???,Huaihua,???,Hunan,,109.19851,27.3817
ming_courier_stations_2014_p8k.52,POINT (109.23829650878906 34.43141174316406),MDYZK,Y,54,XINFENG Shaanxi (???),XINFENG,???,???,,610115,???,Lintong,???,Xian,???,Shaanxi,,109.2383,34.43141
ming_courier_stations_2014_p8k.53,POINT (109.50123596191406 34.50299835205078),MDYZK,Y,55,FENGYUAN Shaanxi (???),FENGYUAN,???,???,,610502,???,Linwei,???,Weinan,???,Shaanxi,871,109.50124,34.503
ming_courier_stations_2014_p8k.54,POINT (110.07839965820312 34.53443145751953),MDYZK,Y,56,HUASHAN Shaanxi (???),HUASHAN,???,???,,610582,???,Huayin,???,Weinan,???,Shaanxi,,110.0784,34.53443
ming_courier_stations_2014_p8k.55,POINT (110.08936309814453 34.56830978393555),MDYZK,Y,57,TONGJIN Shaanxi (???),TONGJIN,???,???,,610582,???,Huayin,???,Weinan,???,Shaanxi,888,110.08936,34.56831
ming_courier_stations_2014_p8k.56,POINT (110.15422058105469 28.280029296875),MDYZK,Y,58,CHUANXIYI Hunan (???),CHUANXIYI,???,???,LUXI,433122,???,Luxi,??????????,Xiangxitujiazumiaozu,???,Hunan,,110.15422,28.28003
ming_courier_stations_2014_p8k.57,POINT (110.18264770507812 28.018482208251953),MDYZK,Y,59,CHENYANGSHUIYI Hunan (????),CHENYANGSHUIYI,????,????,SHANTANG,431223,???,Chenxi,???,Huaihua,???,Hunan,632,110.18265,28.01848
ming_courier_stations_2014_p8k.58,POINT (110.27365112304688 34.59880828857422),MDYZK,Y,60,TONGGUAN Shaanxi (???),TONGGUAN,???,???,,610522,???,Tongguan,???,Weinan,???,Shaanxi,,110.27365,34.59881
ming_courier_stations_2014_p8k.59,POINT (110.28626251220703 25.280059814453125),MDYZK,Y,61,DONGJIANG Guangxi (???),DONGJIANG,???,???,Guilin fu,450305,???,Qixing,???,Guilin,???????,Guangxi,290,110.28626,25.28006
ming_courier_stations_2014_p8k.60,POINT (110.3836898803711 25.46320343017578),MDYZK,Y,62,DALONG Guangxi (???),DALONG,???,???,,450323,???,Lingchuan,???,Guilin,???????,Guangxi,292,110.38369,25.4632
ming_courier_stations_2014_p8k.61,POINT (110.39696502685547 28.45819091796875),MDYZK,Y,63,YIRONGYI Hunan (???),YIRONGYI,???,???,CHENZHOUFU,431222,???,Yuanling,???,Huaihua,???,Hunan,9620,110.39697,28.45819
ming_courier_stations_2014_p8k.62,POINT (110.59600100000002 35.05600000000001),MDYZK,Y,64,FANQIAOYI Shanxi (???),FANQIAOYI,???,???,,140821,???,Linyi,???,Yuncheng,???,Shanxi,20886,110.596,35.056
ming_courier_stations_2014_p8k.63,POINT (110.6658706665039 25.61313247680664),MDYZK,N,65,BAIYUNYI Guangxi (???),BAIYUNYI,???,???,,450325,???,Xingan,???,Guilin,???????,Guangxi,740,110.66587,25.61313
ming_courier_stations_2014_p8k.64,POINT (110.95201194487291 35.066373239776205),MDYZK,Y,66,HONGZHI Shanxi (???),HONGZHI,???,???,,140802,???,Yanhu,???,Yuncheng,???,Shanxi,1085,110.95201,35.06637
ming_courier_stations_2014_p8k.65,POINT (111.06500244140625 25.931814193725586),MDYZK,Y,67,CHENGNAN Guangxi (???),CHENGNAN,???,???,,450324,???,Quanzhou,???,Guilin,???????,Guangxi,294,111.065,25.93181
ming_courier_stations_2014_p8k.66,POINT (111.21720886230469 35.357723236083984),MDYZK,N,68,SUCHUANYI Shanxi (???),SUCHUANYI,???,???,,140823,???,Wenxi,???,Yuncheng,???,Shanxi,1086,111.21721,35.35772
ming_courier_stations_2014_p8k.67,POINT (111.44947800000004 35.79209500000009),MDYZK,Y,69,MENGCHENGYI Shanxi (???),MENGCHENGYI,???,???,,141021,???,Quwo,???,Linfen,???,Shanxi,148126,111.44948,35.7921
ming_courier_stations_2014_p8k.68,POINT (111.47776794433594 28.90159797668457),MDYZK,Y,70,TAOYUAN Hunan (???),TAOYUAN,???,???,,430725,???,Taoyuan,???,Changde,???,Hunan,,111.47777,28.9016
ming_courier_stations_2014_p8k.69,POINT (111.51543426513672 36.07803726196289),MDYZK,Y,71,JIANXIONG Shanxi (???),JIANXIONG,???,???,,141002,???,Yaodu,???,Linfen,???,Shanxi,1059,111.51543,36.07804
ming_courier_stations_2014_p8k.70,POINT (111.61256408691406 26.210338592529297),PA_1903,N,72,LINGLING Hunan (??),LINGLING,??,??,,431102,???,Zhishan,???,Yongzhou,???,Hunan,664,111.61256,26.21034
ming_courier_stations_2014_p8k.71,POINT (111.68291473388672 36.2593994140625),MDYZK,N,73,PUJIANYI Shanxi (???),PUJIANYI,???,???,,141024,???,Hongdong,???,Linfen,???,Shanxi,1062,111.68291,36.2594
ming_courier_stations_2014_p8k.72,POINT (111.69129943847656 29.034807205200195),MDYZK,Y,74,DALONG Hunan (???),DALONG,???,???,,430702,???,Wuling,???,Changde,???,Hunan,624,111.6913,29.03481
ming_courier_stations_2014_p8k.73,POINT (111.72808074951172 36.56382369995117),MDYZK,Y,75,HUOSHAN Shanxi (???),HUOSHAN,???,???,,141082,???,Huozhou,???,Linfen,???,Shanxi,20178,111.72808,36.56382
ming_courier_stations_2014_p8k.74,POINT (111.75698852539062 29.640151977539062),MDYZK,Y,76,LANJIANGYI Hunan (???),LANJIANGYI,???,???,LIZHOU,430723,??,Li,???,Changde,???,Hunan,9615,111.75699,29.64015
ming_courier_stations_2014_p8k.75,POINT (111.77621459960938 36.8421516418457),MDYZK,Y,77,RUISHI Shanxi (???),RUISHI,???,???,,140729,???,Lingshi,???,Jinzhong,???,Shanxi,1065,111.77621,36.84215
ming_courier_stations_2014_p8k.76,POINT (111.91216300000002 37.02647400000001),MDYZK,Y,78,YITANG Shanxi (???),YITANG,???,???,JIEXIU,140781,???,Jiexiu,???,Jinzhong,???,Shanxi,1107,111.91216,37.02647
ming_courier_stations_2014_p8k.77,POINT (111.85589599609375 26.591691970825195),MDYZK,N,79,SANWUYI Hunan (???),SANWUYI,???,???,,431121,???,Qiyang,???,Yongzhou,???,Hunan,729,111.8559,26.59169
ming_courier_stations_2014_p8k.78,POINT (112.0781021118164 29.914501190185547),MDYZK,Y,80,CHANLING Hubei (???),CHANLING,???,???,,421022,???,Gongan,???,Jingzhou,???,Hubei,612,112.0781,29.9145
ming_courier_stations_2014_p8k.79,POINT (112.155862 32.02028300000001),MDYZK,N,81,HANJIANGYI Hubei (???),HANJIANGYI,???,???,,420602,???,Xiangcheng,???,Xiangfan,???,Hubei,9604,112.15586,32.02028
ming_courier_stations_2014_p8k.80,POINT (112.1907730102539 30.350444793701172),MDYZK,Y,82,JINGNAN Hubei (???),JINGNAN,???,???,,421003,???,Jingzhou,???,Jingzhou,???,Hubei,592,112.19077,30.35044
ming_courier_stations_2014_p8k.81,POINT (112.19841766357422 31.028728485107422),MDYZK,Y,83,JINGSHANYI Hubei (???),JINGSHANYI,???,???,JINGMENZHOU,420804,???,Duodao,???,Jingmen,???,Hubei,9605,112.19842,31.02873
ming_courier_stations_2014_p8k.82,POINT (112.216796875 37.28424835205078),MDYZK,Y,84,HONGSHANYI Shanxi (???),HONGSHANYI,???,???,,140728,???,Pingyao,???,Jinzhong,???,Shanxi,,112.2168,37.28425
ming_courier_stations_2014_p8k.83,POINT (112.2601318359375 31.71070098876953),MDYZK,Y,85,YANCHENG Hubei (???),YANCHENG,???,???,,420684,???,Yicheng,???,Xiangfan,???,Hubei,574,112.26013,31.7107
ming_courier_stations_2014_p8k.84,POINT (112.31529998779297 37.353816986083984),MDYZK,Y,86,QIXIAN Shanxi (??),QIXIAN,??,??,,140727,??,Qixian,???,Jinzhong,???,Shanxi,1118,112.3153,37.35382
ming_courier_stations_2014_p8k.85,POINT (112.35842895507812 32.524871826171875),MDYZK,Y,87,TUANYANG Henan (???),TUANYANG,???,???,,411329,???,Xinye,???,Nanyang,???,Henan,545,112.35843,32.52487
ming_courier_stations_2014_p8k.86,POINT (112.50899505615234 37.55718231201172),MDYZK,Y,88,XUGOU Shanxi (??),XUGOU,??,??,,140121,???,Qingxu,???,Taiyuan,???,Shanxi,1116,112.509,37.55718
ming_courier_stations_2014_p8k.87,POINT (112.478928 37.72758900000002),MDYZK,Y,89,LINFENYI Shanxi (???),LINFENYI,???,???,TAIYUAN,140110,???,Jinyuan,???,Taiyuan,???,Shanxi,1047,112.47893,37.72759
ming_courier_stations_2014_p8k.88,POINT (112.59703826904297 26.9016170501709),MDYZK,N,90,LINCHENGYI Hunan (???),LINCHENGYI,???,???,HENGZHOU,430408,???,Zhengxiang,???,Hengyang,???,Hunan,667,112.59704,26.90162
ming_courier_stations_2014_p8k.89,POINT (112.69779968261719 37.767860412597656),MDYZK,Y,91,MINGQIAN Shanxi (???),MINGQIAN,???,???,,140702,???,Yuci,???,Jinzhong,???,Shanxi,,112.6978,37.76786
ming_courier_stations_2014_p8k.90,POINT (112.71179962158203 33.16429138183594),MDYZK,Y,92,BOWANG Henan (???),BOWANG,???,???,,411322,???,Fangcheng,???,Nanyang,???,Henan,,112.7118,33.16429
ming_courier_stations_2014_p8k.91,POINT (112.71209716796875 38.726600646972656),MDYZK,Y,93,YUANPING Shanxi (???),YUANPING,???,???,,140981,???,Yuanping,???,Xinzhou,???,Shanxi,,112.7121,38.7266
ming_courier_stations_2014_p8k.92,POINT (112.8524169921875 27.24564552307129),MDYZK,Y,94,HUANGBAO Hunan (???),HUANGBAO,???,???,,430423,???,Hengshan,???,Hengyang,???,Hunan,652,112.85242,27.24565
ming_courier_stations_2014_p8k.93,POINT (112.88029479980469 28.676210403442383),MDYZK,N,95,SHENGZHUYI Hunan (???),SHENGZHUYI,???,???,,430624,???,Xiangyin,???,Yueyang,???,Hunan,638,112.88029,28.67621
ming_courier_stations_2014_p8k.94,POINT (112.88607025146484 23.165868759155273),MDYZK,Y,96,XI'NAN Guangdong (???),XI'NAN,???,???,,440607,???,Sanshui,???,Foshan,???,Guangdong,1637,112.88607,23.16587
ming_courier_stations_2014_p8k.95,POINT (112.91126251220703 27.872697830200195),MDYZK,Y,97,XIANGTANYI Hunan (???),XIANGTANYI,???,???,NAN'AN,430302,???,Yuhu,???,Xiangtan,???,Hunan,717,112.91126,27.8727
ming_courier_stations_2014_p8k.96,POINT (112.94904327392578 39.06039047241211),MDYZK,Y,98,YANMEN Shanxi (???),YANMEN,???,???,,140923,??,Daixian,???,Xinzhou,???,Shanxi,20169,112.94904,39.06039
ming_courier_stations_2014_p8k.97,POINT (112.97813415527344 28.198198318481445),MDYZK,N,99,LINXIANGYI Hunan (???),LINXIANGYI,???,???,Changsha,430102,???,Furong,???,Changsha,???,Hunan,636,112.97813,28.1982
ming_courier_stations_2014_p8k.98,POINT (112.99250793457031 33.26007843017578),MDYZK,Y,100,ZHEYANG Henan (???),ZHEYANG,???,???,,411322,???,Fangcheng,???,Nanyang,???,Henan,523,112.99251,33.26008
ming_courier_stations_2014_p8k.99,POINT (113.02213287353516 23.720727920532227),MDYZK,Y,101,ANYUAN Guangdong (???),ANYUAN,???,???,,441802,???,Qingcheng,???,Qingyuan,???,Guangdong,228,113.02213,23.72073
ming_courier_stations_2014_p8k.100,POINT (113.09765625 29.371259689331055),MDYZK,Y,102,YUEYANG Hunan (???),YUEYANG,???,???,,430602,????,Yueyanglou,???,Yueyang,???,Hunan,628,113.09766,29.37126
ming_courier_stations_2014_p8k.101,POINT (113.16870880126953 37.886783599853516),MDYZK,Y,103,TAI'AN Shanxi (???),TAI'AN,???,???,,140725,???,Shouyang,???,Jinzhong,???,Shanxi,1055,113.16871,37.88678
ming_courier_stations_2014_p8k.102,POINT (113.25606536865234 23.134624481201172),MDYZK,Y,104,WUYANG Guangdong (???),WUYANG,???,???,Guangzhou,440104,???,Yuexiu,???,Guangzhou,???,Guangdong,,113.25607,23.13462
ming_courier_stations_2014_p8k.103,POINT (113.27200317382812 39.189998626708984),MDYZK,Y,105,FANZHI Shanxi (??),FANZHI,??,??,,140924,???,Fanzhi,???,Xinzhou,???,Shanxi,1093,113.272,39.19
ming_courier_stations_2014_p8k.104,POINT (113.2928695678711 29.588138580322266),MDYZK,Y,106,LINXIANG Hunan (??),LINXIANG,??,??,,430603,???,Yunxi,???,Yueyang,???,Hunan,627,113.29287,29.58814
ming_courier_stations_2014_p8k.105,POINT (113.34552764892578 33.6233024597168),MDYZK,Y,107,ZHISHUI Henan (???),ZHISHUI,???,???,,410422,??,Yexian,????,Pingdingshan,???,Henan,532,113.34553,33.6233
ming_courier_stations_2014_p8k.106,POINT (113.52823588702904 34.9844101586616),MDYZK,Y,108,GUANGWU Henan (???),GUANGWU,???,???,,410823,???,Wuzhi,???,Jiaozuo,???,Henan,499,113.52824,34.98441
ming_courier_stations_2014_p8k.107,POINT (113.4020767211914 24.172937393188477),MDYZK,Y,109,YINGDE Guangdong (??),YINGDE,??,??,,441881,???,Yingde,???,Qingyuan,???,Guangdong,208,113.40208,24.17294
ming_courier_stations_2014_p8k.108,POINT (113.27430000000004 37.86960200000005),MDYZK,Y,110,QINQUANYI Shanxi (???),QINQUANYI,???,???,,140725,???,Shouyang,???,Jinzhong,???,Shanxi,147175,113.2743,37.8696
ming_courier_stations_2014_p8k.109,POINT (113.46705627441406 34.16249084472656),MDYZK,Y,111,QINGYING Henan (???),QINGYING,???,???,,411081,???,Yuzhou,???,Xuchang,???,Henan,491,113.46706,34.16249
ming_courier_stations_2014_p8k.110,POINT (113.47236633300781 33.85369110107422),MDYZK,Y,112,XINCHENG Henan (???),XINCHENG,???,???,,411025,???,Xiangcheng,???,Xuchang,???,Henan,528,113.47237,33.85369
ming_courier_stations_2014_p8k.111,POINT (113.6034164428711 24.810209274291992),MDYZK,Y,113,FURONG Guangdong (???),FURONG,???,???,,440204,???,Zhenjiang,???,Shaoguan,???,Guangdong,,113.60342,24.81021
ming_courier_stations_2014_p8k.112,POINT (113.62226867675781 37.80203628540039),MDYZK,N,114,PINGTANYI Shanxi (???),PINGTANYI,???,???,,140321,???,Pingding,???,Yangquan,???,Shanxi,20174,113.62227,37.80204
ming_courier_stations_2014_p8k.113,POINT (113.64131164550781 34.75807571411133),MDYZK,N,115,GUANCHENGYI Henan (???),GUANCHENGYI,???,???,,410103,???,Erqiqu,???,Zhengzhou,???,Henan,559,113.64131,34.75808
ming_courier_stations_2014_p8k.114,POINT (113.68689727783203 31.252609252929688),MDYZK,N,116,DE'ANFU Hubei (???),DE'ANFU,???,???,,420982,???,Anlu,???,Xiaogan,???,Hubei,,113.6869,31.25261
ming_courier_stations_2014_p8k.115,POINT (113.80500030517581 37.81944274902346),MDYZK,Y,117,BAIJING Shanxi (???),BAIJING,???,???,,140321,???,Pingding,???,Yangquan,???,Shanxi,20770,113.805,37.81944
ming_courier_stations_2014_p8k.116,POINT (113.71908569335938 34.39732360839844),MDYZK,Y,118,GUODIAN Henan (???),GUODIAN,???,???,,410184,???,Xinzheng,???,Zhengzhou,???,Henan,501,113.71909,34.39732
ming_courier_stations_2014_p8k.117,POINT (113.7332992553711 31.020029067993164),MDYZK,Y,119,YUNMENG Hubei (??),YUNMENG,??,??,,420923,???,Yunmeng,???,Xiaogan,???,Hubei,,113.7333,31.02003
ming_courier_stations_2014_p8k.118,POINT (113.86824798583984 35.309940338134766),MDYZK,Y,120,XINZHONG Henan (???),XINZHONG,???,???,,410703,???,Xinhuaqu,???,Xinxiang,???,Henan,469,113.86825,35.30994
ming_courier_stations_2014_p8k.119,POINT (113.8746109008789 29.70835304260254),MDYZK,N,121,FENGSHANYI Hubei (???),FENGSHANYI,???,???,,421281,???,Chibi,???,Xianning,???,Hubei,683,113.87461,29.70835
ming_courier_stations_2014_p8k.120,POINT (113.91641200000002 39.43093900000009),MDYZK,Y,122,WANGJIAZHUANG Shanxi (????),WANGJIAZHUANG,????,????,WANGZHUANGBAO,140225,???,Hunyuan,???,Datong,???,Shanxi,146373,113.91641,39.43094
ming_courier_stations_2014_p8k.121,POINT (113.96063995361328 33.8086051940918),MDYZK,Y,123,LINYING Henan (???),LINYING,???,???,,411122,???,Linying,???,Luohe,???,Henan,,113.96064,33.80861
ming_courier_stations_2014_p8k.122,POINT (113.9656982421875 33.582210540771484),MDYZK,Y,124,YANCHENG Henan (???),YANCHENG,???,???,,411102,???,Yuanhuiqu,???,Luohe,???,Henan,,113.9657,33.58221
ming_courier_stations_2014_p8k.123,POINT (114.01553344726562 33.38905715942383),MDYZK,Y,125,XIPING Henan (???),XIPING,???,???,,411721,???,Xiping,????,Zhumadian,???,Henan,,114.01553,33.38906
ming_courier_stations_2014_p8k.124,POINT (114.01778411865234 38.006160736083984),MDYZK,Y,126,XINGSHAN Hebei (???),XINGSHAN,???,???,,130121,???,Jingxing,????,Shijiazhuang,???,Hebei,133,114.01778,38.00616
ming_courier_stations_2014_p8k.125,POINT (114.07026672363281 35.41038513183594),MDYZK,N,127,WEIYUANYI Henan (???),WEIYUANYI,???,???,JIXIAN,410781,???,Weihui,???,Xinxiang,???,Henan,9593,114.07027,35.41039
ming_courier_stations_2014_p8k.126,POINT (114.19436645507812 35.606449127197266),MDYZK,Y,128,QIMEN Henan (???),QIMEN,???,???,,410622,??,Qixian,???,Hebi,???,Henan,474,114.19437,35.60645
ming_courier_stations_2014_p8k.127,POINT (114.19468688964844 35.14276123046875),MDYZK,N,129,LITINGYI Henan (???),LITINGYI,???,???,,410726,???,Yanjin,???,Xinxiang,???,Henan,537,114.19469,35.14276
ming_courier_stations_2014_p8k.128,POINT (114.22921752929688 39.437744140625),MDYZK,Y,130,TAIBAI Shanxi (???),TAIBAI,???,???,,140224,???,Lingqiu,???,Datong,???,Shanxi,1029,114.22922,39.43774
ming_courier_stations_2014_p8k.129,POINT (114.26192474365234 30.544374465942383),MDYZK,Y,131,HANYANGFU Hubei (???),HANYANGFU,???,???,,420105,???,Hanyang,???,Wuhan,???,Hubei,9611,114.26192,30.54437
ming_courier_stations_2014_p8k.130,POINT (114.2716220000001 29.892479000000094),MDYZK,Y,132,XIANNING Hubei (???),XIANNING,???,???,,421202,???,Xianan,???,Xianning,???,Hubei,,114.27162,29.89248
ming_courier_stations_2014_p8k.131,POINT (114.30208587646484 25.11884307861328),MDYZK,Y,133,LINGJIANG Guangdong (???),LINGJIANG,???,???,,440282,???,Nanxiong,???,Shaoguan,???,Guangdong,20030,114.30209,25.11884
ming_courier_stations_2014_p8k.132,POINT (114.30772399902344 38.08311080932617),MDYZK,Y,134,ZHENNING Hebei (???),ZHENNING,???,???,,130185,???,Luquan,????,Shijiazhuang,???,Hebei,141,114.30772,38.08311
ming_courier_stations_2014_p8k.133,POINT (114.3191909790039 30.541385650634766),MDYZK,N,135,WUCHANGFU Hubei (???),WUCHANGFU,???,???,Wuchang f,420106,???,Wuchang,???,Wuhan,???,Hubei,599,114.31919,30.54139
ming_courier_stations_2014_p8k.134,POINT (114.34333038330078 34.78547668457031),MDYZK,N,136,DALIANGYI Henan (???),DALIANGYI,???,???,DALIANG,410205,????,Nanguanqu,???,Kaifeng,???,Henan,9597,114.34333,34.78548
ming_courier_stations_2014_p8k.135,POINT (114.34549713134766 36.09834289550781),MDYZK,Y,137,YECHENG Henan (???),YECHENG,???,???,,410502,???,Wenfengqu,???,Anyang,???,Henan,460,114.3455,36.09834
ming_courier_stations_2014_p8k.136,POINT (114.35057067871094 25.399953842163086),MDYZK,N,138,HENGPUYI Jiangxi (???),HENGPUYI,???,???,,360723,???,Dayu,???,Ganzhou,???,Jiangxi,773,114.35057,25.39995
ming_courier_stations_2014_p8k.137,POINT (114.35269165039062 35.92551803588867),MDYZK,Y,139,YIGOU Henan (??),YIGOU,??,??,,410523,???,Tangyin,???,Anyang,???,Henan,,114.35269,35.92552
ming_courier_stations_2014_p8k.138,POINT (114.3742446899414 36.35904312133789),PA_1903,P,140,CIZHOU Hebei (??),CIZHOU,??,??,,130427,??,Cixian,???,Handan,???,Hebei,59,114.37424,36.35904
ming_courier_stations_2014_p8k.139,POINT (114.47203826904297 36.593475341796875),MDYZK,Y,141,CONGTAI Hebei (???),CONGTAI,???,???,,130402,???,Hanshan,???,Handan,???,Hebei,63,114.47204,36.59348
ming_courier_stations_2014_p8k.140,POINT (114.4942626953125 37.06635665893555),MDYZK,Y,142,LONGGANG Hebei (???),LONGGANG,???,???,,130502,???,Qiaodong,???,Xingtai,???,Hebei,90,114.49426,37.06636
ming_courier_stations_2014_p8k.141,POINT (114.5118637084961 37.29500198364258),MDYZK,N,143,ZHONGQIUYI Hebei (???),ZHONGQIUYI,???,???,,130523,???,Neiqiu,???,Xingtai,???,Hebei,92,114.51186,37.295
ming_courier_stations_2014_p8k.142,POINT (114.56364440917969 38.14011001586914),MDYZK,L,144,HENGSHANYI Hebei (???),HENGSHANYI,???,???,,130123,???,Zhengding,????,Shijiazhuang,???,Hebei,9516,114.56364,38.14011
ming_courier_stations_2014_p8k.143,POINT (114.65269470214844 37.885780334472656),MDYZK,N,145,GUANCHENG Hebei (???),GUANCHENG,???,???,,130124,???,Luancheng,????,Shijiazhuang,???,Hebei,129,114.65269,37.88578
ming_courier_stations_2014_p8k.144,POINT (114.68058013916016 37.49468994140625),MDYZK,Y,146,HUAISHUI Hebei (???),HUAISHUI,???,???,,130524,???,Baixiang,???,Xingtai,???,Hebei,14,114.68058,37.49469
ming_courier_stations_2014_p8k.145,POINT (114.68877410888672 39.3540153503418),PA_1903,N,147,GUANGCHANG Hebei (??),GUANGCHANG,??,??,XIANGSHAN,130630,???,Laiyuan,???,Baoding,???,Hebei,14,114.68877,39.35402
ming_courier_stations_2014_p8k.146,POINT (114.74516296386719 25.658571243286133),MDYZK,Y,148,NANYE Jiangxi (???),NANYE,???,???,,360782,???,Nankang,???,Ganzhou,???,Jiangxi,771,114.74516,25.65857
ming_courier_stations_2014_p8k.147,POINT (114.77217864990234 37.752925872802734),MDYZK,N,149,ZHAOZHOU Hebei (???),ZHAOZHOU,???,???,,130133,??,Zhaoxian,????,Shijiazhuang,???,Hebei,9504,114.77218,37.75293
ming_courier_stations_2014_p8k.148,POINT (114.77967834472656 26.461769104003906),MDYZK,Y,150,WUYUN Jiangxi (???),WUYUN,???,???,,360828,???,Wanan,???,Jian,???,Jiangxi,765,114.77968,26.46177
ming_courier_stations_2014_p8k.149,POINT (114.78760528564453 38.395042419433594),MDYZK,N,151,XILE Hebei (???),XILE,???,???,,130184,???,Xinle,????,Shijiazhuang,???,Hebei,135,114.78761,38.39504
ming_courier_stations_2014_p8k.150,POINT (114.83418273925781 38.036712646484375),MDYZK,Y,152,FUCHENG Hebei (???),FUCHENG,???,???,,130182,???,Gaocheng,????,Shijiazhuang,???,Hebei,138,114.83418,38.03671
ming_courier_stations_2014_p8k.151,POINT (114.8948745727539 26.792102813720703),MDYZK,N,153,BAIXIAYI Jiangxi (???),BAIXIAYI,???,???,TAIHE,360826,???,Taihe,???,Jian,???,Jiangxi,766,114.89487,26.7921
ming_courier_stations_2014_p8k.152,POINT (114.93247985839844 25.847000122070312),MDYZK,Y,154,SHUIXIYI Jiangxi (???),SHUIXIYI,???,???,GANZHOU,360702,???,Zhanggong,???,Ganzhou,???,Jiangxi,775,114.93248,25.847
ming_courier_stations_2014_p8k.153,POINT (114.97127532958984 27.103239059448242),MDYZK,Y,155,LUOCHUAN Jiangxi (???),LUOCHUAN,???,???,,360802,???,Jizhou,???,Jian,???,Jiangxi,751,114.97128,27.10324
ming_courier_stations_2014_p8k.154,POINT (114.97504425048828 38.52006149291992),MDYZK,Y,156,YONGDING Hebei (???),YONGDING,???,???,,130682,???,Dingzhou,???,Baoding,???,Hebei,20000,114.97504,38.52006
ming_courier_stations_2014_p8k.155,POINT (115.13224792480469 27.214366912841797),MDYZK,Y,157,JISHUIYI Jiangxi (??),JISHUIYI,??,??,,360822,???,Jishui,???,Jian,???,Jiangxi,755,115.13225,27.21437
ming_courier_stations_2014_p8k.156,POINT (115.1334228515625 38.705265045166016),MDYZK,Y,158,DICHENG Hebei (???),DICHENG,???,???,,130631,???,Wangdu,???,Baoding,???,Hebei,32,115.13342,38.70527
ming_courier_stations_2014_p8k.157,POINT (115.14727783203125 27.55368995666504),MDYZK,Y,159,YUXIA Jiangxi (???),YUXIA,???,???,,360823,???,Xiajiang,???,Jian,???,Jiangxi,756,115.14728,27.55369
