# title: Ming Dynasty Courier Routes and Postal Stations
# places: places_courier.csv
# timespan: [1368,,,1644,Late Ming Dynasty]
# pub_date: 2014
# segmentType: hroute
# contributors: [Lex Berman (CGA, Harvard Univ); Zhang Wei (Nankai University, Tianjin)]
# description: The Late Ming Dynasty Courier Stations and Routes were compiled primarily from the "Mingdai Yizhankao" by YANG Zhengtai, supplemented for some areas with information derived from the 1908 Postal Atlas. The Courier Stations and Routes were developed for use in an online network analyst application, which calculates the shortest route between selected postal stations on the fly:    http://maps.cga.harvard.edu/chinapostoffice/
# uri: https://github.com/kgeographer/topotime/tree/master/data/source/courier/README_Ming_Courier_Routes_Stations_2014.txt
collection;route_id;segment_id;source;target;label;geometry;timespan;duration;follows;maj_minor;src
courier;4000;4000-812;12;807;YANSHOUYI Gansu (延寿驿) - XIGONGYI Gansu (西巩驿);{"type":"MultiLineString","coordinates":[[[104.846504,35.6580090000001],[104.620307922363,35.5750923156739]]]};;;;2;
courier;4000;4000-813;16;806;BAONINGYI Gansu (保宁驿) - QINGJIAYI Gansu (青家驿);{"type":"MultiLineString","coordinates":[[[105.434918,35.7024800000002],[105.056137084961,35.6941986083985]]]};;;;2;
courier;4000;4000-814;792;808;TONG’ANYI Gansu (通安驿) - TONG'ANYI Gansu (通安驿);{"type":"MultiLineString","coordinates":[[[104.635605,35.007137],[104.677536,35.3001670000001]]]};;;;2;
courier;4000;4000-815;12;808;YANSHOUYI Gansu (延寿驿) - TONG'ANYI Gansu (通安驿);{"type":"MultiLineString","coordinates":[[[104.677536,35.3001670000001],[104.620307922363,35.5750923156739]]]};;;;2;
courier;4000;4000-816;794;809;SONGLINYI Shaanxi (松林驿) - MADAOYI Shaanxi (马道驿);{"type":"MultiLineString","coordinates":[[[106.533332824707,33.9166679382325],[106.927345,33.619236]]]};;;;1;
courier;4000;4000-817;30;810;MIANXIAN Shaanxi (勉县) - SHUNZHENGYI Shaanxi (顺政驿);{"type":"MultiLineString","coordinates":[[[106.774803161621,33.1379013061523],[106.621712,33.151005]]]};;;;1;
courier;4000;4000-818;810;811;SHUNZHENGYI Shaanxi (顺政驿) - JINNIUYI Shaanxi (金牛驿);{"type":"MultiLineString","coordinates":[[[106.621712,33.151005],[106.38165,33.074981]]]};;;;1;
courier;4000;4000-819;812;813;YANGPINGYI Shaanxi (阳平驿) - HUANGBAYI Shaanxi (黄坝驿);{"type":"MultiLineString","coordinates":[[[106.291878,33.0430640000001],[106.254318237305,32.8196296691894]]]};;;;1;
courier;4000;4000-820;813;814;HUANGBAYI Shaanxi (黄坝驿) - SHENXUANYI Sichuan (神宣驿);{"type":"MultiLineString","coordinates":[[[106.254318237305,32.8196296691894],[106.001183,32.6630900000001]]]};;;;1;
courier;4000;4000-821;814;815;SHENXUANYI Sichuan (神宣驿) - CHAOTIANYI Sichuan (朝天驿);{"type":"MultiLineString","coordinates":[[[106.001183,32.6630900000001],[105.89238,32.6290050000001]]]};;;;1;
courier;4000;4000-822;815;816;CHAOTIANYI Sichuan (朝天驿) - SHAHEYI Sichuan (沙河驿);{"type":"MultiLineString","coordinates":[[[105.89238,32.6290050000001],[105.852608,32.5485270000001]]]};;;;1;
courier;4000;4000-823;485;817;CANGXI Sichuan (苍溪驿) - BAILINYI Sichuan (柏林驿);{"type":"MultiLineString","coordinates":[[[105.933037,31.7431050000001],[105.878792,32.0931000000002]]]};;;;1;1903 atlas
courier;4000;4000-824;817;818;BAILINYI Sichuan (柏林驿) - LONGTANYI Sichuan (龙潭驿);{"type":"MultiLineString","coordinates":[[[105.878792,32.0931000000002],[105.85006648168,32.3184427683531]]]};;;;1;1903 atlas
courier;4000;4000-825;486;819;JINPINGYI Sichuan (锦屏驿) - LIUBIANYI Sichuan (柳边驿);{"type":"MultiLineString","coordinates":[[[105.967033,31.5831600000001],[105.719035,31.3733180000002]]]};;;;1;
courier;4000;4000-826;819;820;LIUBIANYI Sichuan (柳边驿) - FUCUNYI Sichuan (富村驿);{"type":"MultiLineString","coordinates":[[[105.719035,31.3733180000002],[105.542371530515,31.3145935933239]]]};;;;1;
courier;4000;4000-827;820;821;FUCUNYI Sichuan (富村驿) - YUNXIYI Sichuan (云谿驿);{"type":"MultiLineString","coordinates":[[[105.542371530515,31.3145935933239],[105.376114,31.2293050000001]]]};;;;1;
courier;4000;4000-828;821;822;YUNXIYI Sichuan (云谿驿) - QIULINYI Sichuan (秋林驿);{"type":"MultiLineString","coordinates":[[[105.376114,31.2293050000001],[105.243111,31.1460270000001]]]};;;;1;
courier;4000;4000-829;480;822;HUANGHUAYI Sichuan (皇华驿) - QIULINYI Sichuan (秋林驿);{"type":"MultiLineString","coordinates":[[[105.243111,31.1460270000001],[105.08757,31.09462]]]};;;;1;
courier;4000;4000-830;475;823;JIANGYOU Sichuan (江油) - XIPINGYI Sichuan (西平驿);{"type":"MultiLineString","coordinates":[[[104.776527,31.8828120000001],[104.778015,32.0407490000001]]]};;;;2;
courier;4000;4000-831;823;824;XIPINGYI Sichuan (西平驿) - XIAOXIYI Sichuan (小谿驿);{"type":"MultiLineString","coordinates":[[[104.778015,32.0407490000001],[104.772395047513,32.280071481652]]]};;;;2;
courier;4000;4000-832;824;825;XIAOXIYI Sichuan (小谿驿) - GUCHENGYI Sichuan (古城驿);{"type":"MultiLineString","coordinates":[[[104.772395047513,32.280071481652],[104.633758,32.3855170000002]]]};;;;2;
courier;4000;4000-833;825;826;GUCHENGYI Sichuan (古城驿) - WUPINGYI Sichuan (武平驿);{"type":"MultiLineString","coordinates":[[[104.633758,32.3855170000002],[104.599772934824,32.4168860418965]]]};;;;2;
courier;4000;4000-834;479;826;HANZIYI Sichuan (汉子驿) - WUPINGYI Sichuan (武平驿);{"type":"MultiLineString","coordinates":[[[104.599772934824,32.4168860418965],[104.529724,32.4131550000001]]]};;;;2;
courier;4000;4000-835;479;827;HANZIYI Sichuan (汉子驿) - SHUIJINYI Sichuan (水进驿);{"type":"MultiLineString","coordinates":[[[104.529724,32.4131550000001],[104.220581,32.4986420000002]]]};;;;2;
courier;4000;4000-836;827;828;SHUIJINYI Sichuan (水进驿) - XIAOHEYI Sichuan (小河驿);{"type":"MultiLineString","coordinates":[[[104.220581,32.4986420000002],[104.153396613158,32.596973991466]]]};;;;2;
courier;4000;4000-837;828;829;XIAOHEYI Sichuan (小河驿) - SANSHEYI Sichuan (三舍驿);{"type":"MultiLineString","coordinates":[[[104.153396613158,32.596973991466],[103.899717160597,32.7900522414707]]]};;;;2;
courier;4000;4000-838;478;829;GUSONGYI Sichuan (古松驿) - SANSHEYI Sichuan (三舍驿);{"type":"MultiLineString","coordinates":[[[103.899717160597,32.7900522414707],[103.592697,32.6483230000001]]]};;;;2;
courier;4000;4000-839;481;830;WUCHENGYI Sichuan (五城驿) - JIANNINGYI Sichuan (建宁驿);{"type":"MultiLineString","coordinates":[[[104.679047,31.0442770000001],[104.875994,31.0772870000001]]]};;;;1;1903 atlas
courier;4000;4000-840;481;831;WUCHENGYI Sichuan (五城驿) - GUDIANYI Sichuan (古店驿);{"type":"MultiLineString","coordinates":[[[104.499779,30.9987300000001],[104.679047,31.0442770000001]]]};;;;1;1903 atlas
courier;4000;4000-841;474;835;HULINYI Sichuan (护林驿) - CHANGNINGYI Sichuan (长宁驿);{"type":"MultiLineString","coordinates":[[[103.853035,31.688931],[103.780584,31.7848920000001]]]};;;;2;
courier;4000;4000-842;834;835;LAIDAYI Sichuan (来达驿) - CHANGNINGYI Sichuan (长宁驿);{"type":"MultiLineString","coordinates":[[[103.780584,31.7848920000001],[103.681,32.0431750000001]]]};;;;2;
courier;4000;4000-843;833;834;ZHENPINGYI Sichuan (镇平驿) - LAIDAYI Sichuan (来达驿);{"type":"MultiLineString","coordinates":[[[103.681,32.0431750000001],[103.769798,32.2340160000001]]]};;;;2;
courier;4000;4000-844;833;836;ZHENPINGYI Sichuan (镇平驿) - GUIHUAYI Sichuan (归化驿);{"type":"MultiLineString","coordinates":[[[103.769798,32.2340160000001],[103.626694,32.5679780000002]]]};;;;2;
courier;4000;4000-845;478;836;GUSONGYI Sichuan (古松驿) - GUIHUAYI Sichuan (归化驿);{"type":"MultiLineString","coordinates":[[[103.626694,32.5679780000002],[103.592697,32.6483230000001]]]};;;;2;
courier;4000;4000-846;458;838;YA'AN Sichuan (雅安驿) - BAIZHANGYI Sichuan (百丈驿);{"type":"MultiLineString","coordinates":[[[103.25,30.1833324432372],[102.984367,29.9855560000001]]]};;;;2;
courier;4000;4000-847;452;839;LUGUGUAN Sichuan (泸沽驿) - XILONGYI Sichuan (谿龙驿);{"type":"MultiLineString","coordinates":[[[102.182885,28.1311830000001],[102.197121,28.307333]]]};;;;2;1903 atlas
courier;4000;4000-848;450;840;AYONGYI Sichuan (阿用驿) - LUMAYI Sichuan (禄马驿);{"type":"MultiLineString","coordinates":[[[102.326459,27.3329090000001],[102.207599,27.7206120000001]]]};;;;2;1903 atlas
courier;4000;4000-849;435;841;WENCHUANYI Sichuan (文川驿) - LUODONGYI Sichuan (罗东驿);{"type":"MultiLineString","coordinates":[[[104.616356,28.774832],[104.433334350586,28.6333332061767]]]};;;;2;
courier;4000;4000-850;841;842;LUODONGYI Sichuan (罗东驿) - NIXIYI Sichuan (泥溪驿);{"type":"MultiLineString","coordinates":[[[104.433334350586,28.6333332061767],[104.161313517061,28.6567307114744]]]};;;;2;
courier;4000;4000-851;842;843;NIXIYI Sichuan (泥溪驿) - MANYISI Sichuan (曼彝司);{"type":"MultiLineString","coordinates":[[[104.161313517061,28.6567307114744],[103.915839869277,28.749196121402]]]};;;;2;
courier;4000;4000-852;444;844;NAXI Sichuan (纳溪驿) - TONGYOUYI Sichuan (通邮驿);{"type":"MultiLineString","coordinates":[[[105.381729,28.7820630000001],[105.350438,28.5809290000001]]]};;;;2;1903 atlas
courier;4000;4000-853;844;845;TONGYOUYI Sichuan (通邮驿) - JIANGMENYI Sichuan (江门驿);{"type":"MultiLineString","coordinates":[[[105.350438,28.5809290000001],[105.328323,28.459982]]]};;;;2;1903 atlas
courier;4000;4000-854;845;846;JIANGMENYI Sichuan (江门驿) - YONG'ANYI Sichuan (永安驿);{"type":"MultiLineString","coordinates":[[[105.328323,28.459982],[105.370230509146,28.3842828590789]]]};;;;2;1903 atlas
courier;4000;4000-855;448;845;XINGWEN Sichuan (兴文) - JIANGMENYI Sichuan (江门驿);{"type":"MultiLineString","coordinates":[[[105.328323,28.459982],[105.086327,28.3406260000001]]]};;;;2;
courier;4000;4000-856;445;850;YONGNING Sichuan (永宁卫) - YONG'ANYI Sichuan (永安驿);{"type":"MultiLineString","coordinates":[[[105.420772,28.1744040000001],[105.469380803852,28.0646360558213]]]};;;;2;
courier;4000;4000-857;849;850;PUSHIYI Sichuan (普市驿) - YONG'ANYI Sichuan (永安驿);{"type":"MultiLineString","coordinates":[[[105.469380803852,28.0646360558213],[105.567414015517,27.9343387491782]]]};;;;2;
courier;4000;4000-858;848;849;MONIYI Sichuan (摩泥驿) - PUSHIYI Sichuan (普市驿);{"type":"MultiLineString","coordinates":[[[105.567414015517,27.9343387491782],[105.583335876465,27.8500003814697]]]};;;;2;
courier;4000;4000-859;847;848;CHISHUIWEI Sichuan (赤水驿) - MONIYI Sichuan (摩泥驿);{"type":"MultiLineString","coordinates":[[[105.583335876465,27.8500003814697],[105.580269,27.7292650000001]]]};;;;2;
courier;4000;4000-860;847;851;CHISHUIWEI Sichuan (赤水驿) - BIJIEYI Guizhou (毕节驿);{"type":"MultiLineString","coordinates":[[[105.580269,27.7292650000001],[105.284004,27.3080810000001]]]};;;;2;
courier;4000;4000-861;851;852;BIJIEYI Guizhou (毕节驿) - ZHOUNIYI Guizhou (周尼驿);{"type":"MultiLineString","coordinates":[[[105.284004,27.3080810000001],[104.828887939453,27.3111114501953]]]};;;;2;
courier;4000;4000-862;852;853;ZHOUNIYI Guizhou (周尼驿) - HEIZHANGYI Guizhou (赫章驿);{"type":"MultiLineString","coordinates":[[[104.828887939453,27.3111114501953],[104.722077,27.1274720000001]]]};;;;2;
courier;4000;4000-863;853;854;HEIZHANGYI Guizhou (赫章驿) - WADIANYI Guizhou (瓦甸驿);{"type":"MultiLineString","coordinates":[[[104.722077,27.1274720000001],[104.506228,27.0390420000002]]]};;;;2;
courier;4000;4000-864;854;855;WADIANYI Guizhou (瓦甸驿) - ZAICHENGYI Guizhou (在城驿);{"type":"MultiLineString","coordinates":[[[104.506228,27.0390420000002],[104.289833,26.8602710000001]]]};;;;2;
courier;4000;4000-865;855;856;ZAICHENGYI Guizhou (在城驿) - WUSAYI Guizhou (乌撒驿);{"type":"MultiLineString","coordinates":[[[104.289833,26.8602710000001],[104.233329772949,26.7666664123535]]]};;;;2;
courier;4000;4000-866;856;857;WUSAYI Guizhou (乌撒驿) - PUDEGUIYI Guizhou (普德归驿);{"type":"MultiLineString","coordinates":[[[104.233329772949,26.7666664123535],[103.883331298828,26.533332824707]]]};;;;2;
courier;4000;4000-867;483;862;BAXIAN Chongqing (巴县) - JIANGJINYI Chongqing (江津驿);{"type":"MultiLineString","coordinates":[[[106.552667,29.559972],[106.25296,29.2815070000001]]]};;;;2;
courier;4000;4000-868;859;862;BAISHAZHENYI Chongqing (白沙镇驿) - JIANGJINYI Chongqing (江津驿);{"type":"MultiLineString","coordinates":[[[106.25296,29.2815070000001],[106.131142,29.0581230000001]]]};;;;2;
courier;4000;4000-869;859;861;BAISHAZHENYI Chongqing (白沙镇驿) - LISHIYI Chongqing (立市驿);{"type":"MultiLineString","coordinates":[[[106.131142,29.0581230000001],[105.952893372104,29.0480177567799]]]};;;;2;
courier;4000;4000-870;860;861;NIUNAOYI Chongqing (牛脑驿) - LISHIYI Chongqing (立市驿);{"type":"MultiLineString","coordinates":[[[105.952893372104,29.0480177567799],[105.895943,28.9205950000001]]]};;;;2;
courier;4000;4000-871;443;860;HEJIANG Sichuan (合江) - NIUNAOYI Chongqing (牛脑驿);{"type":"MultiLineString","coordinates":[[[105.895943,28.9205950000001],[105.826729,28.8120020000001]]]};;;;2;
courier;4000;4000-872;6;266;ZHANYI Yunnan (沾益) - XUANWEI Yunnan (宣威);{"type":"MultiLineString","coordinates":[[[104.106407,26.2188420000001],[103.822113037109,25.6099281311036]]]};;;;2;
courier;4000;4000-873;668;685;LIPINGYI Hubei (李坪驿) - YANGLUOYI Hubei (阳逻驿);{"type":"MultiLineString","coordinates":[[[114.86824,30.6317749999999],[114.562859,30.6599410000001]]]};;;;2;
courier;4000;4000-874;135;685;WUCHANGFU Hubei (武昌府) - YANGLUOYI Hubei (阳逻驿);{"type":"MultiLineString","coordinates":[[[114.562859,30.6599410000001],[114.319190979004,30.5413856506348]]]};;;;2;
courier;4000;4000-875;165;863;DE'AN Jiangxi (德安) - KUANGLUYI Jiangxi (匡庐驿);{"type":"MultiLineString","coordinates":[[[116.041122,29.4534860000001],[115.745025634766,29.3305644989013]]]};;;;1;
courier;4000;4000-876;168;865;NANPU Jiangxi (南浦驿) - QIAOSHEYI Jiangxi (樵舍驿);{"type":"MultiLineString","coordinates":[[[115.897720336914,28.6748962402344],[115.978847389268,28.8541460200973]]]};;;;2;
courier;4000;4000-877;864;865;WUCHENGYI Jiangxi (吴城驿) - QIAOSHEYI Jiangxi (樵舍驿);{"type":"MultiLineString","coordinates":[[[115.976953526187,28.8522521570162],[115.994408,29.1768300000001]]]};;;;2;
courier;4000;4000-878;866;867;SHICHAYI Jiangxi (市汊驿) - JIANJIANGYI Jiangxi (剑江驿);{"type":"MultiLineString","coordinates":[[[115.836689,28.4112890000001],[115.785782,28.1977540000001]]]};;;;1;
courier;4000;4000-879;161;870;XIAOTAN Jiangxi (萧滩驿) - LUOXIYI Jiangxi (罗溪驿);{"type":"MultiLineString","coordinates":[[[115.398986816406,28.0155696868897],[114.93114,27.8040800000001]]]};;;;2;
courier;4000;4000-880;869;870;ANRENYI Jiangxi (安仁驿) - LUOXIYI Jiangxi (罗溪驿);{"type":"MultiLineString","coordinates":[[[114.93114,27.8040800000001],[114.815605218069,27.7084894160131]]]};;;;2;
courier;4000;4000-881;868;869;FENYI Jiangxi (分宜) - ANRENYI Jiangxi (安仁驿);{"type":"MultiLineString","coordinates":[[[114.815605218069,27.7084894160131],[114.67572,27.816052]]]};;;;2;
courier;4000;4000-882;868;872;FENYI Jiangxi (分宜) - YUANZHOUFU Jiangxi (袁州府);{"type":"MultiLineString","coordinates":[[[114.67572,27.816052],[114.424759289652,27.8443243944137]]]};;;;2;
courier;4000;4000-883;871;872;XIUJIANGYI Jiangxi (秀江驿) - YUANZHOUFU Jiangxi (袁州府);{"type":"MultiLineString","coordinates":[[[114.424759289652,27.8443243944137],[114.375885,27.7942660000001]]]};;;;2;
courier;4000;4000-884;366;871;PINGXIANG Jiangxi (萍乡) - XIUJIANGYI Jiangxi (秀江驿);{"type":"MultiLineString","coordinates":[[[114.375885,27.7942660000001],[113.838638,27.6314240000002]]]};;;;2;
courier;4000;4000-885;159;873;YUXIA Jiangxi (玉峡驿) - BAISHAYI Jiangxi (白沙驿);{"type":"MultiLineString","coordinates":[[[115.147277832031,27.5536899566651],[115.093897,27.3275160000001]]]};;;;1;
courier;4000;4000-886;150;874;WUYUN Jiangxi (五云驿) - ZAOKOUYI Jiangxi (皂口驿);{"type":"MultiLineString","coordinates":[[[114.779678344727,26.4617691040038],[114.905912,26.3224240000001]]]};;;;1;
courier;4000;4000-887;874;875;ZAOKOUYI Jiangxi (皂口驿) - YOUZHENYI Jiangxi (攸镇驿);{"type":"MultiLineString","coordinates":[[[114.905912,26.3224240000001],[114.905495,26.1298120000001]]]};;;;1;
courier;4000;4000-888;138;876;HENGPUYI Jiangxi (横浦驿) - XIAOXIYI Jiangxi (小溪驿);{"type":"MultiLineString","coordinates":[[[114.550003051758,25.4833335876466],[114.350570678711,25.3999538421631]]]};;;;1;
courier;4000;4000-889;168;877;NANPU Jiangxi (南浦驿) - WUYANGYI Jiangxi (武阳驿);{"type":"MultiLineString","coordinates":[[[115.897720336914,28.6748962402344],[116.003492,28.5269740000001]]]};;;;2;
courier;4000;4000-890;877;878;WUYANGYI Jiangxi (武阳驿) - KONGJIADUYI Jiangxi (孔家渡驿);{"type":"MultiLineString","coordinates":[[[116.003492,28.5269740000001],[116.355012569906,27.9799439840998]]]};;;;2;
courier;4000;4000-891;878;879;KONGJIADUYI Jiangxi (孔家渡驿) - GANJIANGYI Jiangxi (旰江驿);{"type":"MultiLineString","coordinates":[[[116.355012569906,27.9799439840998],[116.627449,27.5597170000001]]]};;;;2;
courier;4000;4000-892;879;880;GANJIANGYI Jiangxi (旰江驿) - SHANGUANYI Fujian (杉关驿);{"type":"MultiLineString","coordinates":[[[116.627449,27.5597170000001],[117.118839,27.683653]]]};;;;2;
courier;4000;4000-893;880;881;SHANGUANYI Fujian (杉关驿) - HANGCHUANYI Fujian (杭川驿);{"type":"MultiLineString","coordinates":[[[117.118839,27.683653],[117.333252,27.5395240000001]]]};;;;2;
courier;4000;4000-894;881;882;HANGCHUANYI Fujian (杭川驿) - QIAOCHUANYI Fujian (樵川驿);{"type":"MultiLineString","coordinates":[[[117.333252,27.5395240000001],[117.483398,27.3376920000001]]]};;;;2;
courier;4000;4000-895;215;884;JIANPUYI Fujian (剑浦驿) - WANGTAIYI Fujian (王台驿);{"type":"MultiLineString","coordinates":[[[118.16918182373,26.64217376709],[117.965301,26.6375310000001]]]};;;;2;
courier;4000;4000-896;884;885;WANGTAIYI Fujian (王台驿) - SHUANGFENGYI Fujian (双峰驿);{"type":"MultiLineString","coordinates":[[[117.965301,26.6375310000001],[117.806002635711,26.7967157345376]]]};;;;2;
courier;4000;4000-897;885;886;SHUANGFENGYI Fujian (双峰驿) - FUTUNYI Fujian (富屯驿);{"type":"MultiLineString","coordinates":[[[117.806002635711,26.7967157345376],[117.771437042754,26.9326336888039]]]};;;;2;
courier;4000;4000-898;883;886;NAKOUYI Fujian (拏口驿) - FUTUNYI Fujian (富屯驿);{"type":"MultiLineString","coordinates":[[[117.771437042754,26.9326336888039],[117.642815,27.146669]]]};;;;2;
courier;4000;4000-899;882;883;QIAOCHUANYI Fujian (樵川驿) - NAKOUYI Fujian (拏口驿);{"type":"MultiLineString","coordinates":[[[117.642815,27.146669],[117.483398,27.3376920000001]]]};;;;2;
courier;4000;4000-900;222;887;HUANGTIAN Fujian (黄田驿) - CHAYANGYI Fujian (茶洋驿);{"type":"MultiLineString","coordinates":[[[118.409354,26.5142730000001],[118.675102233887,26.4289093017579]]]};;;;1;
courier;4000;4000-901;228;888;BAISHA Fujian (白沙驿) - SHUIKOUYI Fujian (水口驿);{"type":"MultiLineString","coordinates":[[[118.761289378539,26.3591759546095],[119.070297241211,26.2140407562256]]]};;;;1;
courier;4000;4000-902;233;889;SANSHAN Fujian (三山驿) - DATIANYI Fujian (大田驿);{"type":"MultiLineString","coordinates":[[[119.321578979492,26.0739536285401],[119.336669921875,25.8736114501954]]]};;;;2;
courier;4000;4000-903;890;889;FUQINGYI Fujian (福清) - DATIANYI Fujian (大田驿);{"type":"MultiLineString","coordinates":[[[119.336669921875,25.8736114501954],[119.381439,25.727917]]]};;;;2;
courier;4000;4000-904;890;891;FUQINGYI Fujian (福清) - HONGLUYI Fujian (宏路驿);{"type":"MultiLineString","coordinates":[[[119.381439,25.727917],[119.320343496847,25.7061777265127]]]};;;;2;
courier;4000;4000-905;891;892;HONGLUYI Fujian (宏路驿) - SUANLINGYI Fujian (蒜岭驿);{"type":"MultiLineString","coordinates":[[[119.320343496847,25.7061777265127],[119.233329772949,25.533332824707]]]};;;;2;
courier;4000;4000-906;892;893;SUANLINGYI Fujian (蒜岭驿) - PUYANGYI Fujian (莆阳驿);{"type":"MultiLineString","coordinates":[[[119.233329772949,25.533332824707],[119.011101,25.433954]]]};;;;2;
courier;4000;4000-907;893;895;PUYANGYI Fujian (莆阳驿) - FENGTINGYI Fujian (枫亭驿);{"type":"MultiLineString","coordinates":[[[119.011101,25.433954],[118.844421,25.2414230000001]]]};;;;2;
courier;4000;4000-908;894;895;JINTIANYI Fujian (锦田驿) - FENGTINGYI Fujian (枫亭驿);{"type":"MultiLineString","coordinates":[[[118.844421,25.2414230000001],[118.802818,25.0220780000001]]]};;;;2;
courier;4000;4000-909;894;896;JINTIANYI Fujian (锦田驿) - JIN'ANYI Fujian (晋安驿);{"type":"MultiLineString","coordinates":[[[118.802818,25.0220780000001],[118.589905,24.909641]]]};;;;2;
courier;4000;4000-910;896;897;JIN'ANYI Fujian (晋安驿) - KANGDIANYI Fujian (康店驿);{"type":"MultiLineString","coordinates":[[[118.589905,24.909641],[118.41775,24.7467090000001]]]};;;;2;
courier;4000;4000-911;897;898;KANGDIANYI Fujian (康店驿) - DALUNYI Fujian (大轮驿);{"type":"MultiLineString","coordinates":[[[118.41775,24.7467090000001],[118.144500401745,24.7366983944193]]]};;;;2;
courier;4000;4000-912;898;899;DALUNYI Fujian (大轮驿) - SHENQINGYI Fujian (深青驿);{"type":"MultiLineString","coordinates":[[[118.144500401745,24.7366983944193],[117.963955,24.5938190000001]]]};;;;2;
courier;4000;4000-913;899;900;SHENQINGYI Fujian (深青驿) - JIANGDONGYI Fujian (江东驿);{"type":"MultiLineString","coordinates":[[[117.963955,24.5938190000001],[117.899891810346,24.5244504726992]]]};;;;2;
courier;4000;4000-914;900;901;JIANGDONGYI Fujian (江东驿) - DANXIAYI Fujian (丹霞驿);{"type":"MultiLineString","coordinates":[[[117.899891810346,24.5244504726992],[117.653053,24.5117440000001]]]};;;;2;
courier;4000;4000-915;901;902;DANXIAYI Fujian (丹霞驿) - GANTANGYI Fujian (甘棠驿);{"type":"MultiLineString","coordinates":[[[117.653053,24.5117440000001],[117.674274,24.2687090000001]]]};;;;2;
courier;4000;4000-916;902;903;GANTANGYI Fujian (甘棠驿) - LINZHANGYI Fujian (临漳驿);{"type":"MultiLineString","coordinates":[[[117.674274,24.2687090000001],[117.610697413853,24.1170780218715]]]};;;;2;
courier;4000;4000-917;903;904;LINZHANGYI Fujian (临漳驿) - YUNXIAOYI Fujian (云霄驿);{"type":"MultiLineString","coordinates":[[[117.610697413853,24.1170780218715],[117.328308,23.9595510000001]]]};;;;2;
courier;4000;4000-918;901;906;DANXIAYI Fujian (丹霞驿) - NANJINGYI Fujian (南靖);{"type":"MultiLineString","coordinates":[[[117.653053,24.5117440000001],[117.505692,24.5729940000001]]]};;;;2;
courier;4000;4000-919;906;907;NANJINGYI Fujian (南靖) - PINGNANYI Fujian (平南驿);{"type":"MultiLineString","coordinates":[[[117.505692,24.5729940000001],[117.29586,24.7787650000001]]]};;;;2;
courier;4000;4000-920;907;908;PINGNANYI Fujian (平南驿) - SHIZHONGYI Fujian (适中驿);{"type":"MultiLineString","coordinates":[[[117.29586,24.7787650000001],[117.115129070981,24.8814406992862]]]};;;;2;
courier;4000;4000-921;215;909;JIANPUYI Fujian (剑浦驿) - DAHENGYI Fujian (大横驿);{"type":"MultiLineString","coordinates":[[[118.255791,26.768646],[118.16918182373,26.64217376709]]]};;;;1;
courier;4000;4000-922;909;910;DAHENGYI Fujian (大横驿) - TAIPINGYI Fujian (太平驿);{"type":"MultiLineString","coordinates":[[[118.290583,26.9105930000002],[118.255791,26.768646]]]};;;;1;
courier;4000;4000-923;213;911;JIANXI Fujian (建溪驿) - YEFANGYI Fujian (叶坊驿);{"type":"MultiLineString","coordinates":[[[118.105369567871,27.339879989624],[118.199996948242,27.2166671752931]]]};;;;1;
courier;4000;4000-924;213;912;JIANXI Fujian (建溪驿) - XINGTIANYI Fujian (兴田驿);{"type":"MultiLineString","coordinates":[[[118.105369567871,27.339879989624],[118.066269,27.5035110000001]]]};;;;1;
courier;4000;4000-925;912;913;XINGTIANYI Fujian (兴田驿) - CHANGPINGYI Fujian (长平驿);{"type":"MultiLineString","coordinates":[[[118.066269,27.5035110000001],[118.026779,27.756025]]]};;;;1;
courier;4000;4000-926;913;914;CHANGPINGYI Fujian (长平驿) - DA'ANYI Fujian (大安驿);{"type":"MultiLineString","coordinates":[[[118.026779,27.756025],[117.893829,27.8702720000002]]]};;;;1;
courier;4000;4000-927;917;918;GEYANGYI Jiangxi (葛阳驿) - HUAIYUYI Jiangxi (怀玉驿);{"type":"MultiLineString","coordinates":[[[118.240181,28.679602],[117.965052784791,28.4479172732084]]]};;;;1;
courier;4000;4000-928;916;917;EHUYI Jiangxi (鹅湖驿) - GEYANGYI Jiangxi (葛阳驿);{"type":"MultiLineString","coordinates":[[[117.965052784791,28.4479172732084],[117.77659,28.2084500000001]]]};;;;1;
courier;4000;4000-929;915;916;CHEPANYI Jiangxi (车盘驿) - EHUYI Jiangxi (鹅湖驿);{"type":"MultiLineString","coordinates":[[[117.77659,28.2084500000001],[117.800003051758,28.0000000000001]]]};;;;1;
courier;4000;4000-930;914;915;DA'ANYI Fujian (大安驿) - CHEPANYI Jiangxi (车盘驿);{"type":"MultiLineString","coordinates":[[[117.800003051758,28.0000000000001],[117.893829,27.8702720000002]]]};;;;1;
courier;4000;4000-931;918;920;HUAIYUYI Jiangxi (怀玉驿) - CAOPINGYI Jiangxi (草平驿);{"type":"MultiLineString","coordinates":[[[118.344015,28.8124770000001],[118.240181,28.679602]]]};;;;1;
courier;4000;4000-932;237;921;GUSHUI Zhejiang (濲水驿) - SHUANGXIYI Zhejiang (双溪驿);{"type":"MultiLineString","coordinates":[[[119.478851318359,29.2044525146485],[119.649918,29.104712]]]};;;;2;
courier;4000;4000-933;921;923;SHUANGXIYI Zhejiang (双溪驿) - HUAXIYI Zhejiang (华溪驿);{"type":"MultiLineString","coordinates":[[[119.649918,29.104712],[120.025253,28.8972680000001]]]};;;;2;
