# title: Ming Dynasty Courier Routes and Postal Stations
# places: places_courier.csv
# timespan: [1368,,,1644,Late Ming Dynasty]
# pub_date: 2014
# segmentType: hroute
# contributors: [Lex Berman (CGA, Harvard Univ); Zhang Wei (Nankai University, Tianjin)]
# description: The Late Ming Dynasty Courier Stations and Routes were compiled primarily from the "Mingdai Yizhankao" by YANG Zhengtai, supplemented for some areas with information derived from the 1908 Postal Atlas. The Courier Stations and Routes were developed for use in an online network analyst application, which calculates the shortest route between selected postal stations on the fly:    http://maps.cga.harvard.edu/chinapostoffice/
# uri: https://github.com/kgeographer/topotime/tree/master/data/source/courier/README_Ming_Courier_Routes_Stations_2014.txt
collection;route_id;segment_id;source;target;label;geometry;timespan;duration;follows;maj_minor;src
courier;4000;4000-270;280;281;LUFENG Yunnan (禄丰) - LUFENG Yunnan (禄丰);{"type":"MultiLineString","coordinates":[[[102.080101,25.147398],[101.753387,25.171421]]]};;;;2;1903 atlas
courier;4000;4000-271;281;282;LUFENG Yunnan (禄丰) - CHUXIONG Yunnan (楚雄);{"type":"MultiLineString","coordinates":[[[101.753387,25.171421],[101.542862,25.033066]]]};;;;2;1903 atlas
courier;4000;4000-272;282;283;CHUXIONG Yunnan (楚雄) - ZHENNAN Yunnan (镇南驿);{"type":"MultiLineString","coordinates":[[[101.542862,25.033066],[101.276962,25.196548]]]};;;;2;1903 atlas
courier;4000;4000-273;283;284;ZHENNAN Yunnan (镇南驿) - YUNNANYI Yunnan (镇南驿);{"type":"MultiLineString","coordinates":[[[101.276962,25.196548],[100.558983,25.479092]]]};;;;2;1903 atlas
courier;4000;4000-274;284;285;YUNNANYI Yunnan (镇南驿) - ZHAOZHOU Yunnan (赵州);{"type":"MultiLineString","coordinates":[[[100.558983,25.479092],[100.312897,25.585171]]]};;;;2;1903 atlas
courier;4000;4000-275;285;290;ZHAOZHOU Yunnan (赵州) - XIAGUAN Yunnan (下关);{"type":"MultiLineString","coordinates":[[[100.312897,25.585171],[100.226288,25.5904669999999]]]};;;;2;1903 atlas
courier;4000;4000-276;286;287;TAIHEYI Yunnan (太和驿) - DENGCHUAN Yunnan (邓川);{"type":"MultiLineString","coordinates":[[[100.164444,25.69783],[100.100213,25.994296]]]};;;;2;1903 atlas
courier;4000;4000-277;287;288;DENGCHUAN Yunnan (邓川) - HEQING Yunnan (鹤庆);{"type":"MultiLineString","coordinates":[[[100.100213,25.994296],[100.179276,26.559418]]]};;;;2;1903 atlas
courier;4000;4000-278;288;289;HEQING Yunnan (鹤庆) - LIJIANG Yunnan (丽江);{"type":"MultiLineString","coordinates":[[[100.179276,26.559418],[100.235985,26.874634]]]};;;;2;1903 atlas
courier;4000;4000-279;286;290;TAIHEYI Yunnan (太和驿) - XIAGUAN Yunnan (下关);{"type":"MultiLineString","coordinates":[[[100.226288,25.5904669999999],[100.164444,25.69783]]]};;;;2;1903 atlas
courier;4000;4000-280;290;291;XIAGUAN Yunnan (下关) - YONGPING Yunnan (永平);{"type":"MultiLineString","coordinates":[[[100.226288,25.5904669999999],[99.5193410000001,25.463171]]]};;;;2;1903 atlas
courier;4000;4000-281;291;292;YONGPING Yunnan (永平) - YONGCHANG Yunnan (永昌);{"type":"MultiLineString","coordinates":[[[99.5193410000001,25.463171],[99.166862,25.112436]]]};;;;2;1903 atlas
courier;4000;4000-282;292;293;YONGCHANG Yunnan (永昌) - TENGYUE Yunnan (腾越);{"type":"MultiLineString","coordinates":[[[99.166862,25.112436],[98.4949800000001,25.0243490000001]]]};;;;2;1903 atlas
courier;4000;4000-283;293;294;TENGYUE Yunnan (腾越) - LONGLING Yunnan (龙陵);{"type":"MultiLineString","coordinates":[[[98.4949800000001,25.0243490000001],[98.690384,24.5901910000001]]]};;;;2;1903 atlas
courier;4000;4000-284;290;295;XIAGUAN Yunnan (下关) - MENGHUA Yunnan (蒙化);{"type":"MultiLineString","coordinates":[[[100.226288,25.5904669999999],[100.308884,25.2300339999999]]]};;;;2;1903 atlas
courier;4000;4000-285;254;296;MATANG Yunnan (马塘) - GUANGNAN Yunnan (广南);{"type":"MultiLineString","coordinates":[[[104.060753,23.499567],[105.061996,24.052822]]]};;;;2;1903 atlas
courier;4000;4000-286;296;297;GUANGNAN Yunnan (广南) - BOSAI Guangxi (博赛驿);{"type":"MultiLineString","coordinates":[[[105.061996,24.052822],[106.611679,23.9045390000001]]]};;;;2;1903 atlas
courier;4000;4000-287;297;298;BOSAI Guangxi (博赛驿) - NABOYI Guangxi (那波);{"type":"MultiLineString","coordinates":[[[106.611679,23.9045390000001],[106.818336486817,23.7305564880371]]]};;;;2;1903 atlas
courier;4000;4000-288;298;299;NABOYI Guangxi (那波) - TIANZHOU Guangxi (田州);{"type":"MultiLineString","coordinates":[[[106.818336486817,23.7305564880371],[106.908669,23.73387]]]};;;;2;1903 atlas
courier;4000;4000-289;299;300;TIANZHOU Guangxi (田州) - PINGMA Guangxi (平马驿);{"type":"MultiLineString","coordinates":[[[106.908669,23.73387],[107.114159,23.605627]]]};;;;2;1903 atlas
courier;4000;4000-290;300;301;PINGMA Guangxi (平马驿) - GUOHUA Guangxi (果花州);{"type":"MultiLineString","coordinates":[[[107.114159,23.605627],[107.410622,23.4177280000001]]]};;;;2;1903 atlas
courier;4000;4000-291;301;302;GUOHUA Guangxi (果花州) - LONG'AN Guangxi (隆安);{"type":"MultiLineString","coordinates":[[[107.410622,23.4177280000001],[107.684952,23.178167]]]};;;;2;1903 atlas
courier;4000;4000-292;302;303;LONG'AN Guangxi (隆安) - NANNING Guangxi (南宁府);{"type":"MultiLineString","coordinates":[[[107.684952,23.178167],[108.312073,22.806145]]]};;;;2;1903 atlas
courier;4000;4000-293;309;310;WUXUAN Guangxi (武宣) - XIANGZHOU Guangxi (象州);{"type":"MultiLineString","coordinates":[[[109.655029,23.5967410000001],[109.682457,23.9580550000001]]]};;;;2;1903 atlas
courier;4000;4000-294;310;311;XIANGZHOU Guangxi (象州) - LIUZHOU Guangxi (柳州);{"type":"MultiLineString","coordinates":[[[109.682457,23.9580550000001],[109.404396,24.3099880000001]]]};;;;2;1903 atlas
courier;4000;4000-295;311;316;LIUZHOU Guangxi (柳州) - YIYANGYI Guangxi (宜阳驿);{"type":"MultiLineString","coordinates":[[[109.404396,24.3099880000001],[108.655884,24.4907299999999]]]};;;;2;1903 atlas
courier;4000;4000-296;311;312;LIUZHOU Guangxi (柳州) - LIUCHENG Guangxi (柳城);{"type":"MultiLineString","coordinates":[[[109.404396,24.3099880000001],[109.260117,24.527336]]]};;;;2;1903 atlas
courier;4000;4000-297;312;313;LIUCHENG Guangxi (柳城) - RONGXIAN Guangxi (融县);{"type":"MultiLineString","coordinates":[[[109.260117,24.527336],[109.248543,25.0654430000001]]]};;;;2;1903 atlas
courier;4000;4000-298;313;322;RONGXIAN Guangxi (融县) - RONG’AN Guangxi (融安);{"type":"MultiLineString","coordinates":[[[109.248543,25.0654430000001],[109.388168,25.2178570000002]]]};;;;2;1903 atlas
courier;4000;4000-299;314;322;HUAIYUAN Guangxi (怀远) - RONG’AN Guangxi (融安);{"type":"MultiLineString","coordinates":[[[109.388168,25.2178570000002],[109.435958,25.3732300000001]]]};;;;2;1903 atlas
courier;4000;4000-300;314;315;HUAIYUAN Guangxi (怀远) - GUNI Guangxi (古泥);{"type":"MultiLineString","coordinates":[[[109.435958,25.3732300000001],[109.595757,25.785355]]]};;;;2;1903 atlas
courier;4000;4000-301;318;319;LUORONG Guangxi (洛容) - HENGTANGYI Guangxi (横塘驿);{"type":"MultiLineString","coordinates":[[[109.6091,24.41452],[109.733329772949,24.4833335876466]]]};;;;2;1903 atlas
courier;4000;4000-302;319;320;HENGTANGYI Guangxi (横塘驿) - YONGFU Guangxi (永福);{"type":"MultiLineString","coordinates":[[[109.733329772949,24.4833335876466],[109.981149764645,24.9817334058971]]]};;;;2;1903 atlas
courier;4000;4000-303;320;321;YONGFU Guangxi (永福) - SUQIAO Guangxi (苏桥驿);{"type":"MultiLineString","coordinates":[[[109.981149764645,24.9817334058971],[110.055511,25.107773]]]};;;;2;1903 atlas
courier;4000;4000-304;61;321;DONGJIANG Guangxi (东江驿) - SUQIAO Guangxi (苏桥驿);{"type":"MultiLineString","coordinates":[[[110.055511,25.107773],[110.286262512207,25.2800598144532]]]};;;;2;1903 atlas
courier;4000;4000-305;316;323;YIYANGYI Guangxi (宜阳驿) - HUAIYUANZHEN Guangxi (怀远镇);{"type":"MultiLineString","coordinates":[[[108.655884,24.4907299999999],[108.464844,24.56666]]]};;;;2;1903 atlas
courier;4000;4000-306;317;323;SI'EN Guangxi (思恩) - HUAIYUANZHEN Guangxi (怀远镇);{"type":"MultiLineString","coordinates":[[[108.464844,24.56666],[108.256378,24.829609]]]};;;;2;1903 atlas
courier;4000;4000-307;61;324;DONGJIANG Guangxi (东江驿) - LEITANGYI Guangxi (雷塘驿);{"type":"MultiLineString","coordinates":[[[110.286263,25.28006],[110.28701,25.0036660000001]]]};;;;2;1903 atlas
courier;4000;4000-308;324;325;LEITANGYI Guangxi (雷塘驿) - YANGSHUO Guangxi (阳朔);{"type":"MultiLineString","coordinates":[[[110.28701,25.0036660000001],[110.483627,24.7777580000001]]]};;;;2;1903 atlas
courier;4000;4000-309;325;326;YANGSHUO Guangxi (阳朔) - ZHAOJINYI Guangxi (昭津驿);{"type":"MultiLineString","coordinates":[[[110.483627,24.7777580000001],[110.6465,24.6357270000001]]]};;;;2;1903 atlas
courier;4000;4000-310;335;336;DAWUXU Guangxi (大乌) - DANZHU Guangxi (丹竹);{"type":"MultiLineString","coordinates":[[[110.52222442627,23.4694442749024],[110.509669780096,23.3881684479161]]]};;;;2;1903 atlas
courier;4000;4000-311;334;335;BAIMAXU Guangxi (白马) - DAWUXU Guangxi (大乌);{"type":"MultiLineString","coordinates":[[[110.509669780096,23.3881684479161],[110.592781066895,23.460277557373]]]};;;;2;1903 atlas
courier;4000;4000-312;331;332;RONGXIAN Guangxi (容县) - TENGXIAN Guangxi (藤县);{"type":"MultiLineString","coordinates":[[[110.904282,23.373119],[110.551033,22.863588]]]};;;;2;1903 atlas
courier;4000;4000-313;330;331;BEILIU Guangxi (北流) - RONGXIAN Guangxi (容县);{"type":"MultiLineString","coordinates":[[[110.551033,22.863588],[110.347519,22.714184]]]};;;;2;1903 atlas
courier;4000;4000-314;329;330;YULIN Guangxi (郁林) - BEILIU Guangxi (北流);{"type":"MultiLineString","coordinates":[[[110.347519,22.714184],[110.145882,22.632095]]]};;;;2;1903 atlas
courier;4000;4000-315;317;341;SI'EN Guangxi (思恩) - LIBO Guizhou (荔波);{"type":"MultiLineString","coordinates":[[[108.256378,24.829609],[107.878403,25.41436]]]};;;;2;1903 atlas
courier;4000;4000-316;341;342;LIBO Guizhou (荔波) - LAIYUANYI Guizhou (来远驿);{"type":"MultiLineString","coordinates":[[[107.878403,25.41436],[107.542747,25.8290730000001]]]};;;;2;1903 atlas
courier;4000;4000-317;35;342;XINTIAN Guizhou (新添驿) - LAIYUANYI Guizhou (来远驿);{"type":"MultiLineString","coordinates":[[[107.542747,25.8290730000001],[107.239624023438,26.5856456756593]]]};;;;2;1903 atlas
courier;4000;4000-318;53;343;HUANGZHOU Hunan (晃州驿) - YUANSHUIYI Hunan (沅水驿);{"type":"MultiLineString","coordinates":[[[109.684082,27.447302],[109.198509216309,27.3817043304444]]]};;;;1;
courier;4000;4000-319;29;348;HUANGHUA Guizhou (贵州驿) - XIUWEN Guizhou (修文);{"type":"MultiLineString","coordinates":[[[106.709114074707,26.5807781219482],[106.591927,26.8429970000001]]]};;;;2;1903 atlas
courier;4000;4000-320;347;348;KAIZHOU Guizhou (开州驿) - XIUWEN Guizhou (修文);{"type":"MultiLineString","coordinates":[[[106.591927,26.8429970000001],[106.967384,27.0588550000001]]]};;;;2;1903 atlas
courier;4000;4000-321;346;347;ZUNYI Guizhou (遵义) - KAIZHOU Guizhou (开州驿);{"type":"MultiLineString","coordinates":[[[106.967384,27.0588550000001],[106.931602,27.6956210000001]]]};;;;2;1903 atlas
courier;4000;4000-322;345;346;SONGKANYI Guizhou (松坎) - ZUNYI Guizhou (遵义);{"type":"MultiLineString","coordinates":[[[106.931602,27.6956210000001],[106.851364,28.5428300000001]]]};;;;2;1903 atlas
courier;4000;4000-323;344;345;QIJIANG Chongqing (綦江) - SONGKANYI Guizhou (松坎);{"type":"MultiLineString","coordinates":[[[106.851364,28.5428300000001],[106.639313,29.0252590000001]]]};;;;2;1903 atlas
courier;4000;4000-324;350;351;HONGJIANG Hunan (洪江驿) - QIANYANG Hunan (黔阳);{"type":"MultiLineString","coordinates":[[[109.9916,27.1127760000001],[109.811852,27.1951290000001]]]};;;;2;1903 atlas
courier;4000;4000-325;343;351;YUANSHUIYI Hunan (沅水驿) - QIANYANG Hunan (黔阳);{"type":"MultiLineString","coordinates":[[[109.811852,27.1951290000001],[109.684082,27.447302]]]};;;;2;1903 atlas
courier;4000;4000-326;349;350;WUGANG Hunan (武冈) - HONGJIANG Hunan (洪江驿);{"type":"MultiLineString","coordinates":[[[109.9916,27.1127760000001],[110.622292,26.7307050000001]]]};;;;2;1903 atlas
courier;4000;4000-327;350;353;HONGJIANG Hunan (洪江驿) - HUITONG Hunan (会同);{"type":"MultiLineString","coordinates":[[[109.9916,27.1127760000001],[109.713547,26.8614920000001]]]};;;;2;1903 atlas
courier;4000;4000-328;352;353;JINGZHOU Hunan (靖州) - HUITONG Hunan (会同);{"type":"MultiLineString","coordinates":[[[109.713547,26.8614920000001],[109.694778,26.5757600000001]]]};;;;2;1903 atlas
courier;4000;4000-329;102;358;YUEYANG Hunan (岳阳驿) - DAJINGYI Hunan (大荆驿);{"type":"MultiLineString","coordinates":[[[113.262848,28.9623780000001],[113.09765625,29.3712596893311]]]};;;;1;MDYZK
courier;4000;4000-330;102;968;YUEYANG Hunan (岳阳驿) - CHENGLINGJIYI Hunan (城陵矶驿);{"type":"MultiLineString","coordinates":[[[113.131359883021,29.4330469846454],[113.09765625,29.3712596893311]]]};;;;1;MDYZK
courier;4000;4000-331;360;690;GANGKOUYI Hubei (港口驿) - CHANG'ANYI Hunan (长安驿);{"type":"MultiLineString","coordinates":[[[113.466667175293,29.4833335876465],[113.70691,29.5306350000001]]]};;;;1;1903 atlas
courier;4000;4000-332;121;361;FENGSHANYI Hubei (凤山驿) - FENGSHANYI Hubei (凤山驿);{"type":"MultiLineString","coordinates":[[[113.783332824707,29.6333332061769],[113.874610900879,29.7083530426025]]]};;;;1;MDYZK
courier;4000;4000-333;113;362;FURONG Guangdong (芙蓉驿) - SHIXING Guangdong (始兴);{"type":"MultiLineString","coordinates":[[[114.063148,24.945763],[113.603416442871,24.810209274292]]]};;;;1;1903 atlas
courier;4000;4000-334;72;363;LINGLING Hunan (零陵) - NINGYUAN Hunan (宁远);{"type":"MultiLineString","coordinates":[[[111.612564,26.210339],[111.938683,25.598452]]]};;;;2;
courier;4000;4000-335;363;364;NINGYUAN Hunan (宁远) - JIANGHUA Hunan (江华);{"type":"MultiLineString","coordinates":[[[111.938116519609,25.6060177526541],[111.5812,25.188269]]]};;;;2;
courier;4000;4000-336;364;365;JIANGHUA Hunan (江华) - YONGMING Hunan (永明);{"type":"MultiLineString","coordinates":[[[111.59547413477,25.1872326156279],[111.336449,25.2769739999999]]]};;;;2;
courier;4000;4000-337;366;367;PINGXIANG Jiangxi (萍乡) - LILING Hunan (醴陵);{"type":"MultiLineString","coordinates":[[[113.838638,27.6314240000002],[113.494102,27.6685180000001]]]};;;;2;1903 atlas
courier;4000;4000-338;367;696;LILING Hunan (醴陵) - LUKOUYI Hunan (渌口驿);{"type":"MultiLineString","coordinates":[[[113.494102,27.6685180000001],[113.133331298828,27.7000007629395]]]};;;;2;1903 atlas
courier;4000;4000-339;113;369;FURONG Guangdong (芙蓉驿) - LIBUTOU Guangdong (犁步头);{"type":"MultiLineString","coordinates":[[[113.603416442871,24.810209274292],[113.516670227051,24.8999996185303]]]};;;;2;1903 atlas
courier;4000;4000-340;369;370;LIBUTOU Guangdong (犁步头) - LECHANG Guangdong (乐昌);{"type":"MultiLineString","coordinates":[[[113.516670227051,24.8999996185303],[113.346794,25.1348740000001]]]};;;;2;1903 atlas
courier;4000;4000-341;374;375;HETOU Guangdong (河头) - WENGYUAN Guangdong (翁源);{"type":"MultiLineString","coordinates":[[[113.452167760668,24.2641408074867],[113.82032,24.375137]]]};;;;2;1903 atlas
courier;4000;4000-342;376;377;LONGGUIXU Guangdong (龙归墟) - RUYUAN Guangdong (乳源);{"type":"MultiLineString","coordinates":[[[113.462863188587,24.7179138989601],[113.269,24.784]]]};;;;2;1903 atlas
courier;4000;4000-343;379;380;BAISHITANXU Guangdong (白石潭) - DUBUXU Guangdong (社步墟);{"type":"MultiLineString","coordinates":[[[112.759628,24.126741],[112.662041,24.328947]]]};;;;2;1903 atlas
courier;4000;4000-344;380;381;DUBUXU Guangdong (社步墟) - SHUIKOU Guangdong (水口);{"type":"MultiLineString","coordinates":[[[112.662041,24.328947],[112.713646,24.3961849999999]]]};;;;2;1903 atlas
courier;4000;4000-345;385;386;SANZHOU Guangdong (三洲) - GAOMING Guangdong (高明);{"type":"MultiLineString","coordinates":[[[112.848,22.889],[112.695587,22.8623350000001]]]};;;;2;1903 atlas
courier;4000;4000-346;96;387;XI'NAN Guangdong (西南驿) - SIHUI Guangdong (四会);{"type":"MultiLineString","coordinates":[[[112.886070251465,23.1658687591553],[112.694534,23.348709]]]};;;;2;1903 atlas
courier;4000;4000-347;387;388;SIHUI Guangdong (四会) - GUANGNING Guangdong (广宁);{"type":"MultiLineString","coordinates":[[[112.694534,23.348709],[112.43132,23.642736]]]};;;;2;1903 atlas
courier;4000;4000-348;388;389;GUANGNING Guangdong (广宁) - HUAIJI Guangdong (怀集驿);{"type":"MultiLineString","coordinates":[[[112.43132,23.642736],[112.179237,23.9121860000001]]]};;;;2;1903 atlas
courier;4000;4000-349;354;355;YONGDINGWEI Hunan (永定卫) - CILI Hunan (慈利);{"type":"MultiLineString","coordinates":[[[110.484711,29.127953],[111.121712,29.426342]]]};;;;2;1903 atlas
courier;4000;4000-350;355;356;CILI Hunan (慈利) - SHIMEN Hunan (石门);{"type":"MultiLineString","coordinates":[[[111.121712,29.426342],[111.373611,29.588543]]]};;;;2;1903 atlas
courier;4000;4000-351;76;356;LANJIANGYI Hunan (兰江驿) - SHIMEN Hunan (石门);{"type":"MultiLineString","coordinates":[[[111.756988525391,29.6401519775392],[111.373611,29.588543]]]};;;;2;1903 atlas
courier;4000;4000-352;70;699;TAOYUAN Hunan (桃源驿) - ZHENGJIAYI Hunan (郑家驿);{"type":"MultiLineString","coordinates":[[[111.339485,28.7062870000001],[111.477767944336,28.9015979766846]]]};;;;1;1903 atlas
courier;4000;4000-353;308;309;XUNZHOU Guangxi (浔州) - WUXUAN Guangxi (武宣);{"type":"MultiLineString","coordinates":[[[109.655029,23.5967410000001],[110.071663,23.394571]]]};;;;2;1903 atlas
courier;4000;4000-354;307;308;GUIXIAN Guangxi (贵县) - XUNZHOU Guangxi (浔州);{"type":"MultiLineString","coordinates":[[[110.071663,23.394571],[109.608444,23.099092]]]};;;;2;1903 atlas
courier;4000;4000-355;306;307;HENGZHOU Guangxi (横州) - GUIXIAN Guangxi (贵县);{"type":"MultiLineString","coordinates":[[[109.608444,23.099092],[109.267044,22.6929570000001]]]};;;;2;1903 atlas
courier;4000;4000-356;305;306;NANXIANG Guangxi (南乡) - HENGZHOU Guangxi (横州);{"type":"MultiLineString","coordinates":[[[109.267044,22.6929570000001],[109.133331298828,22.6000003814697]]]};;;;2;1903 atlas
courier;4000;4000-357;304;305;YONGCHANG Guangxi (永淐) - NANXIANG Guangxi (南乡);{"type":"MultiLineString","coordinates":[[[109.133331298828,22.6000003814697],[108.914207,22.804642]]]};;;;2;1903 atlas
courier;4000;4000-358;303;304;NANNING Guangxi (南宁府) - YONGCHANG Guangxi (永淐);{"type":"MultiLineString","coordinates":[[[108.914207,22.804642],[108.312073,22.806145]]]};;;;2;1903 atlas
courier;4000;4000-359;304;390;YONGCHANG Guangxi (永淐) - JIAOYIXU Guangxi (校椅);{"type":"MultiLineString","coordinates":[[[108.914207,22.804642],[109.239464,22.835493]]]};;;;2;1903 atlas
courier;4000;4000-360;307;390;GUIXIAN Guangxi (贵县) - JIAOYIXU Guangxi (校椅);{"type":"MultiLineString","coordinates":[[[109.239464,22.835493],[109.608444,23.099092]]]};;;;2;1903 atlas
courier;4000;4000-361;328;329;BOBAI Guangxi (博白) - YULIN Guangxi (郁林);{"type":"MultiLineString","coordinates":[[[110.145882,22.632095],[109.971413,22.2758690000001]]]};;;;2;1903 atlas
courier;4000;4000-362;327;328;HEPU Guangxi (合浦) - BOBAI Guangxi (博白);{"type":"MultiLineString","coordinates":[[[109.971413,22.2758690000001],[109.150001525879,21.6833324432374]]]};;;;2;1903 atlas
courier;4000;4000-363;327;339;HEPU Guangxi (合浦) - BEIHAI Guangxi (北海);{"type":"MultiLineString","coordinates":[[[109.150001525879,21.6833324432374],[109.080520442069,21.6130295304748]]]};;;;2;1903 atlas
courier;4000;4000-364;305;339;NANXIANG Guangxi (南乡) - BEIHAI Guangxi (北海);{"type":"MultiLineString","coordinates":[[[109.133331298828,22.6000003814697],[109.080520442069,21.6130295304748]]]};;;;2;1903 atlas
courier;4000;4000-365;339;340;BEIHAI Guangxi (北海) - ANPU Guangdong (安铺);{"type":"MultiLineString","coordinates":[[[110.016670227051,21.4500007629395],[109.080520442069,21.6130295304748]]]};;;;2;1903 atlas
courier;4000;4000-366;303;391;NANNING Guangxi (南宁府) - QINZHOU Guangxi (钦州);{"type":"MultiLineString","coordinates":[[[108.312073,22.806145],[108.614395,21.951426]]]};;;;2;1903 atlas
courier;4000;4000-367;339;391;BEIHAI Guangxi (北海) - QINZHOU Guangxi (钦州);{"type":"MultiLineString","coordinates":[[[108.614395,21.951426],[109.080520442069,21.6130295304748]]]};;;;2;1903 atlas
courier;4000;4000-368;340;392;ANPU Guangdong (安铺) - SUIXI Guangdong (遂溪);{"type":"MultiLineString","coordinates":[[[110.016670227051,21.4500007629395],[110.250893,21.3829800000001]]]};;;;2;1903 atlas
courier;4000;4000-369;392;394;SUIXI Guangdong (遂溪) - YANGJING Guangdong (洋菁);{"type":"MultiLineString","coordinates":[[[110.250893,21.3829800000001],[110.11496,21.3664230000001]]]};;;;2;1903 atlas
courier;4000;4000-370;393;394;CHENGYUE Guangdong (城月) - YANGJING Guangdong (洋菁);{"type":"MultiLineString","coordinates":[[[110.11496,21.3664230000001],[110.074829,21.174923]]]};;;;2;1903 atlas
courier;4000;4000-371;393;395;CHENGYUE Guangdong (城月) - HAIKANG Guangdong (海康);{"type":"MultiLineString","coordinates":[[[110.074829,21.174923],[110.087914,20.9019580000001]]]};;;;2;1903 atlas
courier;4000;4000-372;395;396;HAIKANG Guangdong (海康) - YINGLI Guangdong (英利驿);{"type":"MultiLineString","coordinates":[[[110.087914,20.9019580000001],[110.083938,20.568853]]]};;;;2;1903 atlas
courier;4000;4000-373;396;397;YINGLI Guangdong (英利驿) - XUWEN Guangdong (徐闻);{"type":"MultiLineString","coordinates":[[[110.083938,20.568853],[110.162781,20.3296760000001]]]};;;;2;1903 atlas
courier;4000;4000-374;340;398;ANPU Guangdong (安铺) - SHICHENG Guangdong (石城);{"type":"MultiLineString","coordinates":[[[110.016670227051,21.4500007629395],[110.273559,21.593603]]]};;;;2;1903 atlas
courier;4000;4000-375;398;399;SHICHENG Guangdong (石城) - LINGSHUIYI Guangdong (陵水驿);{"type":"MultiLineString","coordinates":[[[110.273559,21.593603],[110.625313,21.654028]]]};;;;2;1903 atlas
courier;4000;4000-376;399;400;LINGSHUIYI Guangdong (陵水驿) - NANSHENG Guangdong (南盛);{"type":"MultiLineString","coordinates":[[[110.625313,21.654028],[110.70665,21.7317470000001]]]};;;;2;1903 atlas
courier;4000;4000-377;400;401;NANSHENG Guangdong (南盛) - SHIGU Guangdong (石鼓);{"type":"MultiLineString","coordinates":[[[110.70665,21.7317470000001],[110.76403,21.8307340000001]]]};;;;2;1903 atlas
courier;4000;4000-378;401;402;SHIGU Guangdong (石鼓) - GAOZHOU Guangdong (高州);{"type":"MultiLineString","coordinates":[[[110.76403,21.8307340000001],[110.853813,21.9192140000001]]]};;;;2;1903 atlas
courier;4000;4000-379;308;338;XUNZHOU Guangxi (浔州) - BITANYI Guangxi (碧潭驿);{"type":"MultiLineString","coordinates":[[[110.071663,23.394571],[110.21003,23.6002670000001]]]};;;;2;1903 atlas
courier;4000;4000-380;337;338;PINGNAN Guangxi (平南) - BITANYI Guangxi (碧潭驿);{"type":"MultiLineString","coordinates":[[[110.216999934959,23.6090592540893],[110.394737,23.5499800000001]]]};;;;2;1903 atlas
courier;4000;4000-381;336;337;DANZHU Guangxi (丹竹) - PINGNAN Guangxi (平南);{"type":"MultiLineString","coordinates":[[[110.394737,23.5499800000001],[110.52222442627,23.4694442749024]]]};;;;2;1903 atlas
courier;4000;4000-382;333;334;MENGJIANG Guangxi (濛江) - BAIMAXU Guangxi (白马);{"type":"MultiLineString","coordinates":[[[110.592781066895,23.460277557373],[110.744720458984,23.4675006866455]]]};;;;2;1903 atlas
courier;4000;4000-383;332;333;TENGXIAN Guangxi (藤县) - MENGJIANG Guangxi (濛江);{"type":"MultiLineString","coordinates":[[[110.744720458984,23.4675006866455],[110.904282,23.373119]]]};;;;2;1903 atlas
courier;4000;4000-384;332;403;TENGXIAN Guangxi (藤县) - WUZHOU Guangxi (梧州);{"type":"MultiLineString","coordinates":[[[110.904282,23.373119],[111.308571,23.486898]]]};;;;2;1903 atlas
courier;4000;4000-385;326;404;ZHAOJINYI Guangxi (昭津驿) - ZHAOPING Guangxi (昭潭驿);{"type":"MultiLineString","coordinates":[[[110.6465,24.6357270000001],[110.803612,24.1691230000001]]]};;;;2;1903 atlas
courier;4000;4000-386;403;404;WUZHOU Guangxi (梧州) - ZHAOPING Guangxi (昭潭驿);{"type":"MultiLineString","coordinates":[[[110.803612,24.1691230000001],[111.308571,23.486898]]]};;;;2;1903 atlas
courier;4000;4000-387;403;405;WUZHOU Guangxi (梧州) - ZHAOQING Guangdong (崧台驿);{"type":"MultiLineString","coordinates":[[[111.308571,23.486898],[112.453155,23.056921]]]};;;;2;1903 atlas
courier;4000;4000-388;101;378;ANYUAN Guangdong (安远驿) - SHAHE Guangdong (沙河);{"type":"MultiLineString","coordinates":[[[113.022132873535,23.7207279205323],[112.889171,23.9889830000001]]]};;;;2;1903 atlas
courier;4000;4000-389;378;379;SHAHE Guangdong (沙河) - BAISHITANXU Guangdong (白石潭);{"type":"MultiLineString","coordinates":[[[112.889171,23.9889830000001],[112.759628,24.126741]]]};;;;2;1903 atlas
courier;4000;4000-390;381;382;SHUIKOU Guangdong (水口) - YANGSHAN Guangdong (阳山);{"type":"MultiLineString","coordinates":[[[112.713646,24.3961849999999],[112.638267,24.485014]]]};;;;2;1903 atlas
courier;4000;4000-391;382;383;YANGSHAN Guangdong (阳山) - LIANZHOU Guangdong (连州);{"type":"MultiLineString","coordinates":[[[112.638267,24.485014],[112.378121,24.7797010000001]]]};;;;2;1903 atlas
courier;4000;4000-392;383;384;LIANZHOU Guangdong (连州) - SANJIANG Guangdong (三江);{"type":"MultiLineString","coordinates":[[[112.378121,24.7797010000001],[112.283,24.719]]]};;;;2;1903 atlas
courier;4000;4000-393;109;374;YINGDE Guangdong (英德) - HETOU Guangdong (河头);{"type":"MultiLineString","coordinates":[[[113.402076721192,24.1729373931886],[113.452167760668,24.2641408074867]]]};;;;1;1903 atlas
