collection;place_id;toponym;gazetteer_uri;gazetteer_label;lng;lat;status;source;comment
courier;469;WENJIANG Sichuan (温江);http://maps.cga.harvard.edu/tgaz/placename/hvd_1307;;103.830605;30.702269;B;PA_1903;
courier;470;HANZHOU Sichuan (汉州);http://maps.cga.harvard.edu/tgaz/placename/hvd_1233;;104.283066;30.981310;Y;MDYZK;
courier;471;ANYUANYI Sichuan (安远驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_21290;;103.578148;31.477791;Y;MDYZK;
courier;472;HANSHUIYI Sichuan (寒水驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_1190;;103.480194;31.297791;Y;MDYZK;
courier;473;YONGKANGYI Sichuan (永康驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_1223;;103.621404;31.012613;Y;MDYZK;
courier;474;HULINYI Sichuan (护林驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_9703;;103.853035;31.688931;Y;MDYZK;
courier;475;JIANGYOU Sichuan (江油);http://maps.cga.harvard.edu/tgaz/placename/hvd_1194;;104.776527;31.882812;Y;MDYZK;
courier;476;ZHONGBA Sichuan (中坝);http://maps.cga.harvard.edu/tgaz/placename/hvd_21293;;104.740952;31.778116;N;PA_1903;
courier;477;ZHANGMING Sichuan (彰明);http://maps.cga.harvard.edu/tgaz/placename/hvd_1197;;104.718544;31.718632;N;PA_1903;
courier;478;GUSONGYI Sichuan (古松驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_9700;;103.592697;32.648323;Y;MDYZK;
courier;479;WUPINGYI Sichuan (武平驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_1185;;104.529724;32.413155;Y;MDYZK;
courier;480;HUANGHUAYI Sichuan (皇华驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_9707;;105.087570;31.094620;N;MDYZK;
courier;481;WUCHENGYI Sichuan (五城驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_1192;;104.679047;31.044277;Y;MDYZK;
courier;482;JIANZHOU Sichuan (简州);http://maps.cga.harvard.edu/tgaz/placename/hvd_1309;;104.550407;30.390272;Y;MDYZK;
courier;483;BAXIAN Chongqing (巴县);http://maps.cga.harvard.edu/tgaz/placename/hvd_1276;;106.552667;29.559972;Y;MDYZK;
courier;702;GUCHENG Hubei (谷城);http://maps.cga.harvard.edu/tgaz/placename/hvd_631;;111.645805;32.269360;Y;MDYZK;
courier;484;LAIFENGYI Chongqing (来凤驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_21480;;106.202049;29.436478;Y;MDYZK;
courier;485;CANGXI Sichuan (苍溪驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_1201;;105.933037;31.743105;Y;MDYZK;
courier;486;JINPINGYI Sichuan (锦屏驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_1200;;105.967033;31.583160;Y;MDYZK;
courier;487;NANBU Sichuan (南部);http://maps.cga.harvard.edu/tgaz/placename/hvd_1204;;106.058586;31.359615;B;PA_1903;
courier;488;XICHONG Sichuan (西充);http://maps.cga.harvard.edu/tgaz/placename/hvd_1241;;105.880943;31.010458;B;PA_1903;
courier;489;NANCHONG Sichuan (南充);http://maps.cga.harvard.edu/tgaz/placename/hvd_1243;;106.080727;30.798986;N;PA_1903;
courier;490;DINGYUAN Sichuan (定远);http://maps.cga.harvard.edu/tgaz/placename/hvd_1246;;106.258400;30.272371;N;PA_1903;
courier;491;HEYANGYI Chongqing (合阳驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_1244;;106.259560;30.003942;N;MDYZK;
courier;492;FENGTAI Beijing (丰台区);http://maps.cga.harvard.edu/tgaz/placename/hvd_15925;;116.283989;39.849449;B;PA_1903;
courier;493;ZHANGXINDIAN Beijing (长辛店);http://maps.cga.harvard.edu/tgaz/placename/hvd_15924;;116.193977;39.827301;L;PA_1903;
courier;494;QINGYUANYI Hebei (清苑驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_9503;;115.493477;39.349037;N;MDYZK;
courier;495;LIANGGEZHUANG Hebei (梁各庄);http://maps.cga.harvard.edu/tgaz/placename/hvd_135230;;115.400124;39.383537;N;PA_1903;
courier;496;GAOBEIDIAN Hebei (高碑店);http://maps.cga.harvard.edu/tgaz/placename/hvd_134830;;115.858864;39.325760;P;PA_1903;
courier;497;FENSHUIYI Hebei (汾水驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_15477;;116.008331;39.110516;Y;MDYZK;
courier;498;MAOZHOUZHEN Hebei (鄚州镇);http://maps.cga.harvard.edu/tgaz/placename/hvd_15626;;116.107063;38.860367;N;PA_1903;
courier;499;SANSHILIPU Hebei (三十里铺);http://maps.cga.harvard.edu/tgaz/placename/hvd_133508;;116.071208;38.565570;N;PA_1903;
courier;500;SHIMENQIAO Hebei (石门桥);http://maps.cga.harvard.edu/tgaz/placename/hvd_133550;;116.051177;38.635622;N;PA_1903;
courier;501;BAIGOUYI Hebei (白沟驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_134786;;115.550667;38.950523;N;MDYZK;
courier;502;XINGYANG Hebei (陉阳驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_134753;;115.244057;38.780209;N;MDYZK;
courier;503;QIZHOU Hebei (祁州);http://maps.cga.harvard.edu/tgaz/placename/hvd_24;;115.315086;38.412342;N;PA_1903;
courier;504;DONGTING Hebei (东亭);http://maps.cga.harvard.edu/tgaz/placename/hvd_133393;;115.125023;38.474880;N;PA_1903;
courier;505;JINZHOU Hebei (晋州);http://maps.cga.harvard.edu/tgaz/placename/hvd_131;;115.035423;38.032494;B;PA_1903;
courier;506;JIANQIAOZHEN Hebei (建桥镇);http://maps.cga.harvard.edu/tgaz/placename/hvd_133523;;116.272868;37.948888;N;PA_1903;
courier;507;LINMINGYI Hebei (临铭驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_93;;114.499619;36.936829;Y;MDYZK;
courier;508;LINMINGGUAN Hebei (临铭驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_15645;;114.482628;36.790363;Y;MDYZK;
courier;510;DAMINGFU Hebei (大名府);http://maps.cga.harvard.edu/tgaz/placename/hvd_9507;;115.146500;36.275528;Y;MDYZK;
courier;511;GUANGPING Hebei (广平);http://maps.cga.harvard.edu/tgaz/placename/hvd_63;;114.934162;36.477511;B;PA_1903;
courier;512;FEIXIANG Hebei (肥乡);http://maps.cga.harvard.edu/tgaz/placename/hvd_61;;114.803101;36.552029;Y;MDYZK;
courier;513;NANLE Henan (南乐);http://maps.cga.harvard.edu/tgaz/placename/hvd_37;;115.197624;36.077473;Y;MDYZK;
courier;514;QINGFENG Henan (清丰);http://maps.cga.harvard.edu/tgaz/placename/hvd_42;;115.110039;35.908768;Y;MDYZK;
courier;515;KAIZHOU Henan (开州);http://maps.cga.harvard.edu/tgaz/placename/hvd_40;;115.005928;35.754284;Y;MDYZK;
courier;516;LONGWANGMIAO Hebei (龙王庙);http://maps.cga.harvard.edu/tgaz/placename/hvd_134226;;115.221046;36.221699;N;PA_1903;
courier;517;MATOU Hebei (码头);http://maps.cga.harvard.edu/tgaz/placename/hvd_15655;;114.423615;36.473610;N;PA_1903;
courier;518;YUHE Beijing (榆河驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_99;;116.223679;40.222099;N;MDYZK;
courier;519;TUMUYI Hebei (土木驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_121942;;115.759587;40.361333;L;MDYZK;
courier;520;WANQUANDUSI Hebei (万全都司);http://maps.cga.harvard.edu/tgaz/placename/hvd_9511;;115.051147;40.610363;L;PA_1903;
courier;521;ZHAOCHUANBAO Hebei (赵川堡);http://maps.cga.harvard.edu/tgaz/placename/hvd_15796;;115.344215;40.682587;N;PA_1903;
courier;522;LONGMEN Hebei (龙门);http://maps.cga.harvard.edu/tgaz/placename/hvd_71;;115.572678;40.779194;Y;MDYZK;
courier;523;CHICHENG Hebei (赤城县);http://maps.cga.harvard.edu/tgaz/placename/hvd_82;;115.813980;40.913486;B;PA_1903;
courier;524;DUSHIKOU Hebei (独石堡);http://maps.cga.harvard.edu/tgaz/placename/hvd_76;;115.711235;41.313564;Y;MDYZK;
courier;525;ZHANGJIAKOU Hebei (张家口);http://maps.cga.harvard.edu/tgaz/placename/hvd_85;;114.885941;40.791256;N;PA_1903;
courier;526;WANQUAN Hebei (万全);http://maps.cga.harvard.edu/tgaz/placename/hvd_84;;114.734733;40.864902;Y;MDYZK;
courier;528;SHUNYI Beijing (顺义驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_98;;116.641403;40.127552;Y;MDYZK;
courier;529;MIYUN Beijing (密云驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_100;;116.840462;40.371483;Y;MDYZK;
courier;530;SHIXIA Beijing (石匣驿);;;117.066666;40.549999;Y;MDYZK;
courier;531;GUBEIKOU Beijing (古北口);http://maps.cga.harvard.edu/tgaz/placename/hvd_15887;;117.159035;40.687542;N;PA_1903;
courier;532;LUANPING Hebei (滦平);http://maps.cga.harvard.edu/tgaz/placename/hvd_67;;117.730652;40.949322;N;PA_1903;
courier;533;CHENGDEFU Hebei (承德府);http://maps.cga.harvard.edu/tgaz/placename/hvd_9510;;117.919853;40.965794;Y;MDYZK;
courier;534;ZHANGSANYING Hebei (张三营);http://maps.cga.harvard.edu/tgaz/placename/hvd_15747;;117.740593;41.571518;N;PA_1903;
courier;535;HUANGGUTUN Hebei (黄姑屯);http://maps.cga.harvard.edu/tgaz/placename/hvd_15665;;117.726204;41.313469;N;PA_1903;
courier;536;TAIPINGDI Hebei (太平地);http://maps.cga.harvard.edu/tgaz/placename/hvd_15722;;118.153435;41.901890;N;PA_1903;
courier;537;WEICHANG Hebei (围场);http://maps.cga.harvard.edu/tgaz/placename/hvd_166713;;117.740227;41.942501;B;PA_1903;
courier;538;DAOKOUZHEN Henan (道口镇);http://maps.cga.harvard.edu/tgaz/placename/hvd_149006;;114.510803;35.581505;Y;MDYZK;
courier;539;GONGXIAN Henan (洛口驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_564;;113.019588;34.778924;N;MDYZK;
courier;540;SHOUYANGYI Henan (首阳驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_549;;112.813207;34.714908;N;MDYZK;
courier;541;ZHOUNANYI Henan (周南驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_9595;;112.382630;34.665276;N;MDYZK;
courier;542;MENGJIN Henan (孟津);http://maps.cga.harvard.edu/tgaz/placename/hvd_555;;112.636742;34.813835;B;PA_1903;
courier;543;HEYANGYI Henan (河阳驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_554;;112.782799;34.903179;N;MDYZK;
courier;544;HUAIQINGFU Henan (覃怀驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_9592;;112.936989;35.089302;N;MDYZK;
courier;545;JIYUAN Henan (济源);http://maps.cga.harvard.edu/tgaz/placename/hvd_529;;112.582672;35.092438;B;PA_1903;
courier;546;CHONGNINGYI Henan (崇宁驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_532;;113.660217;35.268127;N;MDYZK;
courier;547;WU’ANYI Henan (武安驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_530;;113.434837;35.231197;N;MDYZK;
courier;548;WANSHANYI Henan (万善驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_149079;;112.961137;35.176489;Y;MDYZK;
courier;549;NINGGUOYI Henan (宁郭驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_149132;;113.203026;35.149693;Y;MDYZK;
courier;550;XIHEYING Hebei (西河营);http://maps.cga.harvard.edu/tgaz/placename/hvd_135496;;114.760765;39.961494;N;PA_1903;
courier;551;WEIZHOU Hebei (蔚州);http://maps.cga.harvard.edu/tgaz/placename/hvd_81;;114.569054;39.840538;L;PA_1903;
courier;552;TAOHUABAO Hebei (桃花堡);http://maps.cga.harvard.edu/tgaz/placename/hvd_135498;;114.989136;40.062050;N;PA_1903;
courier;804;SANCHAYI Gansu (三岔驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_151174;;104.328697;34.879307;Y;MDYZK;
courier;553;JIJIAZHUANG Hebei (吉家庄);http://maps.cga.harvard.edu/tgaz/placename/hvd_135497;;114.851044;40.018093;N;PA_1903;
courier;556;BAO'ANZHOU Hebei (保安州);http://maps.cga.harvard.edu/tgaz/placename/hvd_79;;115.214745;40.376556;L;MDYZK;
courier;557;FANSHANBAO Hebei (蠜山堡);http://maps.cga.harvard.edu/tgaz/placename/hvd_15801;;115.430687;40.216488;N;PA_1903;
courier;558;SHACHENG Hebei (沙城);http://maps.cga.harvard.edu/tgaz/placename/hvd_15807;;115.510704;40.397659;L;PA_1903;
courier;559;TUMUYI Hebei (土木驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_15812;;115.403694;40.436127;L;PA_1903;
courier;560;JIMINGBAO Hebei (鸡鸣驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_15775;;115.310730;40.454426;Y;MDYZK;
courier;563;HEDONGYI Shanxi (河东驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_9696;;110.332306;34.835129;Y;MDYZK;
courier;564;TONGGUANTING Shaanxi (潼关);http://maps.cga.harvard.edu/tgaz/placename/hvd_955;;110.273651;34.598808;B;PA_1903;
courier;565;TAOLINYI Henan (桃林驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_544;;110.941490;34.684616;N;MDYZK;
courier;566;GUTANGYI Henan (甘棠驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_9602;;111.155629;34.790542;N;MDYZK;
courier;567;LICHENGYI Henan (蠡城驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_547;;111.766312;34.765198;N;MDYZK;
courier;568;HANGUANYI Henan (函关驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_553;;112.144302;34.733059;N;MDYZK;
courier;569;XUZHOUYI Henan (许州驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_9596;;113.819748;34.031391;N;MDYZK;
courier;570;KANGCUNYI Henan (亢村驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_18031;;113.681358;35.124962;Y;MDYZK;
courier;571;SHIMENZHENYI Hebei (石门镇驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_15544;;117.696754;40.112427;Y;MDYZK;
courier;572;ZUNHUA Hebei (遵化驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_9505;;117.957985;40.184448;Y;MDYZK;
courier;573;HEHEYI Beijing (和合驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_136426;;116.871553;39.769569;Y;MDYZK;
courier;574;ZHANGJIAWAN Beijing (张家湾);http://maps.cga.harvard.edu/tgaz/placename/hvd_136421;;116.698002;39.846869;Y;MDYZK;
courier;575;HEXIYI Tianjin (河西驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_136599;;116.953323;39.621647;Y;MDYZK;
courier;576;YANGQINGYI Tianjin (杨青驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_9514;;117.187820;39.136971;N;MDYZK;
courier;577;YANGCUNYI Tianjin (杨村驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_136610;;117.063126;39.378593;Y;MDYZK;
courier;578;YUGUANYI Hebei (榆关驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_15985;;119.770241;40.010193;N;MDYZK;
courier;579;SUNINGYI Henan (索亭驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_566;;113.534416;34.874363;N;MDYZK;
courier;580;YINGYANG Henan (荥阳);http://maps.cga.harvard.edu/tgaz/placename/hvd_565;;113.347397;34.783108;Y;MDYZK;
courier;581;PUTIANYI Henan (圃田驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_570;;114.026253;34.732094;N;MDYZK;
courier;582;WEISHIYI Henan (尉氏驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_576;;114.180771;34.413452;Y;MDYZK;
courier;583;WEICHUANYI Henan (洧川驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_561;;113.980119;34.288289;Y;MDYZK;
courier;584;SHANGCAIYI Henan (上蔡驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_622;;114.259353;33.267239;Y;MDYZK;
courier;585;RUYANGYI Henan (汝阳驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_600;;114.344249;33.004816;Y;MDYZK;
courier;586;ZHENYANG Henan (真阳县);http://maps.cga.harvard.edu/tgaz/placename/hvd_614;;114.381210;32.609119;Y;MDYZK;
courier;587;LUOSHAN Henan (罗山);http://maps.cga.harvard.edu/tgaz/placename/hvd_620;;114.522240;32.202374;Y;MDYZK;
courier;588;SHAWO Henan (沙窝);http://maps.cga.harvard.edu/tgaz/placename/hvd_150011;;115.125107;31.697765;L;PA_1903;
courier;589;SUIPING Henan (遂平);http://maps.cga.harvard.edu/tgaz/placename/hvd_597;;113.989113;33.147839;B;PA_1903;
courier;590;QUESHAN Henan (确山);http://maps.cga.harvard.edu/tgaz/placename/hvd_619;;114.016779;32.810902;B;PA_1903;
courier;591;WANCHENGYI Henan (宛城驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_9599;;112.535469;33.001678;N;MDYZK;
courier;592;LINSHUIYI Henan (林水驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_18199;;112.511000;32.755000;Y;MDYZK;
courier;593;SHENCHENGYI Henan (莘城驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_573;;114.524528;34.673195;N;MDYZK;
courier;594;YONGQIUYI Henan (雍丘驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_121957;;114.774483;34.553513;Y;MDYZK;
courier;595;YONGQIUYI Henan (雍丘驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_580;;114.774483;34.553513;Y;MDYZK;
courier;596;KUIQIUYI Henan (葵丘驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_1742;;115.065971;34.430504;Y;MDYZK;
courier;597;NINGCHENGYI Henan (宁城驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_582;;115.315368;34.445976;Y;MDYZK;
courier;598;SHANGQIUYI Henan (商丘驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_581;;115.607452;34.385052;Y;MDYZK;
courier;599;SHILIUGUYI Henan (石榴固驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_148452;;115.858717;34.235128;Y;MDYZK;
courier;600;HUITINGYI Henan (会亭驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_148593;;116.068848;34.097176;Y;MDYZK;
courier;601;TAIQIUYI Henan (太丘驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_607;;116.363998;33.939457;Y;MDYZK;
courier;602;SHAJIANYI Shanxi (砂涧驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_147443;;113.544609;39.275150;N;MDYZK;
courier;603;JIUYUANYI Shanxi (九原驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_9684;;112.731201;38.398563;Y;MDYZK;
courier;604;GUANGWUYI Shanxi (广武驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_147326;;112.785454;39.201519;Y;MDYZK;
courier;605;CHENGDONGYI Shanxi (城东驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_1089;;112.421997;39.307999;Y;MDYZK;
courier;607;PIANTOUGUANSUO Shanxi (偏头关所);http://maps.cga.harvard.edu/tgaz/placename/hvd_1083;;111.497002;39.442001;N;MDYZK;
courier;610;YONGNINGYI Shanxi (永宁驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_1074;;111.571893;38.701987;Y;MDYZK;
courier;611;LANXIAN Shanxi (岚县);http://maps.cga.harvard.edu/tgaz/placename/hvd_1097;;111.693001;38.390999;Y;MDYZK;
courier;612;NAONIYI Shanxi (闹埿驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_1098;;111.940109;38.357658;Y;MDYZK;
courier;613;KANGJIAHUIYI Shanxi (康家会驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_147310;;112.187622;38.316681;Y;MDYZK;
courier;614;LINGJINGYI Shanxi (凌井驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_144859;;112.415596;38.139614;Y;MDYZK;
courier;615;GUANGLING Shanxi (广灵);http://maps.cga.harvard.edu/tgaz/placename/hvd_1094;;114.276054;39.763554;Y;MDYZK;
courier;616;WENGCHENGKOUYI Shanxi (瓮城口驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_146319;;113.501696;39.878458;Y;MDYZK;
courier;617;HUNYUAN Shanxi (浑源州);http://maps.cga.harvard.edu/tgaz/placename/hvd_1090;;113.684898;39.696335;Y;MDYZK;
courier;618;YUNZHONGYI Shanxi (云中驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_9680;;113.296387;40.092838;L;MDYZK;
courier;619;XI’ANYI Shanxi (西安驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_1091;;113.102997;39.820000;N;MDYZK;
courier;620;ANYINZIYI Shanxi (安银子驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_1092;;113.183650;39.559093;N;MDYZK;
courier;621;SHANGYINYI Shanxi (山阴驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_1087;;112.942734;39.440437;Y;MDYZK;
courier;623;TONGGEYI Shanxi (同戈驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_145002;;112.509769;37.595864;Y;MDYZK;
courier;624;JIALINGYI Shanxi (贾令驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_144963;;112.356949;37.415253;Y;MDYZK;
courier;625;RENYI Shanxi (仁义驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_147932;;111.766853;36.745735;Y;MDYZK;
courier;626;HOUSHANYI Shanxi (霍山驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_145239;;111.338074;35.608864;N;MDYZK;
courier;627;PANTUOYI Shanxi (盘陀驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_20768;;112.482773;37.235687;Y;MDYZK;
courier;628;NANGUANYI Shanxi (南关驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_20745;;112.509659;37.095898;Y;MDYZK;
courier;629;QUANDIANYI Shanxi (权店驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_20850;;112.580080;36.953118;Y;MDYZK;
courier;630;QINYANGYI Shanxi (沁阳驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_9692;;112.698982;36.757431;Y;MDYZK;
courier;631;YUTINGYI Shanxi (毓婷驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_20834;;112.805954;36.569282;N;MDYZK;
courier;632;ZHANGZEYI Shanxi (漳泽驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_9693;;113.103485;36.183537;N;MDYZK;
courier;633;YUWUYI Shanxi (余吾驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_145634;;112.826920;36.378372;Y;MDYZK;
courier;634;CHANGPINGYI Shanxi (长平驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_146161;;112.855727;35.899508;Y;MDYZK;
courier;635;GAOPING Shanxi (高平);http://maps.cga.harvard.edu/tgaz/placename/hvd_1157;;112.919586;35.792057;Y;MDYZK;
courier;636;QIAOCUNYI Shanxi (乔村驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_20927;;112.885002;35.698002;Y;MDYZK;
courier;637;TAIHANGYI Shanxi (太行驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_9695;;112.839157;35.504318;Y;MDYZK;
courier;638;LONGSHANZHENYI Shandong (龙山镇驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_20309;;117.348885;36.731243;Y;MDYZK;
courier;639;JINGLINGZHENYI Shandong (金岭镇驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_20336;;118.195038;36.799858;Y;MDYZK;
courier;640;QINGSHEYI Shandong (青社驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_9790;;118.478272;36.687916;Y;MDYZK;
courier;641;WEIXIAN Shandong (潍县);http://maps.cga.harvard.edu/tgaz/placename/hvd_1040;;119.106499;36.702705;Y;MDYZK;
courier;642;CHANGYI Shandong (昌邑);http://maps.cga.harvard.edu/tgaz/placename/hvd_1041;;119.399979;36.855667;Y;MDYZK;
courier;643;HUIBUYI Shandong (灰埠驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_20345;;119.707970;36.989552;Y;MDYZK;
courier;644;LAIZHOUFU Shandong (莱州府);http://maps.cga.harvard.edu/tgaz/placename/hvd_9672;;119.938004;37.175430;Y;MDYZK;
courier;645;HUANGSHANGUANYI Shandong (黄山馆驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_20252;;120.275146;37.540878;Y;MDYZK;
courier;646;HUANGXIAN Shandong (黄县);http://maps.cga.harvard.edu/tgaz/placename/hvd_1016;;120.520739;37.646674;Y;MDYZK;
courier;647;DENGZHOUFU Shandong (登州府);http://maps.cga.harvard.edu/tgaz/placename/hvd_9668;;120.740502;37.804516;Y;MDYZK;
courier;649;WUNINGYI Shandong (五宁驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_1029;;116.768082;36.250946;Y;MDYZK;
courier;650;QINGCHUANCUNYI Shandong (清川村驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_1058;;116.790016;35.764397;Y;MDYZK;
courier;651;XINJIAYI Shandong (新嘉驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_20425;;116.669609;35.650402;Y;MDYZK;
courier;652;TONGCHENGYI Shandong (铜城驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_20293;;116.239425;36.329586;Y;MDYZK;
courier;653;JIUXIANYI Shandong (旧县驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_142748;;116.236664;36.121021;Y;MDYZK;
courier;654;BAISHANDAOYI Anhui (百善道驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_43278;;116.659035;33.788269;Y;MDYZK;
courier;655;HAOLIANGYI Anhui (濠梁驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_9785;;117.537746;32.865348;N;MDYZK;
courier;656;HUCHENGYI Anhui (护城驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_23070;;117.571381;32.065067;Y;MDYZK;
courier;657;ZHANGQIAOYI Anhui (张桥驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_130411;;117.619057;32.329155;Y;MDYZK;
courier;658;SANGOUYI Anhui (三沟驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_130312;;116.975045;31.502898;Y;MDYZK;
courier;659;PAIHEYI Anhui (派河驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_130980;;117.157761;31.716938;Y;MDYZK;
courier;660;YEYIYI Jiangsu (棠邑驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_40560;;118.837898;32.348419;Y;MDYZK;
courier;661;MEIXINYI Anhui (梅心驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_130301;;117.020150;31.340373;Y;MDYZK;
courier;662;TAOCHONGYI Anhui (陶冲驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_130215;;116.790157;30.922533;Y;MDYZK;
courier;663;XIAOCHIYI Anhui (小池驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_22951;;116.395973;30.524670;Y;MDYZK;
courier;668;LIPINGYI Hubei (李坪驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_18552;;114.868240;30.631775;Y;MDYZK;
courier;669;LVYANYI Hubei (吕堰驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_18306;;112.228928;32.265553;Y;MDYZK;
courier;670;SHIQIAOYI Hubei (石桥驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_18373;;112.227371;31.260685;Y;MDYZK;
courier;671;LIYANGYI Hubei (丽阳驿);http://maps.cga.harvard.edu/tgaz/placename/hvd_18354;;112.318733;31.433531;Y;MDYZK;
