FID,the_geom,MAJ_MINOR,SOURCE
ming_courier_routes_2014_kei.203,"MULTILINESTRING ((110.94999694824224 35.06666564941412, 110.59600100000006 35.056000000000154))",1,MDYZK
ming_courier_routes_2014_kei.204,"MULTILINESTRING ((110.59600100000006 35.056000000000154, 110.33230590820312 34.835128784179744))",1,MDYZK
ming_courier_routes_2014_kei.205,"MULTILINESTRING ((110.33230590820312 34.83512878417969, 110.27365112304688 34.59880828857422))",1,MDYZK
ming_courier_routes_2014_kei.206,"MULTILINESTRING ((110.27365112304688 34.59880828857422, 110.08936309814453 34.56830978393555))",1,
ming_courier_routes_2014_kei.207,"MULTILINESTRING ((110.08936309814453 34.56830978393555, 110.07839965820312 34.53443145751953))",1,
ming_courier_routes_2014_kei.208,"MULTILINESTRING ((110.07839965820312 34.53443145751953, 109.50123596191406 34.50299835205078))",1,
ming_courier_routes_2014_kei.209,"MULTILINESTRING ((109.50123596191406 34.50299835205078, 109.23829650878906 34.43141174316406))",1,
ming_courier_routes_2014_kei.210,"MULTILINESTRING ((109.23829650878906 34.43141174316406, 108.94420623779297 34.266605377197266))",1,
ming_courier_routes_2014_kei.211,"MULTILINESTRING ((108.94420623779303 34.266605377197266, 108.70994600000012 34.33905400000015))",2,
ming_courier_routes_2014_kei.212,"MULTILINESTRING ((108.527099609375 34.42853927612305, 108.23560333251953 34.53030014038086))",2,
ming_courier_routes_2014_kei.213,"MULTILINESTRING ((108.23560333251953 34.53030014038086, 108.0439682006836 34.812747955322266))",2,
ming_courier_routes_2014_kei.214,"MULTILINESTRING ((108.0439682006836 34.812747955322266, 108.07798767089844 35.03965759277344))",2,
ming_courier_routes_2014_kei.215,"MULTILINESTRING ((108.07798767089844 35.03965759277344, 107.78932189941406 35.205440521240234))",2,
ming_courier_routes_2014_kei.216,"MULTILINESTRING ((107.78932189941406 35.205440521240234, 107.36338806152344 35.32880783081055))",2,
ming_courier_routes_2014_kei.217,"MULTILINESTRING ((107.3633880615235 35.32880783081055, 106.97579200000007 35.429417000000285))",2,
ming_courier_routes_2014_kei.218,"MULTILINESTRING ((106.97579200000007 35.429417000000285, 106.68566131591803 35.535846710205305))",2,
ming_courier_routes_2014_kei.219,"MULTILINESTRING ((106.68566131591803 35.535846710205305, 106.31996900000001 35.691391000000294))",2,
ming_courier_routes_2014_kei.220,"MULTILINESTRING ((106.31996900000001 35.691391000000294, 106.1222381591798 35.61709213256836))",2,
ming_courier_routes_2014_kei.221,"MULTILINESTRING ((106.12223815917969 35.61709213256836, 105.72882080078125 35.52409744262695))",2,
ming_courier_routes_2014_kei.222,"MULTILINESTRING ((105.7288208007813 35.52409744262695, 105.4349180000001 35.70248000000015))",2,
ming_courier_routes_2014_kei.223,"MULTILINESTRING ((105.05613708496105 35.694198608398494, 104.84650400000015 35.658009000000106))",2,
ming_courier_routes_2014_kei.224,"MULTILINESTRING ((104.62030792236328 35.57509231567383, 104.10787200927734 35.84682083129883))",2,
ming_courier_routes_2014_kei.225,"MULTILINESTRING ((104.00359300000014 35.974228000000494, 103.84713745117199 36.04703140258812))",2,
ming_courier_routes_2014_kei.226,"MULTILINESTRING ((108.70994600000012 34.33905400000015, 108.4826049804688 34.29872131347656))",1,
ming_courier_routes_2014_kei.227,"MULTILINESTRING ((108.48260498046875 34.29872131347656, 108.1051025390625 34.332054138183594))",1,
ming_courier_routes_2014_kei.228,"MULTILINESTRING ((108.1051025390625 34.332054138183594, 107.86849212646484 34.36182403564453))",1,
ming_courier_routes_2014_kei.229,"MULTILINESTRING ((107.86849212646484 34.36182403564453, 107.62709045410156 34.43963623046875))",1,
ming_courier_routes_2014_kei.230,"MULTILINESTRING ((107.62709045410156 34.43963623046869, 107.38591800000012 34.52251799999999))",1,
ming_courier_routes_2014_kei.231,"MULTILINESTRING ((107.14038848876953 34.38187026977545, 106.9460620000001 34.23448600000006))",1,
ming_courier_routes_2014_kei.232,"MULTILINESTRING ((106.92734500000006 33.619236, 106.9692611694336 33.20038986206055))",1,
ming_courier_routes_2014_kei.233,"MULTILINESTRING ((106.9692611694336 33.20038986206055, 106.7748031616211 33.137901306152344))",1,
ming_courier_routes_2014_kei.234,"MULTILINESTRING ((106.38165000000015 33.07498100000004, 106.29187800000005 33.04306400000013))",1,
ming_courier_routes_2014_kei.235,"MULTILINESTRING ((105.85260799999998 32.54852700000015, 105.83299255371105 32.44388961791992))",1,
ming_courier_routes_2014_kei.236,"MULTILINESTRING ((104.28306599999996 30.98131000000012, 104.16054534912115 30.831390380859432))",1,
ming_courier_routes_2014_kei.237,"MULTILINESTRING ((104.1605453491211 30.831390380859375, 104.07799530029297 30.6503849029541))",1,
ming_courier_routes_2014_kei.238,"MULTILINESTRING ((104.01197799999997 25.65714500000001, 103.82211303710938 25.609928131103516))",1,
ming_courier_routes_2014_kei.239,"MULTILINESTRING ((103.06188999999999 25.220108000000018, 103.253716 25.562204000000015))",2,1903 atlas
ming_courier_routes_2014_kei.240,"MULTILINESTRING ((103.25371551513672 25.562204360961914, 103.29463999999999 26.420563000000016))",2,1903 atlas
ming_courier_routes_2014_kei.241,"MULTILINESTRING ((103.88333129882807 26.53333282470703, 104.1064070000001 26.21884200000011))",2,1903 atlas
ming_courier_routes_2014_kei.242,"MULTILINESTRING ((103.7967758178711 25.4958438873291, 103.662529 25.03226500000001))",2,1903 atlas
ming_courier_routes_2014_kei.243,"MULTILINESTRING ((103.662529 25.03226500000001, 103.68333435058591 24.833333969116225))",2,1903 atlas
ming_courier_routes_2014_kei.244,"MULTILINESTRING ((103.68333435058591 24.833333969116225, 103.43320499999997 24.40935900000001))",2,1903 atlas
ming_courier_routes_2014_kei.245,"MULTILINESTRING ((103.43320499999997 24.40935900000001, 103.41073600000001 24.11117400000001))",2,1903 atlas
ming_courier_routes_2014_kei.246,"MULTILINESTRING ((103.41073600000001 24.11117400000001, 103.23380999999999 23.71490500000001))",2,1903 atlas
ming_courier_routes_2014_kei.247,"MULTILINESTRING ((103.23380999999999 23.71490500000001, 103.39257000000002 23.369949000000013))",2,1903 atlas
ming_courier_routes_2014_kei.248,"MULTILINESTRING ((103.39257000000002 23.369949000000013, 104.060753 23.49956700000001))",2,1903 atlas
ming_courier_routes_2014_kei.249,"MULTILINESTRING ((104.060753 23.49956700000001, 104.23555 23.376131000000008))",2,1903 atlas
ming_courier_routes_2014_kei.250,"MULTILINESTRING ((104.23555 23.376131000000008, 104.39596299999997 23.021482000000006))",2,1903 atlas
ming_courier_routes_2014_kei.251,"MULTILINESTRING ((103.39257000000002 23.369949000000013, 103.95922899999998 22.518724000000013))",2,1903 atlas
ming_courier_routes_2014_kei.252,"MULTILINESTRING ((103.23380999999999 23.71490500000001, 103.09805297851561 24.223054885864272))",2,1903 atlas
ming_courier_routes_2014_kei.253,"MULTILINESTRING ((103.09805297851561 24.223054885864272, 103.115280151367 24.57250022888181))",2,1903 atlas
ming_courier_routes_2014_kei.254,"MULTILINESTRING ((103.115280151367 24.57250022888181, 103.14197499999999 24.91106600000001))",2,1903 atlas
ming_courier_routes_2014_kei.255,"MULTILINESTRING ((103.14197499999999 24.91106600000001, 102.7103500366211 25.045913696289062))",2,1903 atlas
ming_courier_routes_2014_kei.256,"MULTILINESTRING ((102.7103500366211 25.045913696289062, 102.59973899999997 24.673285000000014))",2,1903 atlas
ming_courier_routes_2014_kei.257,"MULTILINESTRING ((102.5956381608403 24.677437115163375, 102.537323 24.355511000000018))",2,1903 atlas
ming_courier_routes_2014_kei.258,"MULTILINESTRING ((102.537323 24.355511000000018, 102.63928199999998 24.141741000000014))",2,1903 atlas
ming_courier_routes_2014_kei.259,"MULTILINESTRING ((102.63928199999998 24.141741000000014, 102.755608 24.10607100000001))",2,1903 atlas
ming_courier_routes_2014_kei.260,"MULTILINESTRING ((102.755608 24.10607100000001, 102.822311 23.624552000000016))",2,1903 atlas
ming_courier_routes_2014_kei.261,"MULTILINESTRING ((102.822311 23.624552000000016, 102.488258 23.71901500000001))",2,1903 atlas
ming_courier_routes_2014_kei.262,"MULTILINESTRING ((102.488258 23.71901500000001, 102.006424 23.60400800000001))",2,1903 atlas
ming_courier_routes_2014_kei.263,"MULTILINESTRING ((102.006424 23.60400800000001, 101.69400161592829 23.4391395305765))",2,1903 atlas
ming_courier_routes_2014_kei.264,"MULTILINESTRING ((101.6884686523675 23.446066044646205, 101.16930525684798 23.161602847368243))",2,1903 atlas
ming_courier_routes_2014_kei.265,"MULTILINESTRING ((101.16930525684798 23.161602847368243, 101.03598933854126 23.070601646536083))",2,1903 atlas
ming_courier_routes_2014_kei.266,"MULTILINESTRING ((101.03598933854126 23.070601646536083, 101.08333587646482 23.000000000000007))",2,1903 atlas
ming_courier_routes_2014_kei.267,"MULTILINESTRING ((101.08468042213806 23.01181441108218, 100.98332977294919 22.799999237060558))",2,1903 atlas
ming_courier_routes_2014_kei.268,"MULTILINESTRING ((102.7103500366211 25.045913696289062, 102.474121 24.91844200000001))",2,1903 atlas
ming_courier_routes_2014_kei.269,"MULTILINESTRING ((102.474121 24.91844200000001, 102.080101 25.147398000000013))",2,1903 atlas
ming_courier_routes_2014_kei.270,"MULTILINESTRING ((102.080101 25.147398000000013, 101.75338699999999 25.171421000000013))",2,1903 atlas
ming_courier_routes_2014_kei.271,"MULTILINESTRING ((101.75338699999999 25.171421000000013, 101.54286199999999 25.033066000000012))",2,1903 atlas
ming_courier_routes_2014_kei.272,"MULTILINESTRING ((101.54286199999999 25.033066000000012, 101.27696199999998 25.196548000000014))",2,1903 atlas
ming_courier_routes_2014_kei.273,"MULTILINESTRING ((101.27696199999998 25.196548000000014, 100.55898299999997 25.479092000000012))",2,1903 atlas
ming_courier_routes_2014_kei.274,"MULTILINESTRING ((100.55898299999997 25.479092000000012, 100.31289700000002 25.58517100000001))",2,1903 atlas
ming_courier_routes_2014_kei.275,"MULTILINESTRING ((100.31289700000002 25.585171000000003, 100.22628800000001 25.590466999999933))",2,1903 atlas
ming_courier_routes_2014_kei.276,"MULTILINESTRING ((100.16444400000002 25.69783000000001, 100.100213 25.994296000000006))",2,1903 atlas
ming_courier_routes_2014_kei.277,"MULTILINESTRING ((100.100213 25.994296000000006, 100.179276 26.55941800000001))",2,1903 atlas
ming_courier_routes_2014_kei.278,"MULTILINESTRING ((100.179276 26.55941800000001, 100.23598500000001 26.874634000000015))",2,1903 atlas
ming_courier_routes_2014_kei.279,"MULTILINESTRING ((100.22628800000001 25.590466999999933, 100.16444399999995 25.69783000000001))",2,1903 atlas
ming_courier_routes_2014_kei.280,"MULTILINESTRING ((100.22628800000001 25.590466999999933, 99.51934100000005 25.46317099999999))",2,1903 atlas
ming_courier_routes_2014_kei.281,"MULTILINESTRING ((99.51934100000005 25.46317099999999, 99.16686200000004 25.112436000000002))",2,1903 atlas
ming_courier_routes_2014_kei.282,"MULTILINESTRING ((99.16686200000004 25.112436000000002, 98.49498000000006 25.024349000000086))",2,1903 atlas
ming_courier_routes_2014_kei.283,"MULTILINESTRING ((98.49498000000006 25.024349000000086, 98.690384 24.59019100000006))",2,1903 atlas
ming_courier_routes_2014_kei.284,"MULTILINESTRING ((100.22628800000001 25.590466999999933, 100.30888400000003 25.230033999999932))",2,1903 atlas
ming_courier_routes_2014_kei.285,"MULTILINESTRING ((104.06075300000009 23.499567000000013, 105.06199600000002 24.052821999999992))",2,1903 atlas
ming_courier_routes_2014_kei.286,"MULTILINESTRING ((105.06199600000002 24.052821999999992, 106.61167900000004 23.904539000000113))",2,1903 atlas
ming_courier_routes_2014_kei.287,"MULTILINESTRING ((106.61167900000004 23.904539000000113, 106.81833648681652 23.73055648803711))",2,1903 atlas
ming_courier_routes_2014_kei.288,"MULTILINESTRING ((106.81833648681652 23.73055648803711, 106.90866900000003 23.733870000000024))",2,1903 atlas
ming_courier_routes_2014_kei.289,"MULTILINESTRING ((106.90866900000003 23.733870000000024, 107.11415899999997 23.605627000000027))",2,1903 atlas
ming_courier_routes_2014_kei.290,"MULTILINESTRING ((107.11415899999997 23.605627000000027, 107.4106220000001 23.417728000000068))",2,1903 atlas
ming_courier_routes_2014_kei.291,"MULTILINESTRING ((107.4106220000001 23.417728000000068, 107.68495199999995 23.17816700000003))",2,1903 atlas
ming_courier_routes_2014_kei.292,"MULTILINESTRING ((107.68495199999995 23.17816700000003, 108.31207300000011 22.806145000000015))",2,1903 atlas
ming_courier_routes_2014_kei.293,"MULTILINESTRING ((109.65502900000013 23.596741000000065, 109.68245700000006 23.958055000000115))",2,1903 atlas
ming_courier_routes_2014_kei.294,"MULTILINESTRING ((109.68245700000006 23.958055000000115, 109.40439600000002 24.30998800000009))",2,1903 atlas
ming_courier_routes_2014_kei.295,"MULTILINESTRING ((109.40439600000002 24.30998800000009, 108.65588400000001 24.490729999999928))",2,1903 atlas
ming_courier_routes_2014_kei.296,"MULTILINESTRING ((109.40439600000002 24.30998800000009, 109.26011699999998 24.527336000000048))",2,1903 atlas
ming_courier_routes_2014_kei.297,"MULTILINESTRING ((109.26011699999998 24.527336000000048, 109.24854299999998 25.065443000000073))",2,1903 atlas
ming_courier_routes_2014_kei.298,"MULTILINESTRING ((109.24854299999998 25.065443000000073, 109.38816800000006 25.21785700000015))",2,1903 atlas
ming_courier_routes_2014_kei.299,"MULTILINESTRING ((109.38816800000006 25.21785700000015, 109.43595800000008 25.373230000000092))",2,1903 atlas
ming_courier_routes_2014_kei.300,"MULTILINESTRING ((109.43595800000008 25.373230000000092, 109.5957570000001 25.78535499999998))",2,1903 atlas
ming_courier_routes_2014_kei.301,"MULTILINESTRING ((109.60910000000013 24.414519999999982, 109.73332977294933 24.483333587646598))",2,1903 atlas
ming_courier_routes_2014_kei.302,"MULTILINESTRING ((109.73332977294933 24.483333587646598, 109.98114976464507 24.981733405897103))",2,1903 atlas
ming_courier_routes_2014_kei.303,"MULTILINESTRING ((109.98114976464507 24.981733405897103, 110.05551100000002 25.10777300000001))",2,1903 atlas
ming_courier_routes_2014_kei.304,"MULTILINESTRING ((110.05551100000002 25.10777300000001, 110.28626251220714 25.280059814453182))",2,1903 atlas
ming_courier_routes_2014_kei.305,"MULTILINESTRING ((108.65588400000001 24.490729999999928, 108.46484400000003 24.566659999999956))",2,1903 atlas
ming_courier_routes_2014_kei.306,"MULTILINESTRING ((108.46484400000003 24.566659999999956, 108.2563780000001 24.829609000000005))",2,1903 atlas
ming_courier_routes_2014_kei.307,"MULTILINESTRING ((110.28626300000008 25.28006000000005, 110.28701000000007 25.003666000000067))",2,1903 atlas
ming_courier_routes_2014_kei.308,"MULTILINESTRING ((110.28701000000007 25.003666000000067, 110.48362699999996 24.77775800000012))",2,1903 atlas
ming_courier_routes_2014_kei.309,"MULTILINESTRING ((110.48362699999996 24.77775800000012, 110.6465 24.635727000000088))",2,1903 atlas
ming_courier_routes_2014_kei.310,"MULTILINESTRING ((110.52222442626964 23.4694442749024, 110.50966978009649 23.388168447916144))",2,1903 atlas
ming_courier_routes_2014_kei.311,"MULTILINESTRING ((110.50966978009649 23.388168447916144, 110.59278106689499 23.460277557373047))",2,1903 atlas
ming_courier_routes_2014_kei.312,"MULTILINESTRING ((110.90428200000008 23.37311900000003, 110.55103300000013 22.86358800000005))",2,1903 atlas
ming_courier_routes_2014_kei.313,"MULTILINESTRING ((110.55103300000013 22.86358800000005, 110.34751900000009 22.71418399999999))",2,1903 atlas
ming_courier_routes_2014_kei.314,"MULTILINESTRING ((110.34751900000009 22.71418399999999, 110.14588199999992 22.632094999999993))",2,1903 atlas
ming_courier_routes_2014_kei.315,"MULTILINESTRING ((108.2563780000001 24.829609000000005, 107.8784030000001 25.414360000000045))",2,1903 atlas
ming_courier_routes_2014_kei.316,"MULTILINESTRING ((107.8784030000001 25.414360000000045, 107.54274700000008 25.82907300000005))",2,1903 atlas
ming_courier_routes_2014_kei.317,"MULTILINESTRING ((107.54274700000008 25.82907300000005, 107.23962402343756 26.585645675659293))",2,1903 atlas
ming_courier_routes_2014_kei.318,"MULTILINESTRING ((109.68408200000005 27.447302000000036, 109.19850921630871 27.381704330444393))",1,
ming_courier_routes_2014_kei.319,"MULTILINESTRING ((106.70911407470703 26.580778121948242, 106.591927 26.84299700000014))",2,1903 atlas
ming_courier_routes_2014_kei.320,"MULTILINESTRING ((106.591927 26.84299700000014, 106.96738399999998 27.058855000000108))",2,1903 atlas
ming_courier_routes_2014_kei.321,"MULTILINESTRING ((106.96738399999998 27.058855000000108, 106.93160200000005 27.69562100000013))",2,1903 atlas
ming_courier_routes_2014_kei.322,"MULTILINESTRING ((106.93160200000005 27.69562100000013, 106.85136400000005 28.542830000000095))",2,1903 atlas
ming_courier_routes_2014_kei.323,"MULTILINESTRING ((106.85136400000005 28.542830000000095, 106.63931300000013 29.02525900000012))",2,1903 atlas
ming_courier_routes_2014_kei.324,"MULTILINESTRING ((109.9916 27.112776000000054, 109.81185199999999 27.195129000000065))",2,1903 atlas
ming_courier_routes_2014_kei.325,"MULTILINESTRING ((109.81185199999999 27.195129000000065, 109.68408200000005 27.447302000000036))",2,1903 atlas
ming_courier_routes_2014_kei.326,"MULTILINESTRING ((109.9916 27.112776000000054, 110.62229200000002 26.730705000000114))",2,1903 atlas
ming_courier_routes_2014_kei.327,"MULTILINESTRING ((109.9916 27.112776000000054, 109.71354700000012 26.861492000000112))",2,1903 atlas
ming_courier_routes_2014_kei.328,"MULTILINESTRING ((109.71354700000012 26.861492000000112, 109.69477800000004 26.57576000000006))",2,1903 atlas
ming_courier_routes_2014_kei.329,"MULTILINESTRING ((113.26284800000008 28.962378000000115, 113.09765625000023 29.37125968933111))",1,MDYZK
ming_courier_routes_2014_kei.330,"MULTILINESTRING ((113.13135988302088 29.433046984645387, 113.09765625000023 29.37125968933111))",1,MDYZK
ming_courier_routes_2014_kei.331,"MULTILINESTRING ((113.46666717529297 29.483333587646484, 113.70691 29.530635000000075))",1,1903 atlas
ming_courier_routes_2014_kei.332,"MULTILINESTRING ((113.78333282470703 29.63333320617687, 113.8746109008789 29.70835304260254))",1,MDYZK
ming_courier_routes_2014_kei.333,"MULTILINESTRING ((114.06314799999996 24.945763, 113.6034164428711 24.810209274291992))",1,1903 atlas
ming_courier_routes_2014_kei.334,"MULTILINESTRING ((111.61256399999996 26.210338999999976, 111.93868299999997 25.59845200000001))",2,
ming_courier_routes_2014_kei.335,"MULTILINESTRING ((111.93811651960937 25.606017752654054, 111.58119999999997 25.188269000000048))",2,
ming_courier_routes_2014_kei.336,"MULTILINESTRING ((111.5954741347698 25.18723261562792, 111.33644900000002 25.27697399999994))",2,
ming_courier_routes_2014_kei.337,"MULTILINESTRING ((113.83863799999995 27.631424000000152, 113.49410200000011 27.66851800000012))",2,1903 atlas
ming_courier_routes_2014_kei.338,"MULTILINESTRING ((113.49410200000011 27.66851800000012, 113.13333129882824 27.70000076293951))",2,1903 atlas
ming_courier_routes_2014_kei.339,"MULTILINESTRING ((113.6034164428711 24.810209274291992, 113.51667022705078 24.899999618530273))",2,1903 atlas
ming_courier_routes_2014_kei.340,"MULTILINESTRING ((113.51667022705078 24.899999618530273, 113.34679400000005 25.13487400000008))",2,1903 atlas
ming_courier_routes_2014_kei.341,"MULTILINESTRING ((113.45216776066775 24.264140807486683, 113.82032000000015 24.375136999999995))",2,1903 atlas
ming_courier_routes_2014_kei.342,"MULTILINESTRING ((113.46286318858722 24.71791389896009, 113.269 24.783999999999992))",2,1903 atlas
ming_courier_routes_2014_kei.343,"MULTILINESTRING ((112.75962800000002 24.126741000000038, 112.66204100000004 24.328947000000028))",2,1903 atlas
ming_courier_routes_2014_kei.344,"MULTILINESTRING ((112.66204100000004 24.328947000000028, 112.71364599999993 24.396184999999946))",2,1903 atlas
ming_courier_routes_2014_kei.345,"MULTILINESTRING ((112.84799999999996 22.888999999999953, 112.69558700000016 22.862335000000087))",2,1903 atlas
ming_courier_routes_2014_kei.346,"MULTILINESTRING ((112.88607025146484 23.165868759155273, 112.69453400000009 23.348709000000042))",2,1903 atlas
ming_courier_routes_2014_kei.347,"MULTILINESTRING ((112.69453400000009 23.348709000000042, 112.43132000000014 23.642736000000014))",2,1903 atlas
ming_courier_routes_2014_kei.348,"MULTILINESTRING ((112.43132000000014 23.642736000000014, 112.17923700000017 23.912186000000077))",2,1903 atlas
ming_courier_routes_2014_kei.349,"MULTILINESTRING ((110.48471100000012 29.127953000000048, 111.12171200000006 29.426341999999977))",2,1903 atlas
ming_courier_routes_2014_kei.350,"MULTILINESTRING ((111.12171200000006 29.426341999999977, 111.37361099999993 29.588543000000016))",2,1903 atlas
ming_courier_routes_2014_kei.351,"MULTILINESTRING ((111.75698852539068 29.640151977539176, 111.37361099999993 29.588543000000016))",2,1903 atlas
ming_courier_routes_2014_kei.352,"MULTILINESTRING ((111.33948500000002 28.706287000000145, 111.47776794433605 28.901597976684627))",1,1903 atlas
ming_courier_routes_2014_kei.353,"MULTILINESTRING ((109.65502900000013 23.596741000000065, 110.07166300000006 23.39457100000004))",2,1903 atlas
ming_courier_routes_2014_kei.354,"MULTILINESTRING ((110.07166300000006 23.39457100000004, 109.60844400000002 23.099091999999985))",2,1903 atlas
ming_courier_routes_2014_kei.355,"MULTILINESTRING ((109.60844400000002 23.099091999999985, 109.26704400000006 22.692957000000092))",2,1903 atlas
ming_courier_routes_2014_kei.356,"MULTILINESTRING ((109.26704400000006 22.692957000000092, 109.13333129882812 22.60000038146967))",2,1903 atlas
ming_courier_routes_2014_kei.357,"MULTILINESTRING ((109.13333129882812 22.60000038146967, 108.91420700000009 22.804642))",2,1903 atlas
ming_courier_routes_2014_kei.358,"MULTILINESTRING ((108.91420700000009 22.804642, 108.31207300000011 22.806145000000015))",2,1903 atlas
ming_courier_routes_2014_kei.359,"MULTILINESTRING ((108.91420700000009 22.804642, 109.23946400000017 22.835492999999985))",2,1903 atlas
ming_courier_routes_2014_kei.360,"MULTILINESTRING ((109.23946400000017 22.835492999999985, 109.60844400000002 23.099091999999985))",2,1903 atlas
ming_courier_routes_2014_kei.361,"MULTILINESTRING ((110.14588199999992 22.632094999999993, 109.97141300000004 22.275869000000057))",2,1903 atlas
ming_courier_routes_2014_kei.362,"MULTILINESTRING ((109.97141300000004 22.275869000000057, 109.15000152587896 21.68333244323736))",2,1903 atlas
ming_courier_routes_2014_kei.363,"MULTILINESTRING ((109.15000152587896 21.68333244323736, 109.0805204420688 21.613029530474762))",2,1903 atlas
ming_courier_routes_2014_kei.364,"MULTILINESTRING ((109.13333129882812 22.60000038146967, 109.0805204420688 21.613029530474762))",2,1903 atlas
ming_courier_routes_2014_kei.365,"MULTILINESTRING ((110.01667022705078 21.45000076293951, 109.0805204420688 21.613029530474762))",2,1903 atlas
ming_courier_routes_2014_kei.366,"MULTILINESTRING ((108.31207300000011 22.806145000000015, 108.614395 21.951426000000026))",2,1903 atlas
ming_courier_routes_2014_kei.367,"MULTILINESTRING ((108.614395 21.951426000000026, 109.0805204420688 21.613029530474762))",2,1903 atlas
ming_courier_routes_2014_kei.368,"MULTILINESTRING ((110.01667022705078 21.45000076293951, 110.25089300000008 21.38298000000009))",2,1903 atlas
ming_courier_routes_2014_kei.369,"MULTILINESTRING ((110.25089300000008 21.38298000000009, 110.11496000000011 21.366423000000054))",2,1903 atlas
ming_courier_routes_2014_kei.370,"MULTILINESTRING ((110.11496000000011 21.366423000000054, 110.0748290000002 21.174923000000035))",2,1903 atlas
ming_courier_routes_2014_kei.371,"MULTILINESTRING ((110.0748290000002 21.174923000000035, 110.08791400000001 20.90195800000015))",2,1903 atlas
ming_courier_routes_2014_kei.372,"MULTILINESTRING ((110.08791400000001 20.90195800000015, 110.08393799999999 20.56885299999999))",2,1903 atlas
ming_courier_routes_2014_kei.373,"MULTILINESTRING ((110.08393799999999 20.56885299999999, 110.162781 20.329676000000063))",2,1903 atlas
ming_courier_routes_2014_kei.374,"MULTILINESTRING ((110.01667022705078 21.45000076293951, 110.27355899999998 21.593602999999973))",2,1903 atlas
ming_courier_routes_2014_kei.375,"MULTILINESTRING ((110.27355899999998 21.593602999999973, 110.62531300000006 21.65402800000004))",2,1903 atlas
ming_courier_routes_2014_kei.376,"MULTILINESTRING ((110.62531300000006 21.65402800000004, 110.7066500000002 21.731747000000098))",2,1903 atlas
ming_courier_routes_2014_kei.377,"MULTILINESTRING ((110.7066500000002 21.731747000000098, 110.76403000000016 21.830734000000064))",2,1903 atlas
ming_courier_routes_2014_kei.378,"MULTILINESTRING ((110.76403000000016 21.830734000000064, 110.85381300000012 21.919214000000068))",2,1903 atlas
ming_courier_routes_2014_kei.379,"MULTILINESTRING ((110.07166300000006 23.39457100000004, 110.21003000000002 23.600267000000144))",2,1903 atlas
ming_courier_routes_2014_kei.380,"MULTILINESTRING ((110.21699993495878 23.609059254089345, 110.39473700000002 23.54998000000012))",2,1903 atlas
ming_courier_routes_2014_kei.381,"MULTILINESTRING ((110.39473700000002 23.54998000000012, 110.52222442626964 23.4694442749024))",2,1903 atlas
ming_courier_routes_2014_kei.382,"MULTILINESTRING ((110.59278106689499 23.460277557373047, 110.74472045898443 23.467500686645508))",2,1903 atlas
ming_courier_routes_2014_kei.383,"MULTILINESTRING ((110.74472045898443 23.467500686645508, 110.90428200000008 23.37311900000003))",2,1903 atlas
ming_courier_routes_2014_kei.384,"MULTILINESTRING ((110.90428200000008 23.37311900000003, 111.30857099999997 23.486897999999997))",2,1903 atlas
ming_courier_routes_2014_kei.385,"MULTILINESTRING ((110.6465 24.635727000000088, 110.8036120000001 24.16912300000007))",2,1903 atlas
ming_courier_routes_2014_kei.386,"MULTILINESTRING ((110.8036120000001 24.16912300000007, 111.30857099999997 23.486897999999997))",2,1903 atlas
ming_courier_routes_2014_kei.387,"MULTILINESTRING ((111.30857099999997 23.486897999999997, 112.45315500000004 23.056921000000045))",2,1903 atlas
ming_courier_routes_2014_kei.388,"MULTILINESTRING ((113.02213287353527 23.72072792053234, 112.88917100000015 23.988983000000076))",2,1903 atlas
ming_courier_routes_2014_kei.389,"MULTILINESTRING ((112.88917100000015 23.988983000000076, 112.75962800000002 24.126741000000038))",2,1903 atlas
ming_courier_routes_2014_kei.390,"MULTILINESTRING ((112.71364599999993 24.396184999999946, 112.63826700000016 24.485014000000035))",2,1903 atlas
ming_courier_routes_2014_kei.391,"MULTILINESTRING ((112.63826700000016 24.485014000000035, 112.37812100000008 24.779701000000102))",2,1903 atlas
ming_courier_routes_2014_kei.392,"MULTILINESTRING ((112.37812100000008 24.779701000000102, 112.28300000000002 24.718999999999994))",2,1903 atlas
ming_courier_routes_2014_kei.393,"MULTILINESTRING ((113.40207672119152 24.17293739318859, 113.45216776066775 24.264140807486683))",1,1903 atlas
ming_courier_routes_2014_kei.394,"MULTILINESTRING ((113.6034164428711 24.810209274291992, 113.46286318858722 24.71791389896009))",2,1903 atlas
ming_courier_routes_2014_kei.395,"MULTILINESTRING ((113.58333587646496 24.683332443237305, 113.6034164428711 24.810209274291992))",1,1903 atlas
ming_courier_routes_2014_kei.396,"MULTILINESTRING ((113.58702327684182 24.569223778503044, 113.58333587646496 24.683332443237305))",1,1903 atlas
ming_courier_routes_2014_kei.397,"MULTILINESTRING ((113.53175462267211 24.41668229299495, 113.58702327684182 24.569223778503044))",1,1903 atlas
ming_courier_routes_2014_kei.398,"MULTILINESTRING ((113.45216776066775 24.264140807486683, 113.53175462267211 24.41668229299495))",1,1903 atlas
ming_courier_routes_2014_kei.399,"MULTILINESTRING ((112.45315500000004 23.056921000000045, 112.88607025146484 23.165868759155273))",2,1903 atlas
ming_courier_routes_2014_kei.400,"MULTILINESTRING ((112.88607025146484 23.165868759155273, 112.84799999999996 22.888999999999953))",2,1903 atlas
ming_courier_routes_2014_kei.401,"MULTILINESTRING ((116.68288400000006 23.36395500000009, 116.68489800000009 23.45150000000018))",2,1903 atlas
