FID,the_geom,MAJ_MINOR,SOURCE
ming_courier_routes_2014_kei.598,"MULTILINESTRING ((112.94904327392578 39.060390472412166, 112.78545400000007 39.20151900000019))",2,MDYZK
ming_courier_routes_2014_kei.599,"MULTILINESTRING ((112.78545400000007 39.20151900000019, 112.42199700000003 39.30799900000005))",2,MDYZK
ming_courier_routes_2014_kei.600,"MULTILINESTRING ((112.42199700000003 39.30799900000005, 111.49700200000012 39.44200100000012))",2,MDYZK
ming_courier_routes_2014_kei.601,"MULTILINESTRING ((111.49700200000012 39.44200100000012, 111.57189336168273 38.7019869982085))",2,MDYZK
ming_courier_routes_2014_kei.602,"MULTILINESTRING ((111.57189336168273 38.7019869982085, 111.6930010000001 38.39099900000008))",2,MDYZK
ming_courier_routes_2014_kei.603,"MULTILINESTRING ((111.6930010000001 38.39099900000008, 111.940109 38.35765800000013))",2,MDYZK
ming_courier_routes_2014_kei.604,"MULTILINESTRING ((111.940109 38.35765800000013, 112.18762200000003 38.31668100000002))",2,MDYZK
ming_courier_routes_2014_kei.605,"MULTILINESTRING ((112.18762200000003 38.31668100000002, 112.41559600000016 38.13961400000011))",2,MDYZK
ming_courier_routes_2014_kei.606,"MULTILINESTRING ((112.41559600000028 38.13961400000011, 112.478928 37.727588999999966))",2,MDYZK
ming_courier_routes_2014_kei.607,"MULTILINESTRING ((114.56905400000005 39.84053800000015, 114.27605400000016 39.76355400000011))",2,MDYZK
ming_courier_routes_2014_kei.608,"MULTILINESTRING ((114.28010567730564 39.763251117439495, 113.50169600000015 39.87845800000008))",2,MDYZK
ming_courier_routes_2014_kei.609,"MULTILINESTRING ((113.50059425179563 39.8746098925123, 113.68489799999998 39.696334999999976))",2,MDYZK
ming_courier_routes_2014_kei.610,"MULTILINESTRING ((113.92033117322399 39.43203014542786, 113.68489799999998 39.696334999999976))",2,MDYZK
ming_courier_routes_2014_kei.611,"MULTILINESTRING ((113.50169600000015 39.87845800000008, 113.2963870000001 40.09283800000014))",2,MDYZK
ming_courier_routes_2014_kei.612,"MULTILINESTRING ((113.2950088208919 40.083050676622975, 113.10299699999996 39.82000000000011))",2,MDYZK
ming_courier_routes_2014_kei.613,"MULTILINESTRING ((113.10655550923002 39.81893050497581, 113.18365004581904 39.559093363139084))",2,MDYZK
ming_courier_routes_2014_kei.614,"MULTILINESTRING ((113.18507772242242 39.5576656865357, 112.94273399999997 39.44043700000003))",2,MDYZK
ming_courier_routes_2014_kei.615,"MULTILINESTRING ((112.94273399999997 39.44043700000003, 112.94904300000007 39.060391000000095))",2,MDYZK
ming_courier_routes_2014_kei.616,"MULTILINESTRING ((112.478928 37.727588999999966, 112.508056640625 37.59361267089855))",1,MDYZK
ming_courier_routes_2014_kei.617,"MULTILINESTRING ((112.50899505615234 37.55718231201183, 112.3569490000001 37.41525300000018))",1,MDYZK
ming_courier_routes_2014_kei.618,"MULTILINESTRING ((111.77621459960943 36.84215164184576, 111.76685300000014 36.745735000000025))",1,MDYZK
ming_courier_routes_2014_kei.619,"MULTILINESTRING ((111.33807400000018 35.608864000000096, 111.44947800000011 35.79209500000002))",1,MDYZK
ming_courier_routes_2014_kei.620,"MULTILINESTRING ((112.3569490000001 37.41525300000018, 112.48277299999995 37.2356870000001))",2,MDYZK
ming_courier_routes_2014_kei.621,"MULTILINESTRING ((112.48277299999995 37.2356870000001, 112.50965899999994 37.09589800000009))",2,MDYZK
ming_courier_routes_2014_kei.622,"MULTILINESTRING ((112.50965899999994 37.09589800000009, 112.58008000000007 36.953118000000075))",2,MDYZK
ming_courier_routes_2014_kei.623,"MULTILINESTRING ((112.58539630141547 36.95177066840017, 112.698982 36.757431))",2,MDYZK
ming_courier_routes_2014_kei.624,"MULTILINESTRING ((112.71031800422156 36.764388114191036, 112.80595400000004 36.5692820000001))",2,MDYZK
ming_courier_routes_2014_kei.625,"MULTILINESTRING ((112.80595400000004 36.5692820000001, 112.83333587646496 36.38333511352539))",2,MDYZK
ming_courier_routes_2014_kei.626,"MULTILINESTRING ((112.82929105451308 36.386648679515474, 113.10348500000009 36.183537000000115))",2,MDYZK
ming_courier_routes_2014_kei.627,"MULTILINESTRING ((113.09995474392633 36.190343146534474, 112.91666412353527 35.90000152587896))",2,MDYZK
ming_courier_routes_2014_kei.628,"MULTILINESTRING ((112.92446949474629 35.892910520805685, 112.9195860000001 35.79205700000011))",2,MDYZK
ming_courier_routes_2014_kei.629,"MULTILINESTRING ((112.92446949474629 35.80070640682976, 112.88500199999999 35.698002000000145))",2,MDYZK
ming_courier_routes_2014_kei.630,"MULTILINESTRING ((112.88500199999999 35.698002000000145, 112.839157 35.50431800000007))",2,MDYZK
ming_courier_routes_2014_kei.631,"MULTILINESTRING ((112.96113695568727 35.17648948035725, 112.839157 35.50431800000007))",2,MDYZK
ming_courier_routes_2014_kei.632,"MULTILINESTRING ((120.7405020000001 37.80451600000009, 120.52073861903841 37.64667399147862))",2,MDYZK
ming_courier_routes_2014_kei.633,"MULTILINESTRING ((120.51472726311852 37.646502072596604, 120.27514599999995 37.54087800000008))",2,MDYZK
ming_courier_routes_2014_kei.634,"MULTILINESTRING ((120.27202224052382 37.53228794431675, 119.93800400000009 37.17543000000006))",2,MDYZK
ming_courier_routes_2014_kei.635,"MULTILINESTRING ((119.9484155437309 37.184886637465524, 119.70796999999993 36.989552))",2,MDYZK
ming_courier_routes_2014_kei.636,"MULTILINESTRING ((119.70571052113621 36.99928867901076, 119.39997900000014 36.85566700000004))",2,MDYZK
ming_courier_routes_2014_kei.637,"MULTILINESTRING ((119.39162166836661 36.85176209664928, 119.1064990000001 36.702705000000094))",2,MDYZK
ming_courier_routes_2014_kei.638,"MULTILINESTRING ((119.09180958163199 36.723271202334445, 118.47827200000006 36.68791600000014))",2,MDYZK
ming_courier_routes_2014_kei.639,"MULTILINESTRING ((118.46839079810445 36.7042355142878, 118.19503800000018 36.79985799999997))",2,MDYZK
ming_courier_routes_2014_kei.640,"MULTILINESTRING ((118.19503800000018 36.79985799999997, 117.348885 36.731243000000006))",2,MDYZK
ming_courier_routes_2014_kei.641,"MULTILINESTRING ((117.348885 36.731243000000006, 117.00148773193371 36.650131225585994))",2,MDYZK
ming_courier_routes_2014_kei.642,"MULTILINESTRING ((116.7232437133789 36.552829742431754, 117.00148773193371 36.650131225585994))",1,MDYZK
ming_courier_routes_2014_kei.643,"MULTILINESTRING ((116.48555755615246 35.72985458374018, 116.66960900000004 35.6504020000001))",1,MDYZK
ming_courier_routes_2014_kei.644,"MULTILINESTRING ((116.76840532322876 36.25486025673848, 116.79001600000004 35.764397000000145, 116.82369995117199 35.556697845458984))",1,MDYZK
ming_courier_routes_2014_kei.645,"MULTILINESTRING ((116.7232437133789 36.552829742431754, 116.76808200000005 36.250946))",1,MDYZK
ming_courier_routes_2014_kei.646,"MULTILINESTRING ((116.36399800000004 33.93945700000012, 116.65777587890602 33.78166580200207))",2,MDYZK
ming_courier_routes_2014_kei.647,"MULTILINESTRING ((116.65777587890602 33.78166580200207, 116.97139739990234 33.64236831665045))",2,MDYZK
ming_courier_routes_2014_kei.648,"MULTILINESTRING ((117.53774599999997 32.865348000000154, 117.63999938964855 32.90000152587902))",1,MDYZK
ming_courier_routes_2014_kei.649,"MULTILINESTRING ((117.59999847412121 32.04999923706066, 117.61905700000011 32.329155000000014))",1,MDYZK
ming_courier_routes_2014_kei.650,"MULTILINESTRING ((117.67568969726574 32.530246734619254, 117.61905700000011 32.329155000000014))",1,MDYZK
ming_courier_routes_2014_kei.651,"MULTILINESTRING ((117.27645874023449 31.86445617675787, 117.15776100000016 31.716938000000084))",1,MDYZK
ming_courier_routes_2014_kei.652,"MULTILINESTRING ((117.15776100000016 31.716938000000084, 116.97504500000002 31.502898000000073))",1,MDYZK
ming_courier_routes_2014_kei.653,"MULTILINESTRING ((118.61759948730469 32.06486892700207, 118.83789800000011 32.348419000000035))",1,MDYZK
ming_courier_routes_2014_kei.654,"MULTILINESTRING ((118.83789800000011 32.348419000000035, 119.43718719482422 32.39126968383789))",1,MDYZK
ming_courier_routes_2014_kei.655,"MULTILINESTRING ((117.02015000000006 31.340373000000113, 116.93860626220703 31.052280426025334))",1,MDYZK
ming_courier_routes_2014_kei.656,"MULTILINESTRING ((116.79015700000014 30.922533000000044, 116.56719970703125 30.63034629821783))",1,MDYZK
ming_courier_routes_2014_kei.657,"MULTILINESTRING ((116.38888549804688 30.52555465698248, 116.26507568359375 30.420059204101676))",1,MDYZK
ming_courier_routes_2014_kei.658,"MULTILINESTRING ((116.21666717529297 30.366666793823242, 116.1141970000001 30.15121300000004))",1,MDYZK
ming_courier_routes_2014_kei.659,"MULTILINESTRING ((115.12510700000007 31.697765000000174, 115.03096800000014 31.180918000000077))",2,
ming_courier_routes_2014_kei.660,"MULTILINESTRING ((115.03096800000014 31.180918000000077, 114.86824000000001 30.631774999999948))",2,
ming_courier_routes_2014_kei.661,"MULTILINESTRING ((112.228928 32.26555300000001, 112.15586199999996 32.02028300000012))",1,MDYZK
ming_courier_routes_2014_kei.662,"MULTILINESTRING ((112.31873300000007 31.433531000000073, 112.22737099999995 31.260685000000137))",1,MDYZK
ming_courier_routes_2014_kei.663,"MULTILINESTRING ((112.22737099999995 31.260685000000137, 112.19841766357422 31.02872848510748))",1,MDYZK
ming_courier_routes_2014_kei.664,"MULTILINESTRING ((112.19841766357422 31.02872848510748, 112.18094600000018 30.69174600000008))",1,
ming_courier_routes_2014_kei.665,"MULTILINESTRING ((112.30000305175793 30.20000076293951, 112.22416687011719 30.060556411743278))",1,MDYZK
ming_courier_routes_2014_kei.666,"MULTILINESTRING ((112.22416687011719 30.060556411743278, 112.0781021118164 29.91450119018566))",1,MDYZK
ming_courier_routes_2014_kei.667,"MULTILINESTRING ((111.75698852539068 29.640151977539176, 111.65214459949516 29.447851439462454))",1,MDYZK
ming_courier_routes_2014_kei.668,"MULTILINESTRING ((111.60265181057378 29.20609820127015, 111.65214459949516 29.447851439462454))",1,MDYZK
ming_courier_routes_2014_kei.669,"MULTILINESTRING ((113.36918706583674 31.72081011112516, 113.68689727783214 31.2526092529298))",2,MDYZK
ming_courier_routes_2014_kei.670,"MULTILINESTRING ((112.75659900000005 32.13202300000012, 113.36982000000012 31.715104999999937))",2,MDYZK
ming_courier_routes_2014_kei.671,"MULTILINESTRING ((112.15586199999996 32.02028300000012, 112.75659900000005 32.13202300000012))",2,MDYZK
ming_courier_routes_2014_kei.672,"MULTILINESTRING ((112.47925039526388 31.464922772191187, 112.58925600000009 31.169827000000055))",1,MDYZK
ming_courier_routes_2014_kei.673,"MULTILINESTRING ((112.26013200000011 31.710701000000086, 112.48116300000015 31.464464000000078))",1,MDYZK
ming_courier_routes_2014_kei.674,"MULTILINESTRING ((113.81085200000007 30.764212000000043, 113.56967900000006 30.94600300000002))",1,MDYZK
ming_courier_routes_2014_kei.675,"MULTILINESTRING ((113.56967900000006 30.94600300000002, 112.87740300000007 31.154602000000125))",1,MDYZK
ming_courier_routes_2014_kei.676,"MULTILINESTRING ((112.88469441004861 31.156872935629394, 112.58925600000009 31.169827000000055))",1,MDYZK
ming_courier_routes_2014_kei.677,"MULTILINESTRING ((114.26192474365246 30.54437446594244, 114.13540700000021 30.342886000000192))",2,MDYZK
ming_courier_routes_2014_kei.678,"MULTILINESTRING ((114.13540700000021 30.342886000000192, 113.9317020000002 30.215948000000026))",2,MDYZK
ming_courier_routes_2014_kei.679,"MULTILINESTRING ((113.9317020000002 30.215948000000026, 113.9000015258789 29.98333358764654))",2,MDYZK
ming_courier_routes_2014_kei.680,"MULTILINESTRING ((113.9000015258789 29.98333358764654, 113.6248700000001 29.87923200000006))",2,MDYZK
ming_courier_routes_2014_kei.681,"MULTILINESTRING ((113.6248700000001 29.87923200000006, 113.2928695678711 29.58813858032238))",2,MDYZK
ming_courier_routes_2014_kei.682,"MULTILINESTRING ((114.2716220000002 29.892479000000094, 114.08427400000016 29.807217000000094))",1,MDYZK
ming_courier_routes_2014_kei.683,"MULTILINESTRING ((113.78333282470703 29.63333320617687, 113.70691 29.530635000000075))",1,MDYZK
ming_courier_routes_2014_kei.684,"MULTILINESTRING ((113.46666717529297 29.483333587646484, 113.23332977294933 29.5))",1,MDYZK
ming_courier_routes_2014_kei.685,"MULTILINESTRING ((114.40242799999999 30.353405000000123, 114.34384900000009 30.093018000000143))",1,MDYZK
ming_courier_routes_2014_kei.686,"MULTILINESTRING ((114.34384900000009 30.093018000000143, 114.2716220000001 29.892479000000094))",1,MDYZK
ming_courier_routes_2014_kei.687,"MULTILINESTRING ((113.26284800000008 28.962378000000115, 112.88029479980469 28.676210403442496))",1,MDYZK
ming_courier_routes_2014_kei.688,"MULTILINESTRING ((112.88029479980469 28.676210403442496, 112.78163100000017 28.462364000000093))",1,MDYZK
ming_courier_routes_2014_kei.689,"MULTILINESTRING ((112.78163100000017 28.462364000000093, 112.97813415527355 28.198198318481502))",1,MDYZK
ming_courier_routes_2014_kei.690,"MULTILINESTRING ((112.88561459881646 27.38251119971619, 113.09999847412121 27.600000381469783))",1,MDYZK
ming_courier_routes_2014_kei.691,"MULTILINESTRING ((113.09691073613419 27.602373396655025, 113.13333129882824 27.70000076293951))",1,MDYZK
ming_courier_routes_2014_kei.692,"MULTILINESTRING ((113.13307854342281 27.700407190095234, 113.15000899999995 27.852555999999993))",1,MDYZK
ming_courier_routes_2014_kei.693,"MULTILINESTRING ((113.14925887826246 27.84888555685893, 112.91126251220703 27.872697830200195))",1,MDYZK
ming_courier_routes_2014_kei.694,"MULTILINESTRING ((112.59703826904308 26.9016170501709, 112.22751100000005 26.792783000000156))",1,MDYZK
ming_courier_routes_2014_kei.695,"MULTILINESTRING ((111.85589599609375 26.59169197082514, 111.58422800000005 26.443543000000034))",1,
ming_courier_routes_2014_kei.696,"MULTILINESTRING ((111.33948500000002 28.706287000000145, 111.1179410000002 28.63705500000009))",1,MDYZK
ming_courier_routes_2014_kei.697,"MULTILINESTRING ((111.1179410000002 28.63705500000009, 110.39696502685547 28.458190917968693))",1,MDYZK
ming_courier_routes_2014_kei.698,"MULTILINESTRING ((110.49301900000012 28.63850800000006, 110.39696502685547 28.458190917968693))",2,MDYZK
ming_courier_routes_2014_kei.699,"MULTILINESTRING ((112.15586199999996 32.02028300000012, 111.645805 32.26936000000006))",2,MDYZK
ming_courier_routes_2014_kei.700,"MULTILINESTRING ((111.16908575748636 32.671905762263805, 110.81398800000011 32.833740000000034))",2,MDYZK
ming_courier_routes_2014_kei.701,"MULTILINESTRING ((111.645805 32.26936000000006, 111.16557 32.66815300000002))",2,MDYZK
ming_courier_routes_2014_kei.702,"MULTILINESTRING ((111.75698852539068 29.640151977539176, 112.05668400000002 29.39305500000006))",2,MDYZK
ming_courier_routes_2014_kei.703,"MULTILINESTRING ((112.8499984741211 29.533332824707145, 113.13333129882824 29.43333244323742))",2,MDYZK
ming_courier_routes_2014_kei.704,"MULTILINESTRING ((112.80684345551822 29.728358748591575, 112.90025300000013 29.81575800000013))",2,MDYZK
ming_courier_routes_2014_kei.705,"MULTILINESTRING ((112.40590427603581 29.718840904568253, 112.80865593477392 29.730781332685297))",2,MDYZK
ming_courier_routes_2014_kei.706,"MULTILINESTRING ((112.22416687011719 30.060556411743278, 112.40646400000003 29.724310000000116))",2,MDYZK
ming_courier_routes_2014_kei.707,"MULTILINESTRING ((104.10787200927734 35.846820831299055, 104.00359300000014 35.974228000000494))",2,
ming_courier_routes_2014_kei.708,"MULTILINESTRING ((103.84713745117199 36.04703140258812, 103.61776900000018 36.153359000000364))",2,MDYZK
ming_courier_routes_2014_kei.709,"MULTILINESTRING ((103.61776900000018 36.153359000000364, 103.424869 36.25198800000021))",2,MDYZK
ming_courier_routes_2014_kei.710,"MULTILINESTRING ((103.41084936089572 36.266178616340085, 103.38703200000015 36.469891000000416))",2,MDYZK
ming_courier_routes_2014_kei.711,"MULTILINESTRING ((103.37917169542692 36.472083441887435, 103.25861399999991 36.73699600000032))",2,MDYZK
ming_courier_routes_2014_kei.712,"MULTILINESTRING ((103.25861399999991 36.73699600000032, 103.15778400000016 36.880150000000185))",2,MDYZK
ming_courier_routes_2014_kei.713,"MULTILINESTRING ((103.15742803714517 36.88389309298236, 103.07923200000005 37.023572000000286))",2,MDYZK
ming_courier_routes_2014_kei.714,"MULTILINESTRING ((103.07923200000005 37.023572000000286, 102.85934498662323 37.165918272366525))",2,MDYZK
ming_courier_routes_2014_kei.715,"MULTILINESTRING ((102.85934498662323 37.165918272366525, 102.90039068897369 37.35508542233015))",2,MDYZK
ming_courier_routes_2014_kei.716,"MULTILINESTRING ((102.91034224648843 37.36222584156121, 102.8808820000001 37.46398900000008))",2,MDYZK
ming_courier_routes_2014_kei.717,"MULTILINESTRING ((102.8808820000001 37.46398900000008, 102.83257605030758 37.66917427509975))",2,MDYZK
ming_courier_routes_2014_kei.718,"MULTILINESTRING ((102.83748361591023 37.65999589696776, 102.75048464560638 37.84406465902839))",2,MDYZK
ming_courier_routes_2014_kei.719,"MULTILINESTRING ((102.7487861525974 37.84689412323405, 102.63469700000013 37.926918000000114))",2,MDYZK
ming_courier_routes_2014_kei.720,"MULTILINESTRING ((102.64424985655046 37.922920520359185, 102.44750213623053 38.071388244629134))",2,MDYZK
ming_courier_routes_2014_kei.721,"MULTILINESTRING ((102.4478483306437 38.06547001496915, 102.27935136645198 38.1349537669912))",2,MDYZK
ming_courier_routes_2014_kei.722,"MULTILINESTRING ((102.27935136645198 38.1349537669912, 101.96912400000002 38.246647000000166))",2,MDYZK
ming_courier_routes_2014_kei.723,"MULTILINESTRING ((101.97268334861138 38.24603270814123, 101.65008700000021 38.37493900000004))",2,MDYZK
ming_courier_routes_2014_kei.724,"MULTILINESTRING ((101.65907446047026 38.37274337001645, 101.41075000000023 38.507881000000225))",2,MDYZK
ming_courier_routes_2014_kei.725,"MULTILINESTRING ((101.41075000000023 38.507881000000225, 101.08795900000001 38.78110500000025))",2,MDYZK
ming_courier_routes_2014_kei.726,"MULTILINESTRING ((101.08795900000001 38.78110500000025, 100.6788019999999 38.88661600000023))",2,MDYZK
ming_courier_routes_2014_kei.727,"MULTILINESTRING ((100.6788019999999 38.88661600000023, 100.44992100000002 38.93311300000005))",2,MDYZK
ming_courier_routes_2014_kei.728,"MULTILINESTRING ((100.44992100000002 38.93311300000005, 99.82028200000013 39.38121800000022))",2,MDYZK
ming_courier_routes_2014_kei.729,"MULTILINESTRING ((99.82028200000013 39.38121800000022, 99.52595806355538 39.75941179567144))",2,MDYZK
ming_courier_routes_2014_kei.730,"MULTILINESTRING ((99.52595806355538 39.75941179567144, 98.566665649414 39.766666412353516))",2,MDYZK
ming_courier_routes_2014_kei.731,"MULTILINESTRING ((98.566665649414 39.766666412353516, 98.30243921435755 39.81651885981114))",2,MDYZK
ming_courier_routes_2014_kei.732,"MULTILINESTRING ((109.81916809082026 37.98027801513672, 109.74940000000015 38.29060000000004))",2,MDYZK
ming_courier_routes_2014_kei.733,"MULTILINESTRING ((107.87602200000009 36.00516500000026, 108.00683733024778 35.810111534754014))",2,MDYZK
ming_courier_routes_2014_kei.734,"MULTILINESTRING ((106.47856900000016 37.27803800000038, 106.44972229003918 37.71916580200241))",2,MDYZK
ming_courier_routes_2014_kei.735,"MULTILINESTRING ((107.50470194197311 36.2955596442639, 107.29830000000015 36.57560000000035))",2,MDYZK
ming_courier_routes_2014_kei.736,"MULTILINESTRING ((109.15000152587908 35.91666793823265, 109.0066070000002 35.95812599999999))",2,MDYZK
ming_courier_routes_2014_kei.737,"MULTILINESTRING ((108.92140000000018 34.617800000000216, 108.94420623779297 34.26660537719749))",2,MDYZK
ming_courier_routes_2014_kei.738,"MULTILINESTRING ((108.97140000000007 34.91080000000005, 108.92140000000006 34.617800000000045))",2,MDYZK
ming_courier_routes_2014_kei.739,"MULTILINESTRING ((109.26381700000013 35.58947400000011, 109.1333312988283 35.41666793823242))",2,MDYZK
ming_courier_routes_2014_kei.740,"MULTILINESTRING ((109.36830000000009 35.99140000000011, 109.26381700000013 35.58947400000011))",2,MDYZK
ming_courier_routes_2014_kei.741,"MULTILINESTRING ((109.46990999999997 36.59180800000058, 109.34457400000014 36.27862500000015))",2,MDYZK
ming_courier_routes_2014_kei.742,"MULTILINESTRING ((110.25389999999999 37.499700000000075, 110.15200123375581 37.31490827523726))",2,MDYZK
ming_courier_routes_2014_kei.743,"MULTILINESTRING ((111.13420000000008 37.51560000000006, 110.25390000000004 37.499700000000075))",2,MDYZK
ming_courier_routes_2014_kei.744,"MULTILINESTRING ((110.18325800000002 37.76025800000025, 109.93476900000019 37.96887200000015))",2,MDYZK
ming_courier_routes_2014_kei.745,"MULTILINESTRING ((111.47000000000008 37.42920000000004, 111.13420000000008 37.51560000000006))",2,MDYZK
ming_courier_routes_2014_kei.746,"MULTILINESTRING ((111.77750000000009 37.26470000000006, 111.47000000000008 37.42920000000004))",2,MDYZK
ming_courier_routes_2014_kei.747,"MULTILINESTRING ((112.21679687499989 37.28424835205101, 111.7775000000002 37.26469999999995))",2,MDYZK
ming_courier_routes_2014_kei.748,"MULTILINESTRING ((109.34457400000014 36.27862500000015, 109.36830000000009 35.99140000000011))",2,MDYZK
ming_courier_routes_2014_kei.749,"MULTILINESTRING ((110.15200123375581 37.31490827523726, 110.1276284369111 37.09555310363453))",2,MDYZK
ming_courier_routes_2014_kei.750,"MULTILINESTRING ((110.1276284369111 37.09555310363453, 110.04994014696837 36.8640115336093))",2,MDYZK
ming_courier_routes_2014_kei.751,"MULTILINESTRING ((110.04994014696837 36.8640115336093, 109.87361145019503 36.694999694824446))",2,MDYZK
ming_courier_routes_2014_kei.752,"MULTILINESTRING ((109.87361145019503 36.694999694824446, 109.46990999999997 36.59180800000058))",2,MDYZK
ming_courier_routes_2014_kei.753,"MULTILINESTRING ((109.1333312988283 35.41666793823242, 108.97140000000013 34.91080000000011))",2,MDYZK
ming_courier_routes_2014_kei.754,"MULTILINESTRING ((108.32706799999994 36.08201700000018, 107.87602200000009 36.00516500000026))",2,MDYZK
ming_courier_routes_2014_kei.755,"MULTILINESTRING ((108.67740199999997 36.12025900000026, 108.32706799999994 36.08201700000018))",2,MDYZK
ming_courier_routes_2014_kei.756,"MULTILINESTRING ((109.0066070000002 35.95812599999999, 108.67740199999997 36.12025900000026))",2,MDYZK
ming_courier_routes_2014_kei.757,"MULTILINESTRING ((109.36830000000009 35.99140000000011, 109.15000152587908 35.91666793823265))",2,MDYZK
ming_courier_routes_2014_kei.758,"MULTILINESTRING ((107.93046600000002 35.50142700000015, 107.789321899414 35.20544052124069))",2,MDYZK
ming_courier_routes_2014_kei.759,"MULTILINESTRING ((108.00683733024778 35.810111534754014, 107.93046600000002 35.50142700000015))",2,MDYZK
ming_courier_routes_2014_kei.760,"MULTILINESTRING ((107.87602200000009 36.00516500000026, 107.6402740478515 36.217220306396484))",2,MDYZK
ming_courier_routes_2014_kei.761,"MULTILINESTRING ((107.6402740478515 36.217220306396484, 107.50470194197311 36.2955596442639))",2,MDYZK
ming_courier_routes_2014_kei.762,"MULTILINESTRING ((107.29830000000015 36.57560000000035, 106.47856900000016 37.27803800000038))",2,MDYZK
ming_courier_routes_2014_kei.763,"MULTILINESTRING ((106.32814000000002 38.08888600000046, 106.27310000000006 38.46810000000005))",2,MDYZK
ming_courier_routes_2014_kei.764,"MULTILINESTRING ((106.44972229003918 37.71916580200241, 106.32814000000002 38.08888600000046))",2,MDYZK
ming_courier_routes_2014_kei.765,"MULTILINESTRING ((110.25389999999999 37.499700000000075, 110.18325800000002 37.76025800000025))",2,MDYZK
ming_courier_routes_2014_kei.766,"MULTILINESTRING ((109.93476900000019 37.96887200000015, 109.81916809082026 37.98027801513672))",2,MDYZK
ming_courier_routes_2014_kei.767,"MULTILINESTRING ((109.75386800000001 38.29470800000058, 110.29406700000004 38.5549960000003))",2,
ming_courier_routes_2014_kei.768,"MULTILINESTRING ((110.29406700000004 38.5549960000003, 110.3254040000001 38.73879299999999))",2,
ming_courier_routes_2014_kei.769,"MULTILINESTRING ((110.3254040000001 38.73879299999999, 110.71729300000004 39.070564000000104))",2,
ming_courier_routes_2014_kei.770,"MULTILINESTRING ((110.71729300000004 39.070564000000104, 111.07551473722879 39.02925625277362))",2,
ming_courier_routes_2014_kei.771,"MULTILINESTRING ((106.962242 30.84432600000008, 107.20484199999999 30.738197000000127))",2,MDYZK
ming_courier_routes_2014_kei.772,"MULTILINESTRING ((108.08333587646501 30.716667175293082, 108.37359600000002 30.812863999999934))",2,MDYZK
ming_courier_routes_2014_kei.773,"MULTILINESTRING ((108.61176300000005 30.815781000000072, 108.89149499999996 30.96685400000007))",2,MDYZK
ming_courier_routes_2014_kei.774,"MULTILINESTRING ((109.0999984741211 30.933332443237305, 109.51670000000018 31.050000000000125))",2,MDYZK
ming_courier_routes_2014_kei.775,"MULTILINESTRING ((109.51670000000018 31.050000000000125, 109.88886300000013 31.081345000000113))",2,MDYZK
ming_courier_routes_2014_kei.776,"MULTILINESTRING ((109.88886300000013 31.081345000000113, 110.33330000000007 31.033300000000168))",2,MDYZK
ming_courier_routes_2014_kei.777,"MULTILINESTRING ((110.33330000000007 31.033300000000168, 110.69416000000007 30.999616999999944))",2,MDYZK
ming_courier_routes_2014_kei.778,"MULTILINESTRING ((110.69416000000007 30.999616999999944, 111.06945342368061 30.830863826037955))",2,MDYZK
ming_courier_routes_2014_kei.779,"MULTILINESTRING ((111.28712500000012 30.704227000000003, 111.50100000000015 30.29600000000005))",2,MDYZK
ming_courier_routes_2014_kei.780,"MULTILINESTRING ((111.50100000000015 30.29600000000005, 112.1903000000001 30.35030000000006))",2,MDYZK
ming_courier_routes_2014_kei.781,"MULTILINESTRING ((106.631752 30.474428000000103, 106.55000305175776 30.25))",2,MDYZK
ming_courier_routes_2014_kei.782,"MULTILINESTRING ((106.55000305175776 30.25, 106.25955999999996 30.00394200000011))",2,MDYZK
ming_courier_routes_2014_kei.783,"MULTILINESTRING ((111.06945342368061 30.830863826037955, 111.28916247216853 30.70028203306873))",2,MDYZK
ming_courier_routes_2014_kei.784,"MULTILINESTRING ((106.55266700000004 29.559972000000016, 106.49805450439459 29.781665802001953))",2,1903 atlas
ming_courier_routes_2014_kei.785,"MULTILINESTRING ((106.631752 30.474428000000103, 106.962242 30.84432600000008))",2,MDYZK
ming_courier_routes_2014_kei.786,"MULTILINESTRING ((107.20484199999999 30.738197000000127, 107.78773163949836 30.664873889958926))",2,MDYZK
ming_courier_routes_2014_kei.787,"MULTILINESTRING ((107.78773163949836 30.664873889958926, 108.08333587646501 30.716667175293082))",2,MDYZK
ming_courier_routes_2014_kei.788,"MULTILINESTRING ((108.37359600000002 30.812863999999934, 108.61176300000005 30.815781000000072))",2,MDYZK
ming_courier_routes_2014_kei.789,"MULTILINESTRING ((108.89149499999996 30.96685400000007, 109.0999984741211 30.933332443237305))",2,MDYZK
ming_courier_routes_2014_kei.790,"MULTILINESTRING ((108.70994600000012 34.33905400000015, 108.52709960937511 34.42853927612305))",2,
ming_courier_routes_2014_kei.791,"MULTILINESTRING ((108.94420623779303 34.266605377197266, 108.70994600000012 34.33905400000015))",1,
ming_courier_routes_2014_kei.792,"MULTILINESTRING ((107.38591800000012 34.52251799999999, 107.14038848876953 34.38187026977545))",1,
ming_courier_routes_2014_kei.793,"MULTILINESTRING ((107.38591800000012 34.52251799999999, 106.85295900000006 34.89140700000007))",2,
ming_courier_routes_2014_kei.794,"MULTILINESTRING ((106.85295900000006 34.89140700000007, 106.13658099999998 34.746304000000066))",2,
ming_courier_routes_2014_kei.795,"MULTILINESTRING ((106.13658099999998 34.746304000000066, 105.7169570000001 34.58547199999998))",2,
