id;source;target;label;geom;maj_minor;src
546;550;553;XIHEYING Hebei (西河营) - JIJIAZHUANG Hebei (吉家庄);{"type":"MultiLineString","coordinates":[[[114.851044,40.0180930000001],[114.760765,39.9614940000001]]]};2;1903 atlas
547;550;551;XIHEYING Hebei (西河营) - WEIZHOU Hebei (蔚州);{"type":"MultiLineString","coordinates":[[[114.760765,39.9614940000001],[114.569054,39.8405380000002]]]};2;1903 atlas
548;147;551;GUANGCHANG Hebei (广昌) - WEIZHOU Hebei (蔚州);{"type":"MultiLineString","coordinates":[[[114.688774108887,39.3540153503417],[114.569054,39.8405380000002]]]};2;1903 atlas
549;541;568;ZHOUNANYI Henan (周南驿) - HANGUANYI Henan (函关驿);{"type":"MultiLineString","coordinates":[[[112.38263,34.6652760000001],[112.144302,34.733059]]]};1;MDYZK
550;567;568;LICHENGYI Henan (蠡城驿) - HANGUANYI Henan (函关驿);{"type":"MultiLineString","coordinates":[[[112.144302,34.733059],[111.766312,34.765198]]]};1;MDYZK
551;566;567;GUTANGYI Henan (甘棠驿) - LICHENGYI Henan (蠡城驿);{"type":"MultiLineString","coordinates":[[[111.766312,34.765198],[111.155629,34.790542]]]};1;MDYZK
552;565;566;TAOLINYI Henan (桃林驿) - GUTANGYI Henan (甘棠驿);{"type":"MultiLineString","coordinates":[[[111.155629,34.790542],[110.94149,34.684616]]]};1;MDYZK
553;60;564;TONGGUAN Shaanxi (潼关驿) - TONGGUANTING Shaanxi (潼关);{"type":"MultiLineString","coordinates":[[[110.94149,34.684616],[110.273651123047,34.5988082885743]]]};1;MDYZK
554;120;570;XINZHONG Henan (新中驿) - KANGCUNYI Henan (亢村驿);{"type":"MultiLineString","coordinates":[[[113.86824798584,35.3099403381348],[113.681358,35.1249620000001]]]};1;
555;108;570;GUANGWU Henan (广武驿) - KANGCUNYI Henan (亢村驿);{"type":"MultiLineString","coordinates":[[[113.681358,35.1249620000001],[113.528235887029,34.9844101586617]]]};1;Skinner
556;146;149;HUAISHUI Hebei (槐水驿) - ZHAOZHOU Hebei (鄗城驿);{"type":"MultiLineString","coordinates":[[[114.68058013916,37.4946899414062],[114.772178649902,37.7529258728028]]]};1;MDYZK
557;211;571;YANGFAN Hebei (阳樊驿) - SHIMENZHENYI Hebei (石门镇驿);{"type":"MultiLineString","coordinates":[[[117.696754,40.112427],[117.754776000977,39.8836708068849]]]};2;MDYZK
558;571;572;SHIMENZHENYI Hebei (石门镇驿) - ZUNHUA Hebei (遵化驿);{"type":"MultiLineString","coordinates":[[[117.696754,40.112427],[117.957985,40.1844480000001]]]};2;MDYZK
559;193;574;LUHE Beijing (潞河驿) - ZHANGJIAWAN Beijing (张家湾);{"type":"MultiLineString","coordinates":[[[116.658805847168,39.9059219360352],[116.698002,39.8468690000001]]]};2;MDYZK
560;573;574;HEHEYI Beijing (和合驿) - ZHANGJIAWAN Beijing (张家湾);{"type":"MultiLineString","coordinates":[[[116.698002,39.8468690000001],[116.871553,39.769569]]]};2;MDYZK
561;573;575;HEHEYI Beijing (和合驿) - HEXIYI Tianjin (河西驿);{"type":"MultiLineString","coordinates":[[[116.870887569595,39.769339782794],[116.953323,39.6216470000001]]]};2;MDYZK
562;575;577;HEXIYI Tianjin (河西驿) - YANGCUNYI Tianjin (杨村驿);{"type":"MultiLineString","coordinates":[[[116.953323,39.6216470000001],[117.063126,39.3785930000001]]]};2;MDYZK
563;576;577;YANGQINGYI Tianjin (杨青驿) - YANGCUNYI Tianjin (杨村驿);{"type":"MultiLineString","coordinates":[[[117.062596842079,39.3777748995234],[117.18782,39.1369710000001]]]};2;MDYZK
564;108;579;GUANGWU Henan (广武驿) - SUNINGYI Henan (索亭驿);{"type":"MultiLineString","coordinates":[[[113.534416,34.8743630000001],[113.528235887029,34.9844101586617]]]};1;MDYZK
565;115;580;GUANCHENGYI Henan (管城驿) - YINGYANG Henan (荥阳);{"type":"MultiLineString","coordinates":[[[113.347397,34.783108],[113.641311645508,34.7580757141113]]]};2;MDYZK
566;129;136;LITINGYI Henan (廪廷驿) - DALIANGYI Henan (大梁驿);{"type":"MultiLineString","coordinates":[[[114.194686889648,35.1427612304688],[114.343330383301,34.7854766845703]]]};1;MDYZK
567;136;581;DALIANGYI Henan (大梁驿) - PUTIANYI Henan (圃田驿);{"type":"MultiLineString","coordinates":[[[114.343330383301,34.7854766845703],[114.026253,34.7320940000001]]]};2;MDYZK
568;115;581;GUANCHENGYI Henan (管城驿) - PUTIANYI Henan (圃田驿);{"type":"MultiLineString","coordinates":[[[114.026067588881,34.7331555973423],[113.641311645508,34.7580757141113]]]};2;MDYZK
569;136;582;DALIANGYI Henan (大梁驿) - WEISHIYI Henan (尉氏驿);{"type":"MultiLineString","coordinates":[[[114.343330383301,34.7854766845703],[114.180771,34.4134520000001]]]};1;MDYZK
570;582;583;WEISHIYI Henan (尉氏驿) - WEICHUANYI Henan (洧川驿);{"type":"MultiLineString","coordinates":[[[114.184799163656,34.4219581678486],[113.98011897513,34.2882894733011]]]};1;MDYZK
571;569;583;XUZHOUYI Henan (许州驿) - WEICHUANYI Henan (洧川驿);{"type":"MultiLineString","coordinates":[[[113.98011897513,34.2882894733011],[113.819748,34.031391]]]};1;MDYZK
572;123;569;LINYING Henan (临颖驿) - XUZHOUYI Henan (许州驿);{"type":"MultiLineString","coordinates":[[[113.829741693764,34.0293063776151],[113.960639953613,33.8086051940918]]]};1;MDYZK
573;586;587;ZHENYANG Henan (真阳县) - LUOSHAN Henan (罗山);{"type":"MultiLineString","coordinates":[[[114.38121,32.6091190000001],[114.52224,32.202374]]]};2;MDYZK
574;125;589;XIPING Henan (西平驿) - SUIPING Henan (遂平);{"type":"MultiLineString","coordinates":[[[114.015533,33.3890570000001],[113.989113,33.1478390000001]]]};2;1903 atlas
575;589;590;SUIPING Henan (遂平) - QUESHAN Henan (确山);{"type":"MultiLineString","coordinates":[[[113.989113,33.1478390000001],[114.019905,32.807674]]]};2;1903 atlas
576;92;591;BOWANG Henan (博望驿) - WANCHENGYI Henan (宛城驿);{"type":"MultiLineString","coordinates":[[[112.711799621582,33.164291381836],[112.535469,33.0016780000001]]]};1;MDYZK
577;591;592;WANCHENGYI Henan (宛城驿) - LINSHUIYI Henan (林水驿);{"type":"MultiLineString","coordinates":[[[112.535469,33.0016780000001],[112.511,32.7550000000001]]]};1;MDYZK
578;136;593;DALIANGYI Henan (大梁驿) - SHENCHENGYI Henan (莘城驿);{"type":"MultiLineString","coordinates":[[[114.343330383301,34.7854766845703],[114.524528,34.673195]]]};2;MDYZK
579;593;594;SHENCHENGYI Henan (莘城驿) - YONGQIUYI Henan (雍丘驿);{"type":"MultiLineString","coordinates":[[[114.524528,34.673195],[114.774483,34.553513]]]};2;MDYZK
580;594;595;YONGQIUYI Henan (雍丘驿) - YONGQIUYI Henan (雍丘驿);{"type":"MultiLineString","coordinates":[[[114.774483000082,34.553512999869],[115.065971,34.4305040000002]]]};2;MDYZK
581;596;597;KUIQIUYI Henan (葵丘驿) - NINGCHENGYI Henan (宁城驿);{"type":"MultiLineString","coordinates":[[[115.068776065514,34.4292061665534],[115.315368,34.4459760000001]]]};2;MDYZK
582;597;598;NINGCHENGYI Henan (宁城驿) - SHANGQIUYI Henan (商丘驿);{"type":"MultiLineString","coordinates":[[[115.316240010121,34.4501454234047],[115.607452,34.385052]]]};2;MDYZK
583;598;599;SHANGQIUYI Henan (商丘驿) - SHILIUGUYI Henan (石榴固驿);{"type":"MultiLineString","coordinates":[[[115.607452,34.385052],[115.858717127465,34.2351282182326]]]};2;MDYZK
584;599;600;SHILIUGUYI Henan (石榴固驿) - HUITINGYI Henan (会亭驿);{"type":"MultiLineString","coordinates":[[[115.851142844231,34.2445599925009],[116.068848,34.097176]]]};2;MDYZK
585;600;601;HUITINGYI Henan (会亭驿) - TAIQIUYI Henan (太丘驿);{"type":"MultiLineString","coordinates":[[[116.066246119158,34.0979851945418],[116.363998,33.9394570000001]]]};2;MDYZK
586;587;588;LUOSHAN Henan (罗山) - SHAWO Henan (沙窝);{"type":"MultiLineString","coordinates":[[[114.52224,32.202374],[115.125107,31.6977650000002]]]};2;MDYZK
587;544;548;HUAIQINGFU Henan (覃怀驿) - WANSHANYI Henan (万善驿);{"type":"MultiLineString","coordinates":[[[112.936989,35.0893020000001],[112.961136955687,35.1764894803572]]]};2;MDYZK
588;122;602;WANGJIAZHUANG Shanxi (王家庄驿) - SHAJIANYI Shanxi (砂涧驿);{"type":"MultiLineString","coordinates":[[[113.544609,39.2751500000001],[113.916412,39.4309390000002]]]};1;MDYZK
589;93;603;YUANPING Shanxi (原平驿) - JIUYUANYI Shanxi (九原驿);{"type":"MultiLineString","coordinates":[[[112.712097167969,38.7266006469727],[112.731201,38.3985630000001]]]};1;MDYZK
590;98;604;YANMEN Shanxi (雁门驿) - GUANGWUYI Shanxi (广武驿);{"type":"MultiLineString","coordinates":[[[112.949043273926,39.0603904724122],[112.785454,39.2015190000002]]]};2;MDYZK
591;604;605;GUANGWUYI Shanxi (广武驿) - CHENGDONGYI Shanxi (城东驿);{"type":"MultiLineString","coordinates":[[[112.785454,39.2015190000002],[112.421997,39.3079990000001]]]};2;MDYZK
592;605;607;CHENGDONGYI Shanxi (城东驿) - PIANTOUGUANSUO Shanxi (偏头关所);{"type":"MultiLineString","coordinates":[[[112.421997,39.3079990000001],[111.497002,39.4420010000001]]]};2;MDYZK
593;607;610;PIANTOUGUANSUO Shanxi (偏头关所) - YONGNINGYI Shanxi (永宁驿);{"type":"MultiLineString","coordinates":[[[111.497002,39.4420010000001],[111.571893361683,38.7019869982085]]]};2;MDYZK
0;188;193;HUITONGGUAN Beijing (会同馆) - LUHE Beijing (潞河驿);{"type":"MultiLineString","coordinates":[[[116.368003845215,39.9314270019531],[116.658805847168,39.9059219360352]]]};2;
1;193;202;LUHE Beijing (潞河驿) - SANHE Hebei (三河驿);{"type":"MultiLineString","coordinates":[[[116.658805847168,39.9059219360352],[117.076118469238,39.9827880859375]]]};2;
2;202;206;SANHE Hebei (三河驿) - YUYANG Tianjin (渔阳驿);{"type":"MultiLineString","coordinates":[[[117.076118469238,39.9827880859375],[117.401817321777,40.0438652038574]]]};2;
3;206;571;YUYANG Tianjin (渔阳驿) - SHIMENZHENYI Hebei (石门镇驿);{"type":"MultiLineString","coordinates":[[[117.401817321777,40.0438652038575],[117.696754,40.112427]]]};2;MDYZK
4;211;214;YANGFAN Hebei (阳樊驿) - YIFENG Hebei (义丰驿);{"type":"MultiLineString","coordinates":[[[117.754776000977,39.8836708068848],[118.134895324707,39.8276023864746]]]};2;
5;214;223;YIFENG Hebei (义丰驿) - QIJIALINGYI Hebei (七家岭驿);{"type":"MultiLineString","coordinates":[[[118.134895324707,39.8276023864746],[118.469192,39.866402]]]};2;MDYZK
6;223;225;QIJIALINGYI Hebei (七家岭驿) - LUANHE Hebei (滦河驿);{"type":"MultiLineString","coordinates":[[[118.469192,39.866402],[118.861999511719,39.8769989013672]]]};2;MDYZK
7;225;231;LUANHE Hebei (滦河驿) - LUFENGKOU Hebei (芦峰口驿);{"type":"MultiLineString","coordinates":[[[118.861999511719,39.8769989013672],[119.158262970909,39.8822349819471]]]};2;MDYZK
8;231;578;LUFENGKOU Hebei (芦峰口驿) - YUGUANYI Hebei (榆关驿);{"type":"MultiLineString","coordinates":[[[119.158262970909,39.8822349819471],[119.770241,40.010193]]]};2;MDYZK
9;188;492;HUITONGGUAN Beijing (会同馆) - FENGTAI Beijing (丰台区);{"type":"MultiLineString","coordinates":[[[116.368003845215,39.9314270019532],[116.283989,39.8494490000001]]]};1;
10;170;178;ZHULUYI Hebei (逐鹿驿) - LANGXIANG Beijing (固节驿);{"type":"MultiLineString","coordinates":[[[116.135581970215,39.7412528991699],[115.968147277832,39.4872207641602]]]};1;
11;163;167;BAIGOU Hebei (白沟驿) - XUANHUAYI Hebei (宣化驿);{"type":"MultiLineString","coordinates":[[[115.774192810059,39.2695922851562],[115.657386779785,39.0194358825684]]]};1;
12;163;501;BAIGOU Hebei (白沟驿) - BAIGOUYI Hebei (白沟驿);{"type":"MultiLineString","coordinates":[[[115.657386779785,39.0194358825685],[115.550667,38.9505230000001]]]};1;1903 atlas
13;175;497;GUIYI Hebei (归义驿) - FENSHUIYI Hebei (汾水驿);{"type":"MultiLineString","coordinates":[[[116.008331,39.110516],[116.092704772949,38.9758796691895]]]};1;1903 atlas
14;175;498;GUIYI Hebei (归义驿) - MAOZHOUZHEN Hebei (鄚州镇);{"type":"MultiLineString","coordinates":[[[116.092704772949,38.9758796691895],[116.107063,38.860367]]]};1;1903 atlas
15;173;499;YINGHAIYI Hebei (瀛海驿) - SANSHILIPU Hebei (三十里铺);{"type":"MultiLineString","coordinates":[[[116.071208,38.5655700000001],[116.08553314209,38.4356994628907]]]};1;1903 atlas
16;173;177;YINGHAIYI Hebei (瀛海驿) - LECHENG Hebei (乐城驿);{"type":"MultiLineString","coordinates":[[[116.08553314209,38.4356994628906],[116.114898681641,38.1906967163086]]]};1;
594;610;611;YONGNINGYI Shanxi (永宁驿) - LANXIAN Shanxi (岚县);{"type":"MultiLineString","coordinates":[[[111.571893361683,38.7019869982085],[111.693001,38.3909990000001]]]};2;MDYZK
595;611;612;LANXIAN Shanxi (岚县) - NAONIYI Shanxi (闹埿驿);{"type":"MultiLineString","coordinates":[[[111.693001,38.3909990000001],[111.940109,38.3576580000001]]]};2;MDYZK
596;612;613;NAONIYI Shanxi (闹埿驿) - KANGJIAHUIYI Shanxi (康家会驿);{"type":"MultiLineString","coordinates":[[[111.940109,38.3576580000001],[112.187622,38.316681]]]};2;MDYZK
597;613;614;KANGJIAHUIYI Shanxi (康家会驿) - LINGJINGYI Shanxi (凌井驿);{"type":"MultiLineString","coordinates":[[[112.187622,38.316681],[112.415596,38.1396140000001]]]};2;MDYZK
598;89;614;LINFENYI Shanxi (临汾驿) - LINGJINGYI Shanxi (凌井驿);{"type":"MultiLineString","coordinates":[[[112.415596,38.1396140000001],[112.478928,37.727589]]]};2;MDYZK
599;551;615;WEIZHOU Hebei (蔚州) - GUANGLING Shanxi (广灵);{"type":"MultiLineString","coordinates":[[[114.569054,39.8405380000002],[114.276054,39.7635540000001]]]};2;MDYZK
600;615;616;GUANGLING Shanxi (广灵) - WENGCHENGKOUYI Shanxi (瓮城口驿);{"type":"MultiLineString","coordinates":[[[114.280105677306,39.7632511174395],[113.501696,39.8784580000001]]]};2;MDYZK
601;616;617;WENGCHENGKOUYI Shanxi (瓮城口驿) - HUNYUAN Shanxi (浑源州);{"type":"MultiLineString","coordinates":[[[113.501696000004,39.8784579999807],[113.684898,39.696335]]]};2;MDYZK
602;122;617;WANGJIAZHUANG Shanxi (王家庄驿) - HUNYUAN Shanxi (浑源州);{"type":"MultiLineString","coordinates":[[[113.920331173224,39.4320301454279],[113.684898,39.696335]]]};2;MDYZK
603;616;618;WENGCHENGKOUYI Shanxi (瓮城口驿) - YUNZHONGYI Shanxi (云中驿);{"type":"MultiLineString","coordinates":[[[113.501696,39.8784580000001],[113.296387,40.0928380000001]]]};2;MDYZK
604;618;619;YUNZHONGYI Shanxi (云中驿) - XI’ANYI Shanxi (西安驿);{"type":"MultiLineString","coordinates":[[[113.295008820892,40.083050676623],[113.102997,39.8200000000001]]]};2;MDYZK
605;619;620;XI’ANYI Shanxi (西安驿) - ANYINZIYI Shanxi (安银子驿);{"type":"MultiLineString","coordinates":[[[113.10655550923,39.8189305049758],[113.183650045819,39.5590933631391]]]};2;MDYZK
606;620;621;ANYINZIYI Shanxi (安银子驿) - SHANGYINYI Shanxi (山阴驿);{"type":"MultiLineString","coordinates":[[[113.185077722422,39.5576656865357],[112.942734,39.440437]]]};2;MDYZK
607;98;621;YANMEN Shanxi (雁门驿) - SHANGYINYI Shanxi (山阴驿);{"type":"MultiLineString","coordinates":[[[112.942734,39.440437],[112.949043,39.0603910000001]]]};2;MDYZK
608;89;623;LINFENYI Shanxi (临汾驿) - TONGGEYI Shanxi (同戈驿);{"type":"MultiLineString","coordinates":[[[112.478928,37.727589],[112.509769,37.5958639999974]]]};1;MDYZK
609;88;624;XUGOU Shanxi (徐沟) - JIALINGYI Shanxi (贾令驿);{"type":"MultiLineString","coordinates":[[[112.508995056152,37.5571823120118],[112.356949,37.4152530000002]]]};1;MDYZK
610;77;625;RUISHI Shanxi (瑞石驿) - RENYI Shanxi (仁义驿);{"type":"MultiLineString","coordinates":[[[111.776214599609,36.8421516418458],[111.766853,36.745735]]]};1;MDYZK
611;69;626;MENGCHENGYI Shanxi (蒙城驿) - HOUSHANYI Shanxi (霍山驿);{"type":"MultiLineString","coordinates":[[[111.338074,35.6088640000001],[111.449478,35.792095]]]};1;MDYZK
612;624;627;JIALINGYI Shanxi (贾令驿) - PANTUOYI Shanxi (盘陀驿);{"type":"MultiLineString","coordinates":[[[112.356949,37.4152530000002],[112.482773,37.2356870000001]]]};2;MDYZK
613;627;628;PANTUOYI Shanxi (盘陀驿) - NANGUANYI Shanxi (南关驿);{"type":"MultiLineString","coordinates":[[[112.482773,37.2356870000001],[112.509659,37.0958980000001]]]};2;MDYZK
614;628;629;NANGUANYI Shanxi (南关驿) - QUANDIANYI Shanxi (权店驿);{"type":"MultiLineString","coordinates":[[[112.509659,37.0958980000001],[112.58008,36.9531180000001]]]};2;MDYZK
615;629;630;QUANDIANYI Shanxi (权店驿) - QINYANGYI Shanxi (沁阳驿);{"type":"MultiLineString","coordinates":[[[112.585396301415,36.9517706684002],[112.698982,36.757431]]]};2;MDYZK
616;630;631;QINYANGYI Shanxi (沁阳驿) - YUTINGYI Shanxi (毓婷驿);{"type":"MultiLineString","coordinates":[[[112.710318004222,36.764388114191],[112.805954,36.5692820000001]]]};2;MDYZK
617;631;633;YUTINGYI Shanxi (毓婷驿) - YUWUYI Shanxi (余吾驿);{"type":"MultiLineString","coordinates":[[[112.805954,36.5692820000001],[112.826920000001,36.3783719999966]]]};2;MDYZK
618;632;633;ZHANGZEYI Shanxi (漳泽驿) - YUWUYI Shanxi (余吾驿);{"type":"MultiLineString","coordinates":[[[112.826920000001,36.3783719999966],[113.103485,36.1835370000001]]]};2;MDYZK
619;632;634;ZHANGZEYI Shanxi (漳泽驿) - CHANGPINGYI Shanxi (长平驿);{"type":"MultiLineString","coordinates":[[[113.099954743926,36.1903431465345],[112.855727000001,35.8995079999966]]]};2;MDYZK
620;634;635;CHANGPINGYI Shanxi (长平驿) - GAOPING Shanxi (高平);{"type":"MultiLineString","coordinates":[[[112.855727000001,35.8995079999966],[112.919586,35.7920570000001]]]};2;MDYZK
621;635;636;GAOPING Shanxi (高平) - QIAOCUNYI Shanxi (乔村驿);{"type":"MultiLineString","coordinates":[[[112.924469494746,35.8007064068298],[112.885002,35.6980020000001]]]};2;MDYZK
622;636;637;QIAOCUNYI Shanxi (乔村驿) - TAIHANGYI Shanxi (太行驿);{"type":"MultiLineString","coordinates":[[[112.885002,35.6980020000001],[112.839157,35.5043180000001]]]};2;MDYZK
623;548;637;WANSHANYI Henan (万善驿) - TAIHANGYI Shanxi (太行驿);{"type":"MultiLineString","coordinates":[[[112.961136955687,35.1764894803572],[112.839157,35.5043180000001]]]};2;MDYZK
624;646;647;HUANGXIAN Shandong (黄县) - DENGZHOUFU Shandong (登州府);{"type":"MultiLineString","coordinates":[[[120.740502,37.8045160000001],[120.520738619038,37.6466739914786]]]};2;MDYZK
625;645;646;HUANGSHANGUANYI Shandong (黄山馆驿) - HUANGXIAN Shandong (黄县);{"type":"MultiLineString","coordinates":[[[120.514727263119,37.6465020725966],[120.275146,37.5408780000001]]]};2;MDYZK
626;644;645;LAIZHOUFU Shandong (莱州府) - HUANGSHANGUANYI Shandong (黄山馆驿);{"type":"MultiLineString","coordinates":[[[120.272022240524,37.5322879443167],[119.938004,37.1754300000001]]]};2;MDYZK
627;643;644;HUIBUYI Shandong (灰埠驿) - LAIZHOUFU Shandong (莱州府);{"type":"MultiLineString","coordinates":[[[119.948415543731,37.1848866374655],[119.70797,36.989552]]]};2;MDYZK
628;642;643;CHANGYI Shandong (昌邑) - HUIBUYI Shandong (灰埠驿);{"type":"MultiLineString","coordinates":[[[119.705710521136,36.9992886790108],[119.399979,36.855667]]]};2;MDYZK
629;641;642;WEIXIAN Shandong (潍县) - CHANGYI Shandong (昌邑);{"type":"MultiLineString","coordinates":[[[119.391621668367,36.8517620966493],[119.106499,36.7027050000001]]]};2;MDYZK
630;640;;;{"type":"MultiLineString","coordinates":[[[119.091809581632,36.7232712023344],[118.478272,36.6879160000001]]]};2;MDYZK
631;639;640;JINGLINGZHENYI Shandong (金岭镇驿) - QINGSHEYI Shandong (青社驿);{"type":"MultiLineString","coordinates":[[[118.468390798104,36.7042355142878],[118.195038,36.799858]]]};2;MDYZK
632;638;639;LONGSHANZHENYI Shandong (龙山镇驿) - JINGLINGZHENYI Shandong (金岭镇驿);{"type":"MultiLineString","coordinates":[[[118.195038,36.799858],[117.348885,36.731243]]]};2;MDYZK
633;201;638;TANGCHENGYI Shandong (谭城驿) - LONGSHANZHENYI Shandong (龙山镇驿);{"type":"MultiLineString","coordinates":[[[117.348885,36.731243],[117.001487731934,36.650131225586]]]};2;MDYZK
634;194;201;DONGBEIZHIYI Shandong (东北置驿) - TANGCHENGYI Shandong (谭城驿);{"type":"MultiLineString","coordinates":[[[116.723243713379,36.5528297424318],[117.001487731934,36.650131225586]]]};1;MDYZK
635;190;651;XINQIAO Shandong (新桥驿) - XINJIAYI Shandong (新嘉驿);{"type":"MultiLineString","coordinates":[[[116.485557556152,35.7298545837402],[116.669609,35.6504020000001]]]};1;MDYZK
636;196;649;CHANGPINGYI Shandong (昌平驿) - WUNINGYI Shandong (五宁驿);{"type":"MultiLineString","coordinates":[[[116.768405323229,36.2548602567385],[116.790016,35.7643970000001],[116.823699951172,35.556697845459]]]};1;MDYZK
637;194;649;DONGBEIZHIYI Shandong (东北置驿) - WUNINGYI Shandong (五宁驿);{"type":"MultiLineString","coordinates":[[[116.723243713379,36.5528297424318],[116.768082,36.250946]]]};1;MDYZK
638;601;654;TAIQIUYI Henan (太丘驿) - BAISHANDAOYI Anhui (百善道驿);{"type":"MultiLineString","coordinates":[[[116.363998,33.9394570000001],[116.659035000737,33.7882689986289]]]};2;MDYZK
639;200;654;SUIYANGYI Anhui (睢阳驿) - BAISHANDAOYI Anhui (百善道驿);{"type":"MultiLineString","coordinates":[[[116.659035000737,33.7882689986289],[116.971397399902,33.6423683166504]]]};2;MDYZK
640;209;655;HONGXIN Anhui (红心驿) - HAOLIANGYI Anhui (濠梁驿);{"type":"MultiLineString","coordinates":[[[117.537746,32.8653480000002],[117.64022100121,32.9016339967412]]]};1;MDYZK
641;656;657;HUCHENGYI Anhui (护城驿) - ZHANGQIAOYI Anhui (张桥驿);{"type":"MultiLineString","coordinates":[[[117.571381001543,32.0650669971639],[117.619057,32.329155]]]};1;MDYZK
642;210;657;DINGYUAN Anhui (定远) - ZHANGQIAOYI Anhui (张桥驿);{"type":"MultiLineString","coordinates":[[[117.675689697266,32.5302467346193],[117.619057,32.329155]]]};1;MDYZK
643;205;659;JINDOUYI Anhui (金斗驿) - PAIHEYI Anhui (派河驿);{"type":"MultiLineString","coordinates":[[[117.276458740234,31.8644561767579],[117.157761,31.7169380000001]]]};1;MDYZK
644;658;659;SANGOUYI Anhui (三沟驿) - PAIHEYI Anhui (派河驿);{"type":"MultiLineString","coordinates":[[[117.157761,31.7169380000001],[116.975045,31.5028980000001]]]};1;MDYZK
645;220;660;JIANGDONGYI Jiangsu (江东驿) - YEYIYI Jiangsu (棠邑驿);{"type":"MultiLineString","coordinates":[[[118.617599487305,32.0648689270021],[118.837898,32.348419]]]};1;MDYZK
646;234;660;YANGZHOU Jiangsu (扬州府) - YEYIYI Jiangsu (棠邑驿);{"type":"MultiLineString","coordinates":[[[118.837898,32.348419],[119.437187194824,32.3912696838379]]]};1;MDYZK
647;198;661;LVTING Anhui (吕亭驿) - MEIXINYI Anhui (梅心驿);{"type":"MultiLineString","coordinates":[[[117.02015,31.3403730000001],[116.938606262207,31.0522804260253]]]};1;MDYZK
648;191;662;QINGKOU Anhui (青口驿) - TAOCHONGYI Anhui (陶冲驿);{"type":"MultiLineString","coordinates":[[[116.790157,30.922533],[116.567199707031,30.6303462982178]]]};1;MDYZK
649;183;663;TAIHU Anhui (太湖) - XIAOCHIYI Anhui (小池驿);{"type":"MultiLineString","coordinates":[[[116.395973000847,30.5246699992475],[116.265075683594,30.4200592041017]]]};1;MDYZK
650;664;176;SUSONG Anhui (宿松) - FENGXIANGYI Anhui (枫香驿);{"type":"MultiLineString","coordinates":[[[116.216667175293,30.3666667938232],[116.114197,30.151213]]]};1;MDYZK
651;667;588;MACHENG Hubei (麻城) - SHAWO Henan (沙窝);{"type":"MultiLineString","coordinates":[[[115.125107,31.6977650000002],[115.030968,31.1809180000001]]]};2;
652;667;668;MACHENG Hubei (麻城) - LIPINGYI Hubei (李坪驿);{"type":"MultiLineString","coordinates":[[[115.030968,31.1809180000001],[114.86824,30.6317749999999]]]};2;
653;81;669;HANJIANGYI Hubei (汉江驿) - LVYANYI Hubei (吕堰驿);{"type":"MultiLineString","coordinates":[[[112.228928,32.265553],[112.155862,32.0202830000001]]]};1;MDYZK
654;670;671;SHIQIAOYI Hubei (石桥驿) - LIYANGYI Hubei (丽阳驿);{"type":"MultiLineString","coordinates":[[[112.318733,31.4335310000001],[112.227371,31.2606850000001]]]};1;MDYZK
655;83;670;JINGSHANYI Hubei (荆山驿) - SHIQIAOYI Hubei (石桥驿);{"type":"MultiLineString","coordinates":[[[112.227371,31.2606850000001],[112.198417663574,31.0287284851075]]]};1;MDYZK
656;83;672;JINGSHANYI Hubei (荆山驿) - JIANYANGYI Hubei (建阳驿);{"type":"MultiLineString","coordinates":[[[112.198417663574,31.0287284851075],[112.180946,30.6917460000001]]]};1;
657;673;674;GONG'ANYI Hubei (公安驿) - BAISHAYI Hubei (白沙驿);{"type":"MultiLineString","coordinates":[[[112.270240343068,30.1919207076714],[112.226486,30.0575329999996]]]};1;MDYZK
658;80;673;CHANLING Hubei (孱陵驿) - GONG'ANYI Hubei (公安驿);{"type":"MultiLineString","coordinates":[[[112.226486,30.0575329999996],[112.078102111816,29.9145011901857]]]};1;MDYZK
659;76;676;LANJIANGYI Hunan (兰江驿) - QINGHUAYI Hunan (清化驿);{"type":"MultiLineString","coordinates":[[[111.756988525391,29.6401519775392],[111.652144599495,29.4478514394625]]]};1;MDYZK
660;675;676;DALONGYI Hunan (大龙驿) - QINGHUAYI Hunan (清化驿);{"type":"MultiLineString","coordinates":[[[111.752823,29.2116179999998],[111.652144599495,29.4478514394625]]]};1;MDYZK
661;116;678;DE'ANFU Hubei (德安府) - SUIZHOU Hubei (随州);{"type":"MultiLineString","coordinates":[[[113.369187065837,31.7208101111252],[113.686897277832,31.2526092529298]]]};2;MDYZK
662;677;678;ZAOYANG Hubei (枣阳县) - SUIZHOU Hubei (随州);{"type":"MultiLineString","coordinates":[[[112.756599,32.1320230000001],[113.36982,31.7151049999999]]]};2;MDYZK
663;81;677;HANJIANGYI Hubei (汉江驿) - ZAOYANG Hubei (枣阳县);{"type":"MultiLineString","coordinates":[[[112.155862,32.0202830000001],[112.756599,32.1320230000001]]]};2;MDYZK
664;679;680;SHICHENGYI Hubei (石城驿) - FENGLEHEYI Hubei (丰乐河驿);{"type":"MultiLineString","coordinates":[[[112.479250395264,31.4649227721912],[112.589256,31.1698270000001]]]};1;MDYZK
665;85;680;YANCHENG Hubei (鄢城驿) - FENGLEHEYI Hubei (丰乐河驿);{"type":"MultiLineString","coordinates":[[[112.260132,31.7107010000001],[112.481163,31.4644640000001]]]};1;MDYZK
