id;source;target;label;geom;maj_minor;src
288;311;316;LIUZHOU Guangxi (柳州) - YIYANGYI Guangxi (宜阳驿);{"type":"MultiLineString","coordinates":[[[109.404396,24.3099880000001],[108.655884,24.4907299999999]]]};2;1903 atlas
289;311;312;LIUZHOU Guangxi (柳州) - LIUCHENG Guangxi (柳城);{"type":"MultiLineString","coordinates":[[[109.404396,24.3099880000001],[109.260117,24.527336]]]};2;1903 atlas
290;312;313;LIUCHENG Guangxi (柳城) - RONGXIAN Guangxi (融县);{"type":"MultiLineString","coordinates":[[[109.260117,24.527336],[109.248543,25.0654430000001]]]};2;1903 atlas
291;313;322;RONGXIAN Guangxi (融县) - RONG’AN Guangxi (融安);{"type":"MultiLineString","coordinates":[[[109.248543,25.0654430000001],[109.388168,25.2178570000002]]]};2;1903 atlas
292;314;322;HUAIYUAN Guangxi (怀远) - RONG’AN Guangxi (融安);{"type":"MultiLineString","coordinates":[[[109.388168,25.2178570000002],[109.435958,25.3732300000001]]]};2;1903 atlas
293;314;315;HUAIYUAN Guangxi (怀远) - GUNI Guangxi (古泥);{"type":"MultiLineString","coordinates":[[[109.435958,25.3732300000001],[109.595757,25.785355]]]};2;1903 atlas
294;318;319;LUORONG Guangxi (洛容) - HENGTANGYI Guangxi (横塘驿);{"type":"MultiLineString","coordinates":[[[109.6091,24.41452],[109.736626,24.4853669999999]]]};2;1903 atlas
295;319;320;HENGTANGYI Guangxi (横塘驿) - YONGFU Guangxi (永福);{"type":"MultiLineString","coordinates":[[[109.736626,24.4853669999999],[109.981149764645,24.9817334058971]]]};2;1903 atlas
296;320;321;YONGFU Guangxi (永福) - SUQIAO Guangxi (苏桥驿);{"type":"MultiLineString","coordinates":[[[109.981149764645,24.9817334058971],[110.055511,25.107773]]]};2;1903 atlas
297;61;321;DONGJIANG Guangxi (东江驿) - SUQIAO Guangxi (苏桥驿);{"type":"MultiLineString","coordinates":[[[110.055511,25.107773],[110.286262512207,25.2800598144532]]]};2;1903 atlas
298;316;323;YIYANGYI Guangxi (宜阳驿) - HUAIYUANZHEN Guangxi (怀远镇);{"type":"MultiLineString","coordinates":[[[108.655884,24.4907299999999],[108.464844,24.56666]]]};2;1903 atlas
299;317;323;SI'EN Guangxi (思恩) - HUAIYUANZHEN Guangxi (怀远镇);{"type":"MultiLineString","coordinates":[[[108.464844,24.56666],[108.256378,24.829609]]]};2;1903 atlas
300;61;324;DONGJIANG Guangxi (东江驿) - LEITANGYI Guangxi (雷塘驿);{"type":"MultiLineString","coordinates":[[[110.286263,25.28006],[110.28701,25.0036660000001]]]};2;1903 atlas
301;324;325;LEITANGYI Guangxi (雷塘驿) - YANGSHUO Guangxi (阳朔);{"type":"MultiLineString","coordinates":[[[110.28701,25.0036660000001],[110.483627,24.7777580000001]]]};2;1903 atlas
302;325;326;YANGSHUO Guangxi (阳朔) - ZHAOJINYI Guangxi (昭津驿);{"type":"MultiLineString","coordinates":[[[110.483627,24.7777580000001],[110.6465,24.6357270000001]]]};2;1903 atlas
303;335;336;DAWUXU Guangxi (大乌) - DANZHU Guangxi (丹竹);{"type":"MultiLineString","coordinates":[[[110.524315,23.476589],[110.509669780096,23.3881684479161]]]};2;1903 atlas
304;334;335;BAIMAXU Guangxi (白马) - DAWUXU Guangxi (大乌);{"type":"MultiLineString","coordinates":[[[110.509669780096,23.3881684479161],[110.588886,23.465922]]]};2;1903 atlas
305;331;332;RONGXIAN Guangxi (容县) - TENGXIAN Guangxi (藤县);{"type":"MultiLineString","coordinates":[[[110.904282,23.373119],[110.551033,22.863588]]]};2;1903 atlas
306;330;331;BEILIU Guangxi (北流) - RONGXIAN Guangxi (容县);{"type":"MultiLineString","coordinates":[[[110.551033,22.863588],[110.347519,22.714184]]]};2;1903 atlas
307;329;330;YULIN Guangxi (郁林) - BEILIU Guangxi (北流);{"type":"MultiLineString","coordinates":[[[110.347519,22.714184],[110.145882,22.632095]]]};2;1903 atlas
308;317;341;SI'EN Guangxi (思恩) - LIBO Guizhou (荔波);{"type":"MultiLineString","coordinates":[[[108.256378,24.829609],[107.878403,25.41436]]]};2;1903 atlas
309;341;342;LIBO Guizhou (荔波) - LAIYUANYI Guizhou (来远驿);{"type":"MultiLineString","coordinates":[[[107.878403,25.41436],[107.542747,25.8290730000001]]]};2;1903 atlas
310;35;342;XINTIAN Guizhou (新添驿) - LAIYUANYI Guizhou (来远驿);{"type":"MultiLineString","coordinates":[[[107.542747,25.8290730000001],[107.239624023438,26.5856456756593]]]};2;1903 atlas
311;53;343;HUANGZHOU Hunan (晃州驿) - YUANSHUIYI Hunan (沅水驿);{"type":"MultiLineString","coordinates":[[[109.684082,27.447302],[109.198509216309,27.3817043304444]]]};1;
312;29;348;HUANGHUA Guizhou (贵州驿) - XIUWEN Guizhou (修文);{"type":"MultiLineString","coordinates":[[[106.709114074707,26.5807781219482],[106.591927,26.8429970000001]]]};2;1903 atlas
313;347;348;KAIZHOU Guizhou (开州驿) - XIUWEN Guizhou (修文);{"type":"MultiLineString","coordinates":[[[106.591927,26.8429970000001],[106.967384,27.0588550000001]]]};2;1903 atlas
314;346;347;ZUNYI Guizhou (遵义) - KAIZHOU Guizhou (开州驿);{"type":"MultiLineString","coordinates":[[[106.967384,27.0588550000001],[106.931602,27.6956210000001]]]};2;1903 atlas
315;346;345;ZUNYI Guizhou (遵义) - SONGKANYI Guizhou (松坎);{"type":"MultiLineString","coordinates":[[[106.931602,27.6956210000001],[106.851364,28.5428300000001]]]};2;1903 atlas
316;344;345;QIJIANG Chongqing (綦江) - SONGKANYI Guizhou (松坎);{"type":"MultiLineString","coordinates":[[[106.851364,28.5428300000001],[106.639313,29.0252590000001]]]};2;1903 atlas
317;350;351;HONGJIANG Hunan (洪江驿) - QIANYANG Hunan (黔阳);{"type":"MultiLineString","coordinates":[[[109.9916,27.1127760000001],[109.811852,27.1951290000001]]]};2;1903 atlas
318;343;351;YUANSHUIYI Hunan (沅水驿) - QIANYANG Hunan (黔阳);{"type":"MultiLineString","coordinates":[[[109.811852,27.1951290000001],[109.684082,27.447302]]]};2;1903 atlas
319;349;350;WUGANG Hunan (武冈) - HONGJIANG Hunan (洪江驿);{"type":"MultiLineString","coordinates":[[[109.9916,27.1127760000001],[110.622292,26.7307050000001]]]};2;1903 atlas
320;350;353;HONGJIANG Hunan (洪江驿) - HUITONG Hunan (会同);{"type":"MultiLineString","coordinates":[[[109.9916,27.1127760000001],[109.713547,26.8614920000001]]]};2;1903 atlas
321;352;353;JINGZHOU Hunan (靖州) - HUITONG Hunan (会同);{"type":"MultiLineString","coordinates":[[[109.713547,26.8614920000001],[109.694778,26.5757600000001]]]};2;1903 atlas
322;102;358;YUEYANG Hunan (岳阳驿) - DAJINGYI Hunan (大荆驿);{"type":"MultiLineString","coordinates":[[[113.262848,28.9623780000001],[113.09765625,29.3712596893311]]]};1;MDYZK
323;102;968;YUEYANG Hunan (岳阳驿) - CHENGLINGJIYI Hunan (城陵矶驿);{"type":"MultiLineString","coordinates":[[[113.150040000003,29.4337789999971],[113.09765625,29.3712596893311]]]};1;MDYZK
324;360;690;GANGKOUYI Hubei (港口驿) - CHANG'ANYI Hunan (长安驿);{"type":"MultiLineString","coordinates":[[[113.449135000007,29.473248999994],[113.70691,29.5306350000001]]]};1;1903 atlas
325;121;361;FENGSHANYI Hubei (凤山驿) - FENGSHANYI Hubei (凤山驿);{"type":"MultiLineString","coordinates":[[[113.783332824707,29.6333332061769],[113.874610900879,29.7083530426025]]]};1;MDYZK
326;113;362;FURONG Guangdong (芙蓉驿) - SHIXING Guangdong (始兴);{"type":"MultiLineString","coordinates":[[[114.063148,24.945763],[113.603416442871,24.810209274292]]]};1;1903 atlas
327;72;363;LINGLING Hunan (零陵) - NINGYUAN Hunan (宁远);{"type":"MultiLineString","coordinates":[[[111.612564,26.210339],[111.938683,25.598452]]]};2;
328;363;364;NINGYUAN Hunan (宁远) - JIANGHUA Hunan (江华);{"type":"MultiLineString","coordinates":[[[111.938116519609,25.6060177526541],[111.58242,25.1899189999999]]]};2;
329;364;365;JIANGHUA Hunan (江华) - YONGMING Hunan (永明);{"type":"MultiLineString","coordinates":[[[111.58242,25.1899189999999],[111.336449,25.2769739999999]]]};2;
330;366;367;PINGXIANG Jiangxi (萍乡) - LILING Hunan (醴陵);{"type":"MultiLineString","coordinates":[[[113.838638,27.6314240000002],[113.494102,27.6685180000001]]]};2;1903 atlas
331;367;696;LILING Hunan (醴陵) - LUKOUYI Hunan (渌口驿);{"type":"MultiLineString","coordinates":[[[113.494102,27.6685180000001],[113.147522000003,27.7106339999977]]]};2;1903 atlas
332;113;369;FURONG Guangdong (芙蓉驿) - LIBUTOU Guangdong (犁步头);{"type":"MultiLineString","coordinates":[[[113.603416442871,24.810209274292],[113.527947000009,24.8962149999962]]]};2;1903 atlas
333;369;370;LIBUTOU Guangdong (犁步头) - LECHANG Guangdong (乐昌);{"type":"MultiLineString","coordinates":[[[113.527947000009,24.8962149999962],[113.346794,25.1348740000001]]]};2;1903 atlas
334;374;375;HETOU Guangdong (河头) - WENGYUAN Guangdong (翁源);{"type":"MultiLineString","coordinates":[[[113.461098000008,24.2600779999972],[113.82032,24.375137]]]};2;1903 atlas
335;376;377;LONGGUIXU Guangdong (龙归墟) - RUYUAN Guangdong (乳源);{"type":"MultiLineString","coordinates":[[[113.454010000008,24.7280709999969],[113.269,24.784]]]};2;1903 atlas
336;379;380;BAISHITANXU Guangdong (白石潭) - DUBUXU Guangdong (社步墟);{"type":"MultiLineString","coordinates":[[[112.759628,24.126741],[112.662041,24.328947]]]};2;1903 atlas
337;380;381;DUBUXU Guangdong (社步墟) - SHUIKOU Guangdong (水口);{"type":"MultiLineString","coordinates":[[[112.662041,24.328947],[112.713646,24.3961849999999]]]};2;1903 atlas
338;385;386;SANZHOU Guangdong (三洲) - GAOMING Guangdong (高明);{"type":"MultiLineString","coordinates":[[[112.848,22.889],[112.695587,22.8623350000001]]]};2;1903 atlas
339;96;387;XI'NAN Guangdong (西南驿) - SIHUI Guangdong (四会);{"type":"MultiLineString","coordinates":[[[112.886070251465,23.1658687591553],[112.694534,23.348709]]]};2;1903 atlas
340;387;388;SIHUI Guangdong (四会) - GUANGNING Guangdong (广宁);{"type":"MultiLineString","coordinates":[[[112.694534,23.348709],[112.43132,23.642736]]]};2;1903 atlas
341;388;389;GUANGNING Guangdong (广宁) - HUAIJI Guangdong (怀集驿);{"type":"MultiLineString","coordinates":[[[112.43132,23.642736],[112.179237,23.9121860000001]]]};2;1903 atlas
342;354;355;YONGDINGWEI Hunan (永定卫) - CILI Hunan (慈利);{"type":"MultiLineString","coordinates":[[[110.484711,29.127953],[111.121712,29.426342]]]};2;1903 atlas
343;355;356;CILI Hunan (慈利) - SHIMEN Hunan (石门);{"type":"MultiLineString","coordinates":[[[111.121712,29.426342],[111.373611,29.588543]]]};2;1903 atlas
344;76;356;LANJIANGYI Hunan (兰江驿) - SHIMEN Hunan (石门);{"type":"MultiLineString","coordinates":[[[111.756988525391,29.6401519775392],[111.373611,29.588543]]]};2;1903 atlas
345;70;699;TAOYUAN Hunan (桃源驿) - ZHENGJIAYI Hunan (郑家驿);{"type":"MultiLineString","coordinates":[[[111.339485,28.7062870000001],[111.477767944336,28.9015979766846]]]};1;1903 atlas
346;308;309;XUNZHOU Guangxi (浔州) - WUXUAN Guangxi (武宣);{"type":"MultiLineString","coordinates":[[[109.655029,23.5967410000001],[110.071663,23.394571]]]};2;1903 atlas
347;307;308;GUIXIAN Guangxi (贵县) - XUNZHOU Guangxi (浔州);{"type":"MultiLineString","coordinates":[[[110.071663,23.394571],[109.608444,23.099092]]]};2;1903 atlas
348;306;307;HENGZHOU Guangxi (横州) - GUIXIAN Guangxi (贵县);{"type":"MultiLineString","coordinates":[[[109.608444,23.099092],[109.267044,22.6929570000001]]]};2;1903 atlas
349;305;306;NANXIANG Guangxi (南乡) - HENGZHOU Guangxi (横州);{"type":"MultiLineString","coordinates":[[[109.267044,22.6929570000001],[109.147781999999,22.6141109999996]]]};2;1903 atlas
350;304;305;YONGCHANG Guangxi (永淐) - NANXIANG Guangxi (南乡);{"type":"MultiLineString","coordinates":[[[109.147781999999,22.6141109999996],[108.914207,22.804642]]]};2;1903 atlas
351;303;304;NANNING Guangxi (南宁府) - YONGCHANG Guangxi (永淐);{"type":"MultiLineString","coordinates":[[[108.914207,22.804642],[108.312073,22.806145]]]};2;1903 atlas
352;304;390;YONGCHANG Guangxi (永淐) - JIAOYIXU Guangxi (校椅);{"type":"MultiLineString","coordinates":[[[108.914207,22.804642],[109.239464,22.835493]]]};2;1903 atlas
353;307;390;GUIXIAN Guangxi (贵县) - JIAOYIXU Guangxi (校椅);{"type":"MultiLineString","coordinates":[[[109.239464,22.835493],[109.608444,23.099092]]]};2;1903 atlas
354;328;329;BOBAI Guangxi (博白) - YULIN Guangxi (郁林);{"type":"MultiLineString","coordinates":[[[110.145882,22.632095],[109.971413,22.2758690000001]]]};2;1903 atlas
355;327;328;HEPU Guangxi (合浦) - BOBAI Guangxi (博白);{"type":"MultiLineString","coordinates":[[[109.971413,22.2758690000001],[109.150001525879,21.6833324432374]]]};2;1903 atlas
356;327;339;HEPU Guangxi (合浦) - BEIHAI Guangxi (北海);{"type":"MultiLineString","coordinates":[[[109.150001525879,21.6833324432374],[109.080520442069,21.6130295304748]]]};2;1903 atlas
357;305;339;NANXIANG Guangxi (南乡) - BEIHAI Guangxi (北海);{"type":"MultiLineString","coordinates":[[[109.147781999999,22.6141109999996],[109.080520442069,21.6130295304748]]]};2;1903 atlas
358;339;340;BEIHAI Guangxi (北海) - ANPU Guangdong (安铺);{"type":"MultiLineString","coordinates":[[[110.016045,21.458857],[109.080520442069,21.6130295304748]]]};2;1903 atlas
359;303;391;NANNING Guangxi (南宁府) - QINZHOU Guangxi (钦州);{"type":"MultiLineString","coordinates":[[[108.312073,22.806145],[108.614395,21.951426]]]};2;1903 atlas
360;339;391;BEIHAI Guangxi (北海) - QINZHOU Guangxi (钦州);{"type":"MultiLineString","coordinates":[[[108.614395,21.951426],[109.080520442069,21.6130295304748]]]};2;1903 atlas
361;340;392;ANPU Guangdong (安铺) - SUIXI Guangdong (遂溪);{"type":"MultiLineString","coordinates":[[[110.016045,21.458857],[110.250893,21.3829800000001]]]};2;1903 atlas
362;392;394;SUIXI Guangdong (遂溪) - YANGJING Guangdong (洋菁);{"type":"MultiLineString","coordinates":[[[110.250893,21.3829800000001],[110.11496,21.3664230000001]]]};2;1903 atlas
363;393;394;CHENGYUE Guangdong (城月) - YANGJING Guangdong (洋菁);{"type":"MultiLineString","coordinates":[[[110.11496,21.3664230000001],[110.074829,21.174923]]]};2;1903 atlas
364;393;395;CHENGYUE Guangdong (城月) - HAIKANG Guangdong (海康);{"type":"MultiLineString","coordinates":[[[110.074829,21.174923],[110.087914,20.9019580000001]]]};2;1903 atlas
365;395;396;HAIKANG Guangdong (海康) - YINGLI Guangdong (英利驿);{"type":"MultiLineString","coordinates":[[[110.087914,20.9019580000001],[110.083938,20.568853]]]};2;1903 atlas
366;396;397;YINGLI Guangdong (英利驿) - XUWEN Guangdong (徐闻);{"type":"MultiLineString","coordinates":[[[110.083938,20.568853],[110.162781,20.3296760000001]]]};2;1903 atlas
367;340;398;ANPU Guangdong (安铺) - SHICHENG Guangdong (石城);{"type":"MultiLineString","coordinates":[[[110.016045,21.458857],[110.273559,21.593603]]]};2;1903 atlas
368;398;399;SHICHENG Guangdong (石城) - LINGSHUIYI Guangdong (陵水驿);{"type":"MultiLineString","coordinates":[[[110.273559,21.593603],[110.625313,21.654028]]]};2;1903 atlas
369;399;400;LINGSHUIYI Guangdong (陵水驿) - NANSHENG Guangdong (南盛);{"type":"MultiLineString","coordinates":[[[110.625313,21.654028],[110.70665,21.7317470000001]]]};2;1903 atlas
370;400;401;NANSHENG Guangdong (南盛) - SHIGU Guangdong (石鼓);{"type":"MultiLineString","coordinates":[[[110.70665,21.7317470000001],[110.76403,21.8307340000001]]]};2;1903 atlas
371;401;402;SHIGU Guangdong (石鼓) - GAOZHOU Guangdong (高州);{"type":"MultiLineString","coordinates":[[[110.76403,21.8307340000001],[110.853813,21.9192140000001]]]};2;1903 atlas
372;308;338;XUNZHOU Guangxi (浔州) - BITANYI Guangxi (碧潭驿);{"type":"MultiLineString","coordinates":[[[110.071663,23.394571],[110.21003,23.6002670000001]]]};2;1903 atlas
373;337;338;PINGNAN Guangxi (平南) - BITANYI Guangxi (碧潭驿);{"type":"MultiLineString","coordinates":[[[110.21003,23.6002670000001],[110.394737,23.5499800000001]]]};2;1903 atlas
374;336;337;DANZHU Guangxi (丹竹) - PINGNAN Guangxi (平南);{"type":"MultiLineString","coordinates":[[[110.394737,23.5499800000001],[110.524315,23.476589]]]};2;1903 atlas
375;333;334;MENGJIANG Guangxi (濛江) - BAIMAXU Guangxi (白马);{"type":"MultiLineString","coordinates":[[[110.588886,23.465922],[110.735909,23.475643]]]};2;1903 atlas
376;332;333;TENGXIAN Guangxi (藤县) - MENGJIANG Guangxi (濛江);{"type":"MultiLineString","coordinates":[[[110.735909,23.475643],[110.904282,23.373119]]]};2;1903 atlas
377;332;403;TENGXIAN Guangxi (藤县) - WUZHOU Guangxi (梧州);{"type":"MultiLineString","coordinates":[[[110.904282,23.373119],[111.308571,23.486898]]]};2;1903 atlas
378;326;404;ZHAOJINYI Guangxi (昭津驿) - ZHAOPING Guangxi (昭潭驿);{"type":"MultiLineString","coordinates":[[[110.6465,24.6357270000001],[110.803612,24.1691230000001]]]};2;1903 atlas
379;403;404;WUZHOU Guangxi (梧州) - ZHAOPING Guangxi (昭潭驿);{"type":"MultiLineString","coordinates":[[[110.803612,24.1691230000001],[111.308571,23.486898]]]};2;1903 atlas
380;403;405;WUZHOU Guangxi (梧州) - ZHAOQING Guangdong (崧台驿);{"type":"MultiLineString","coordinates":[[[111.308571,23.486898],[112.453155,23.056921]]]};2;1903 atlas
381;101;378;ANYUAN Guangdong (安远驿) - SHAHE Guangdong (沙河);{"type":"MultiLineString","coordinates":[[[113.022132873535,23.7207279205323],[112.889171,23.9889830000001]]]};2;1903 atlas
382;378;379;SHAHE Guangdong (沙河) - BAISHITANXU Guangdong (白石潭);{"type":"MultiLineString","coordinates":[[[112.889171,23.9889830000001],[112.759628,24.126741]]]};2;1903 atlas
383;381;382;SHUIKOU Guangdong (水口) - YANGSHAN Guangdong (阳山);{"type":"MultiLineString","coordinates":[[[112.713646,24.3961849999999],[112.638267,24.485014]]]};2;1903 atlas
384;382;383;YANGSHAN Guangdong (阳山) - LIANZHOU Guangdong (连州);{"type":"MultiLineString","coordinates":[[[112.638267,24.485014],[112.378121,24.7797010000001]]]};2;1903 atlas
385;383;384;LIANZHOU Guangdong (连州) - SANJIANG Guangdong (三江);{"type":"MultiLineString","coordinates":[[[112.378121,24.7797010000001],[112.282501,24.7188109999999]]]};2;1903 atlas
386;109;374;YINGDE Guangdong (英德) - HETOU Guangdong (河头);{"type":"MultiLineString","coordinates":[[[113.402076721192,24.1729373931886],[113.461098000008,24.2600779999972]]]};1;1903 atlas
387;113;376;FURONG Guangdong (芙蓉驿) - LONGGUIXU Guangdong (龙归墟);{"type":"MultiLineString","coordinates":[[[113.603416442871,24.810209274292],[113.454010000008,24.7280709999969]]]};2;1903 atlas
388;113;371;FURONG Guangdong (芙蓉驿) - MABA Guangdong (马霸);{"type":"MultiLineString","coordinates":[[[113.596169000011,24.6838679999958],[113.603416442871,24.810209274292]]]};1;1903 atlas
389;371;372;MABA Guangdong (马霸) - WUSHI Guangdong (乌石);{"type":"MultiLineString","coordinates":[[[113.589706000011,24.5742259999959],[113.596169000011,24.6838679999958]]]};1;1903 atlas
390;372;373;WUSHI Guangdong (乌石) - SHAKOU Guangdong (沙口);{"type":"MultiLineString","coordinates":[[[113.514343000009,24.4235759999966],[113.589706000011,24.5742259999959]]]};1;1903 atlas
391;373;374;SHAKOU Guangdong (沙口) - HETOU Guangdong (河头);{"type":"MultiLineString","coordinates":[[[113.461098000008,24.2600779999972],[113.514343000009,24.4235759999966]]]};1;1903 atlas
392;96;405;XI'NAN Guangdong (西南驿) - ZHAOQING Guangdong (崧台驿);{"type":"MultiLineString","coordinates":[[[112.453155,23.056921],[112.886070251465,23.1658687591553]]]};2;1903 atlas
393;96;385;XI'NAN Guangdong (西南驿) - SANZHOU Guangdong (三洲);{"type":"MultiLineString","coordinates":[[[112.886070251465,23.1658687591553],[112.848,22.889]]]};2;1903 atlas
394;406;407;SHANTOU Guangdong (汕头) - ANBU Guangdong (菴埠);{"type":"MultiLineString","coordinates":[[[116.682884,23.3639550000001],[116.684898,23.4515000000002]]]};2;1903 atlas
395;407;408;ANBU Guangdong (菴埠) - CAITANGXU Guangdong (彩塘市);{"type":"MultiLineString","coordinates":[[[116.684898,23.4515000000002],[116.655524,23.5068140000001]]]};2;1903 atlas
396;408;409;CAITANGXU Guangdong (彩塘市) - LONGHU Guangdong (龙湖);{"type":"MultiLineString","coordinates":[[[116.655524,23.5068140000001],[116.646716,23.5552670000001]]]};2;1903 atlas
397;409;410;LONGHU Guangdong (龙湖) - FUYANG Guangdong (浮阳);{"type":"MultiLineString","coordinates":[[[116.646716,23.5552670000001],[116.602913,23.5814360000001]]]};2;1903 atlas
398;410;411;FUYANG Guangdong (浮阳) - FENGCHENGYI Guangdong (凤城驿);{"type":"MultiLineString","coordinates":[[[116.602913,23.5814360000001],[116.636658,23.667706]]]};2;1903 atlas
399;411;412;FENGCHENGYI Guangdong (凤城驿) - LIUHUANG Guangdong (馏隍);{"type":"MultiLineString","coordinates":[[[116.6403,23.6661000000001],[116.458,23.914]]]};2;1903 atlas
400;412;413;LIUHUANG Guangdong (馏隍) - XINDU Guangdong (新渡);{"type":"MultiLineString","coordinates":[[[116.458,23.914],[116.523247,24.095016]]]};2;1903 atlas
401;414;415;JIAYINGFU Guangdong (嘉应) - CHENGJIANGYI Guangdong (程江驿);{"type":"MultiLineString","coordinates":[[[116.63282,24.1862220000002],[116.110497,24.3157810000001]]]};2;1903 atlas
402;413;415;XINDU Guangdong (新渡) - CHENGJIANGYI Guangdong (程江驿);{"type":"MultiLineString","coordinates":[[[116.523247,24.095016],[116.63282,24.1862220000002]]]};2;1903 atlas
403;415;416;CHENGJIANGYI Guangdong (程江驿) - SANHEBA Guangdong (三河灞);{"type":"MultiLineString","coordinates":[[[116.63282,24.1862220000002],[116.563042,24.3946900000001]]]};2;1903 atlas
404;416;417;SANHEBA Guangdong (三河灞) - DAPU Guangdong (大埔);{"type":"MultiLineString","coordinates":[[[116.563042,24.3946900000001],[116.68544,24.517746]]]};2;1903 atlas
405;418;419;QIDUYI Guangdong (七都驿) - XINGNING Guangdong (兴宁驿);{"type":"MultiLineString","coordinates":[[[115.97683,24.0406340000001],[115.727348,24.1386910000001]]]};2;1903 atlas
406;414;418;JIAYINGFU Guangdong (嘉应) - QIDUYI Guangdong (七都驿);{"type":"MultiLineString","coordinates":[[[115.97683,24.0406340000001],[116.110497,24.3157810000001]]]};2;1903 atlas
407;433;434;XINLEYI Guangdong (欣乐驿) - BOLUO Guangdong (博罗);{"type":"MultiLineString","coordinates":[[[114.273606,23.1722470000001],[114.410285,23.0893780000001]]]};2;1903 atlas
408;432;433;HENGLI Guangdong (横沥) - XINLEYI Guangdong (欣乐驿);{"type":"MultiLineString","coordinates":[[[114.410285,23.0893780000001],[114.610985000079,23.1724949999744]]]};2;1903 atlas
409;431;432;CHIWEI Guangdong (赤尾) - HENGLI Guangdong (横沥);{"type":"MultiLineString","coordinates":[[[114.610985000079,23.1724949999744],[114.523194000069,23.3647159999774]]]};2;1903 atlas
410;430;431;GUANYINGE Guangdong (观音阁) - CHIWEI Guangdong (赤尾);{"type":"MultiLineString","coordinates":[[[114.523194000069,23.3647159999774],[114.586777,23.4017560000001]]]};2;1903 atlas
411;429;430;PUQIAN Guangdong (埔前) - GUANYINGE Guangdong (观音阁);{"type":"MultiLineString","coordinates":[[[114.586777,23.4017560000001],[114.616235279933,23.5731104549179]]]};2;1903 atlas
412;428;429;HEYUAN Guangdong (河源) - PUQIAN Guangdong (埔前);{"type":"MultiLineString","coordinates":[[[114.616235279933,23.5731104549179],[114.69146,23.736834]]]};2;1903 atlas
413;427;952;LANKOU Guangdong (蓝口) - YIHEYI Guangdong (义合驿);{"type":"MultiLineString","coordinates":[[[114.866569,23.8398740000001],[115.083984,23.956976]]]};2;1903 atlas
414;426;427;LONGCHUAN Guangdong (龙川) - LANKOU Guangdong (蓝口);{"type":"MultiLineString","coordinates":[[[115.083984,23.956976],[115.186172,24.0600030000001]]]};2;1903 atlas
415;425;426;LAOLONG Guangdong (老隆) - LONGCHUAN Guangdong (龙川);{"type":"MultiLineString","coordinates":[[[115.186172,24.0600030000001],[115.255585,24.0997140000001]]]};2;1903 atlas
416;424;425;HESHIXU Guangdong (鹤市墟) - LAOLONG Guangdong (老隆);{"type":"MultiLineString","coordinates":[[[115.255585,24.0997140000001],[115.361618,24.0070190000001]]]};2;1903 atlas
417;423;424;QILINGXU Guangdong (岐岭) - HESHIXU Guangdong (鹤市墟);{"type":"MultiLineString","coordinates":[[[115.361618,24.0070190000001],[115.447479,24.0808700000001]]]};2;1903 atlas
418;422;423;CHANGLE Guangdong (长乐) - QILINGXU Guangdong (岐岭);{"type":"MultiLineString","coordinates":[[[115.447479,24.0808700000001],[115.61644,24.0660500000001]]]};2;1903 atlas
419;419;422;XINGNING Guangdong (兴宁驿) - CHANGLE Guangdong (长乐);{"type":"MultiLineString","coordinates":[[[115.61644,24.0660500000001],[115.727348,24.1386910000001]]]};2;1903 atlas
420;435;436;WENCHUANYI Sichuan (文川驿) - NANXI Sichuan (南溪);{"type":"MultiLineString","coordinates":[[[104.616356,28.774832],[104.972015,28.8479840000001]]]};2;1903 atlas
421;436;437;NANXI Sichuan (南溪) - LUCHUANYI Sichuan (卢川驿);{"type":"MultiLineString","coordinates":[[[104.972015,28.8479840000001],[105.437004,28.8843630000001]]]};2;1903 atlas
422;438;440;LUQIAOYI Sichuan (陆桥驿) - NEIJIANG Sichuan (内江);{"type":"MultiLineString","coordinates":[[[105.273041,29.34938],[105.053894,29.5807550000001]]]};2;1903 atlas
423;440;441;NEIJIANG Sichuan (内江) - ZIZHOU Sichuan (资县);{"type":"MultiLineString","coordinates":[[[105.053894,29.5807550000001],[104.848358,29.7847480000001]]]};2;1903 atlas
424;437;443;LUCHUANYI Sichuan (卢川驿) - HEJIANG Sichuan (合江);{"type":"MultiLineString","coordinates":[[[105.437004,28.8843630000001],[105.826729,28.8120020000001]]]};2;1903 atlas
425;438;439;LUQIAOYI Sichuan (陆桥驿) - RONGCHANG Chongqing (荣昌);{"type":"MultiLineString","coordinates":[[[105.273041,29.34938],[105.596313,29.4127710000001]]]};2;1903 atlas
426;439;442;RONGCHANG Chongqing (荣昌) - DONGCHUAN Chongqing (东皋驿);{"type":"MultiLineString","coordinates":[[[105.596313,29.4127710000001],[105.896606,29.3602870000001]]]};2;1903 atlas
427;437;444;LUCHUANYI Sichuan (卢川驿) - NAXI Sichuan (纳溪驿);{"type":"MultiLineString","coordinates":[[[105.437004,28.8843630000001],[105.381729,28.7820630000001]]]};2;1903 atlas
428;445;846;YONGNING Sichuan (永宁卫) - YONG'ANYI Sichuan (永安驿);{"type":"MultiLineString","coordinates":[[[105.368880998823,28.3842909992281],[105.420772,28.1744040000001]]]};2;1903 atlas
429;446;447;CHANGNING Sichuan (长宁) - DUNINGYI Sichuan (都宁驿);{"type":"MultiLineString","coordinates":[[[104.889175,28.379269],[104.797791,28.3811910000001]]]};2;1903 atlas
